"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3557498,129,"100% Pure New Zealand www.newzealand.com",NA,"8"
3557498,129,"www.tripadvisor.com",NA,"8"
3557573,111,"Friends, family and colleagues",NA,"Very Useful10"
3557744,142,"Airline websites",NA,"4"
3557618,115,"Airline websites","Airline websites","9"
3557744,143,"Instagram",NA,"8"
3557573,113,"Other publications e.g. magazines",NA,"9"
3557744,143,"Instagram",NA,"7"
3557618,116,"100% Pure New Zealand www.newzealand.com",NA,"8"
3557744,144,"Expedia",NA,"5"
3557573,111,"www.tripadvisor.com",NA,"Very Useful10"
3557634,93,"Google+",NA,"Very Useful10"
3557744,144,"Online travel blogs",NA,"5"
3557634,93,"Google+",NA,"Very Useful10"
3557744,142,"100% Pure New Zealand www.newzealand.com",NA,"4"
3557634,92,"Facebook",NA,"Very Useful10"
3557512,135,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3557744,145,"Another social networking website",NA,"8"
3557744,145,"Another social networking website",NA,"7"
3557744,146,"Travel guides/books about New Zealand",NA,"9"
3557591,121,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","5"
3557751,205,"Travel guides/books about New Zealand",NA,"6"
3557591,121,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","5"
3557645,113,"www.tripadvisor.com","www.tripadvisor.com","9"
3557751,204,"100% Pure New Zealand www.newzealand.com",NA,"4"
3557751,204,"100% Pure New Zealand www.newzealand.com",NA,"8"
3557591,119,"Friends, family and colleagues",NA,"Very Useful10"
3557512,133,"www.lonleyplanet.com","www.lonleyplanet.com","7"
3557751,203,"Friends, family and colleagues",NA,"6"
3557645,112,"Airline websites","Airline websites","9"
3557512,133,"www.lonleyplanet.com","www.lonleyplanet.com","7"
3557751,205,"Pinterest",NA,"6"
3557591,119,"Airline websites",NA,"Very Useful10"
3557645,114,"www.lonleyplanet.com",NA,"8"
3557591,122,"Expedia",NA,"5"
3557753,94,"Travel agents in your home country via the internet",NA,"Very Useful10"
3557753,94,"www.tripadvisor.com",NA,"Very Useful10"
3557652,141,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3557513,116,"Travel agents in your home country via the internet",NA,"8"
3557621,166,"Friends, family and colleagues",NA,"8"
3557652,141,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3557621,167,"www.tripadvisor.com",NA,"8"
3557652,140,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3557621,166,"Airline websites","Airline websites","8"
3557621,166,"Airline websites","Airline websites","8"
3557515,141,"Friends, family and colleagues",NA,"8"
3557621,168,"www.lonleyplanet.com",NA,"6"
3557621,168,"www.lonleyplanet.com",NA,"6"
3557515,141,"www.tripadvisor.com",NA,"8"
3557753,95,"Webjet","Webjet","Very Useful10"
3557621,169,"100% Pure New Zealand www.newzealand.com",NA,"7"
3557621,170,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3557621,170,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3557621,172,"Travel guides/books about New Zealand",NA,"7"
3557621,172,"Travel guides/books about New Zealand",NA,"7"
3557529,130,"None of these",NA,"None of these"
3557785,106,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3557670,113,"Airline websites","Airline websites","Very Useful10"
3557621,169,"Instagram",NA,"7"
3557621,171,"Expedia",NA,"6"
3557670,115,"www.lonleyplanet.com",NA,"Not Sure"
3557670,115,"www.lonleyplanet.com",NA,"Very Useful10"
3557549,158,"100% Pure New Zealand www.newzealand.com",NA,"8"
3557549,160,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3557621,171,"Online travel blogs",NA,"6"
3557792,102,"Online travel blogs",NA,"4"
3557670,116,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3557549,158,"Facebook",NA,"8"
3557792,103,"Travel guides/books about New Zealand",NA,"4"
3557549,161,"Other publications e.g. magazines",NA,"9"
3557792,103,"Travel guides/books about New Zealand",NA,"7"
3557549,161,"Other publications e.g. magazines",NA,"Very Useful10"
3557670,114,"Travel agents in your home country via the internet",NA,"Not Sure"
3557549,157,"www.lonleyplanet.com","www.lonleyplanet.com","Very Useful10"
3557810,103,"Travel guides/books about New Zealand",NA,"9"
3557622,136,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3557670,114,"www.tripadvisor.com",NA,"Not Sure"
3557549,159,"Instagram",NA,"8"
3557810,102,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3557549,159,"Instagram",NA,"9"
3557670,116,"www.i-SITE.org.nz",NA,"Very Useful10"
3557810,103,"Other publications e.g. magazines",NA,"9"
3557622,134,"Friends, family and colleagues","Friends, family and colleagues","8"
3557670,118,"An i-SITE consultant or staff member by email or phone",NA,"Not Sure"
3557563,139,"Friends, family and colleagues",NA,"8"
3557817,92,"Airline websites","Airline websites","Very Useful10"
3557622,135,"Airline websites","Airline websites","7"
3557563,139,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3557563,139,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3557670,118,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Not Sure"
3557670,118,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3557563,143,"Other publications e.g. magazines","Other publications e.g. magazines","Very Useful10"
3557670,117,"Websites of individual i-SITE centres",NA,"Very Useful10"
3557563,143,"Other publications e.g. magazines","Other publications e.g. magazines","9"
3557670,117,"Websites of individual i-SITE centres",NA,"Very Useful10"
3557819,128,"Google+",NA,"7"
3557623,115,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3557563,141,"Online travel blogs","Online travel blogs","9"
3557670,121,"Travel guides/books about New Zealand",NA,"Not Sure"
3557563,141,"Online travel blogs","Online travel blogs","7"
3557623,115,"Google+","Google+","6"
3557563,140,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","9"
3557623,115,"Google+","Google+","Not Sure"
3557670,120,"Online travel blogs",NA,"Not Sure"
3557563,140,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","8"
3557670,120,"Online travel blogs",NA,"Very Useful10"
3557638,86,"None of these","None of these","None of these"
3557670,121,"Other publications e.g. magazines",NA,"Not Sure"
3557563,142,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3557563,142,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","7"
3557670,119,"Google+",NA,"Very Useful10"
3557819,130,"Another social networking website","Another social networking website","7"
3557819,129,"Online travel blogs",NA,"7"
3557819,129,"Online travel blogs",NA,"6"
3557675,96,"Friends, family and colleagues","Friends, family and colleagues","8"
3557564,112,"Friends, family and colleagues",NA,"Very Useful10"
3557640,187,"www.lonleyplanet.com",NA,"7"
3557677,142,"www.tripadvisor.com",NA,"9"
3557564,114,"Travel guides/books about New Zealand",NA,"Very Useful10"
3557640,189,"Online travel blogs",NA,"9"
3557844,91,"By visiting an airline outlet",NA,"Not Sure"
3557677,142,"www.tripadvisor.com",NA,"9"
3557564,113,"Instagram",NA,"7"
3557564,113,"Instagram",NA,"8"
3557640,190,"Travel guides/books about New Zealand",NA,"8"
3557640,190,"Travel guides/books about New Zealand",NA,"8"
3557677,144,"Travel guides/books about New Zealand",NA,"9"
3557677,144,"Travel guides/books about New Zealand",NA,"9"
3557640,189,"Essential New Zealand mobile app",NA,"9"
3557677,141,"Friends, family and colleagues",NA,"8"
3557846,174,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3557566,102,"Friends, family and colleagues",NA,"Very Useful10"
3557566,102,"Airline websites","Airline websites","Very Useful10"
3557566,102,"Airline websites","Airline websites","6"
3557846,173,"Friends, family and colleagues","Friends, family and colleagues","5"
3557654,95,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3557846,175,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3557677,143,"Websites of individual i-SITE centres",NA,"9"
3557582,107,"www.tripadvisor.com",NA,"7"
3557846,177,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3557677,143,"Online travel blogs",NA,"9"
3557657,128,"Another source","Another source","Another source"
3557582,110,"Travel guides/books about New Zealand",NA,"8"
3557846,176,"Expedia","Expedia","4"
3557582,107,"Friends, family and colleagues",NA,"7"
3557657,127,"Airline websites","Airline websites","6"
3557693,114,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3557582,109,"Online travel blogs",NA,"7"
3557693,115,"Airline websites","Airline websites","Very Useful10"
3557867,93,"Airline websites","Airline websites","Not at all Useful1"
3557582,109,"Online travel blogs",NA,"9"
3557674,136,"Travel agents in your home country via the internet",NA,"7"
3557693,116,"Google+",NA,"Very Useful10"
3557582,108,"Google+","Google+","8"
3557867,94,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Not Sure"
3557674,137,"Travel agents in your home country in person",NA,"7"
3557674,137,"Travel agents in your home country in person",NA,"7"
3557702,107,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3557869,150,"Friends, family and colleagues",NA,"9"
3557702,107,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3557596,107,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3557869,151,"www.tripadvisor.com",NA,"6"
3557702,106,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3557869,151,"www.tripadvisor.com",NA,"9"
3557596,106,"Airline websites","Airline websites","6"
3557869,152,"Another source",NA,"Another source"
3557727,148,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3557706,135,"Friends, family and colleagues",NA,"Very Useful10"
3557598,133,"100% Pure New Zealand www.newzealand.com",NA,"7"
3557727,147,"Friends, family and colleagues",NA,"7"
3557598,131,"Travel agents in your home country over the phone",NA,"7"
3557727,147,"Airline websites","Airline websites","9"
3557727,147,"Airline websites","Airline websites","7"
3557598,135,"Other publications e.g. magazines",NA,"8"
3557727,149,"Expedia","Expedia","Not Sure"
3557598,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3557894,127,"Travel agents in your home country via the internet",NA,"7"
3557598,132,"www.tripadvisor.com",NA,"Not Sure"
3557598,132,"www.tripadvisor.com",NA,"5"
3557707,94,"Friends, family and colleagues",NA,"Very Useful10"
3557598,134,"Travel guides/books about New Zealand",NA,"8"
3557707,95,"Online travel blogs",NA,"9"
3557743,172,"Travel guides/books about New Zealand",NA,"8"
3557598,134,"Travel guides/books about New Zealand",NA,"8"
3557894,126,"Friends, family and colleagues","Friends, family and colleagues","8"
3557894,127,"Wechat",NA,"7"
3557708,85,"Airline websites","Airline websites","8"
3557599,99,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3557912,108,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3557750,162,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3557722,130,"Friends, family and colleagues","Friends, family and colleagues","9"
3557944,101,"Airline websites","Airline websites","9"
3557613,126,"Travel guides/books about New Zealand",NA,"Very Useful10"
3557750,163,"Another source","Another source","Another source"
3557722,131,"Airline websites","Airline websites","8"
3557613,124,"www.tripadvisor.com",NA,"Very Useful10"
3557944,104,"Websites of individual i-SITE centres",NA,"9"
3557944,104,"Websites of individual i-SITE centres",NA,"9"
3557750,161,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3557944,102,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3557613,125,"Instagram",NA,"Very Useful10"
3557722,133,"Travel guides/books about New Zealand",NA,"9"
3557613,125,"Instagram",NA,"8"
3557944,103,"100% Pure New Zealand www.newzealand.com",NA,"7"
3557722,132,"www.tripadvisor.com","www.tripadvisor.com","8"
3557944,103,"www.i-SITE.org.nz",NA,"7"
3557754,106,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3557777,104,"Friends, family and colleagues","Friends, family and colleagues",""
3557614,158,"Online travel blogs",NA,"8"
3557944,105,"Instagram",NA,"9"
3557722,133,"100% Pure New Zealand www.newzealand.com",NA,"9"
3557614,160,"Another source","Another source","Another source"
3557944,105,"Online travel blogs",NA,"9"
3557614,158,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3557784,110,"Airline websites","Airline websites","Very Useful10"
3557944,106,"Another social networking website","Another social networking website","9"
3557616,93,"Essential New Zealand mobile app",NA,"9"
3557793,95,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3557724,134,"Travel guides/books about New Zealand",NA,"Very Useful10"
3557951,104,"Friends, family and colleagues",NA,"7"
3557616,92,"Friends, family and colleagues",NA,"Very Useful10"
3557793,94,"Airline websites","Airline websites","Very Useful10"
3557724,133,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3557793,97,"Webjet","Webjet","Very Useful10"
3557951,105,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","7"
3557616,93,"Airline websites",NA,"9"
3557724,133,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3557793,96,"Google+","Google+","Very Useful10"
3557724,133,"Friends, family and colleagues",NA,"Very Useful10"
3557951,106,"Google+","Google+","8"
