"SurveyResponseID","AnswerNumber","TechnologyUses"
3603572,116,"Maps"
3602734,138,"Maps"
3596444,124,"General information about a different region"
3602734,139,"Accommodation in a different region"
3596446,121,"Maps"
3603591,125,"Maps"
3596446,122,"Compare prices / find deals"
3603591,123,"General information about the region you were in"
3602215,144,"General information about the region you were in"
3603591,126,"Internet access"
3596446,120,"Weather information"
3603590,98,"Weather information"
3602752,99,"Weather information"
3603591,127,"Accommodation in the region you were in"
3603572,119,"Event information"
3603572,120,"Suggested itineraries"
3602734,140,"Attractions / Activities"
3596446,123,"Attractions / Activities"
3603591,124,"Check/confirm existing travel plans"
3596447,141,"Check/confirm existing travel plans"
3602752,101,"Internet access"
3596447,142,"Internet access"
3602752,100,"Maps"
3602215,146,"Access to resources to assist you to plan"
3602215,145,"Check/confirm existing travel plans"
3596447,144,"Suggested itineraries"
3603592,115,"Weather information"
3602215,147,"Weather information"
3602215,153,"Information about amenities/services for the town you were in"
3602215,154,"Accommodation in the region you were in"
3603592,116,"Maps"
3602215,148,"Maps"
3596447,143,"Directions"
3602757,163,"General information about the region you were in"
3602757,164,"Maps"
3602215,151,"General information about a different region"
3602215,149,"Compare prices / find deals"
3602215,152,"See ratings by other travellers"
3602215,150,"Directions"
3602757,165,"Internet access"
3602215,155,"Accommodation in a different region"
3602757,166,"Compare prices / find deals"
3603592,117,"Compare prices / find deals"
3602215,157,"Attractions / Activities"
3602757,168,"Accommodation in a different region"
3602215,156,"Transport/ travel options around New Zealand"
3602757,170,"Event information"
3602226,183,"Access to resources to assist you to plan"
3596462,152,"Check/confirm existing travel plans"
3602757,169,"Transport/ travel options around New Zealand"
3602766,138,"Check/confirm existing travel plans"
3602226,185,"Maps"
3602226,190,"General information about a different region"
3602226,191,"See ratings by other travellers"
3602226,194,"Accommodation in a different region"
3602766,140,"Attractions / Activities"
3602226,182,"Check/confirm existing travel plans"
3602757,167,"Directions"
3602766,139,"Directions"
3602226,195,"Event information"
3602226,181,"General information about the region you were in"
3602226,196,"Attractions / Activities"
3602226,186,"Internet access"
3602226,187,"Compare prices / find deals"
3602226,188,"Directions"
3596462,154,"Compare prices / find deals"
3596462,153,"Weather information"
3603623,115,"Information about amenities/services for the town you were in"
3602226,184,"Weather information"
3602226,189,"Overview of NZ regions"
3596462,155,"Accommodation in a different region"
3602226,192,"Information about amenities/services for the town you were in"
3602226,193,"Accommodation in the region you were in"
3602775,127,"Weather information"
3602775,128,"Maps"
3602775,129,"Accommodation in a different region"
3602231,134,"General information about the region you were in"
3602775,130,"Attractions / Activities"
3602231,135,"Internet access"
3602791,133,"Internet access"
3602791,132,"Weather information"
3596463,134,"Check/confirm existing travel plans"
3596464,130,"General information about the region you were in"
3603640,126,"Suggested itineraries"
3602791,137,"Attractions / Activities"
3602240,105,"Event information"
3596463,136,"Flights within New Zealand"
3603640,124,"Weather information"
3602791,134,"Overview of NZ regions"
3603640,125,"Accommodation in the region you were in"
3602791,136,"Transport/ travel options around New Zealand"
3596464,131,"Weather information"
3596464,134,"Accommodation in the region you were in"
3603640,123,"Access to resources to assist you to plan"
3596463,135,"Maps"
3602791,135,"See ratings by other travellers"
3602240,104,"Maps"
3596464,132,"Maps"
3596464,135,"Accommodation in a different region"
3603655,128,"Check/confirm existing travel plans"
3603658,144,"Check/confirm existing travel plans"
3602825,107,"Attractions / Activities"
3602249,126,"Weather information"
3596464,133,"Directions"
3602249,128,"Internet access"
3596513,96,"Compare prices / find deals"
3602306,167,"Internet access"
3602306,168,"Compare prices / find deals"
3602306,166,"Weather information"
3603658,147,"Information about amenities/services for the town you were in"
3602825,106,"Weather information"
3602800,136,"Maps"
3596479,97,"None of these"
3603673,116,"Internet access"
3603673,117,"Compare prices / find deals"
3596528,111,"Internet access"
3602249,127,"Maps"
3603658,145,"Access to resources to assist you to plan"
3602832,146,"General information about the region you were in"
3603658,146,"General information about a different region"
3603673,120,"Event information"
3603673,121,"Attractions / Activities"
3602306,169,"Accommodation in the region you were in"
3596513,97,"Information about amenities/services for the town you were in"
3603673,115,"Weather information"
3603673,118,"Overview of NZ regions"
3603673,119,"Accommodation in the region you were in"
3596528,112,"Information about amenities/services for the town you were in"
3602832,147,"Weather information"
3602832,151,"Attractions / Activities"
3596528,113,"Attractions / Activities"
3602832,148,"Internet access"
3602843,120,"Check/confirm existing travel plans"
3602832,150,"General information about a different region"
3602832,149,"Compare prices / find deals"
3603674,140,"Event information"
3603674,137,"Internet access"
3602843,121,"Access to resources to assist you to plan"
3602843,123,"Suggested itineraries"
3603674,138,"Directions"
3602843,122,"Compare prices / find deals"
3602342,123,"Attractions / Activities"
3602358,124,"Check/confirm existing travel plans"
3602342,120,"Information about Maori culture / cultural activities"
3603674,139,"Transport/ travel options around New Zealand"
3602342,118,"Weather information"
3602342,122,"Accommodation in the region you were in"
3602342,119,"Maps"
3596531,111,"None of these"
3596544,97,"None of these"
3602351,130,"Access to resources to assist you to plan"
3602351,131,"Maps"
3596546,98,"None of these"
3602861,135,"Weather information"
3603707,103,"Weather information"
3602861,138,"Flights within New Zealand"
3596547,102,"Check/confirm existing travel plans"
3602866,128,"Check/confirm existing travel plans"
3602866,132,"Flights within New Zealand"
3602342,121,"Directions"
3602861,136,"Internet access"
3602358,126,"Directions"
3602861,137,"Directions"
3603707,105,"Directions"
3602866,129,"Information about Maori culture / cultural activities"
3603707,106,"Information about amenities/services for the town you were in"
3602866,130,"Accommodation in the region you were in"
3596547,104,"Information about amenities/services for the town you were in"
3596547,105,"Flights within New Zealand"
3603709,114,"Event information"
3603709,115,"Suggested itineraries"
3603722,108,"Check/confirm existing travel plans"
3603722,112,"Information about amenities/services for the town you were in"
3602358,125,"Maps"
3602358,127,"Accommodation in a different region"
3602367,126,"Maps"
3603707,104,"Maps"
3602866,131,"Accommodation in a different region"
3596547,103,"Maps"
3603722,109,"Maps"
3603709,112,"General information about the region you were in"
3603709,113,"Directions"
3603722,110,"Internet access"
3603722,111,"Directions"
3602399,117,"Internet access"
3602877,130,"Directions"
3596563,115,"Internet access"
3602399,116,"Weather information"
3602877,131,"Overview of NZ regions"
3602401,112,"Weather information"
3602884,111,"Internet access"
3603723,124,"Information about amenities/services for the town you were in"
3603722,113,"Accommodation in a different region"
3602401,114,"Compare prices / find deals"
3596563,116,"Attractions / Activities"
3596578,139,"General information about the region you were in"
3596578,142,"Internet access"
3602877,132,"Event information"
3602884,113,"Attractions / Activities"
3602877,129,"Maps"
3602884,112,"Accommodation in a different region"
3602401,113,"Maps"
3603723,123,"Maps"
3596578,140,"Check/confirm existing travel plans"
3596578,143,"Compare prices / find deals"
3596578,141,"Maps"
3596578,145,"General information about a different region"
3596578,146,"See ratings by other travellers"
3596578,148,"Accommodation in a different region"
3596578,147,"Accommodation in the region you were in"
3596578,149,"Attractions / Activities"
3602893,97,"Weather information"
3602893,100,"Information about amenities/services for the town you were in"
3602893,101,"Accommodation in the region you were in"
3596578,144,"Directions"
3602893,98,"Internet access"
3602893,99,"Compare prices / find deals"
3602893,102,"Event information"
3603739,123,"Attractions / Activities"
3602424,147,"Attractions / Activities"
3603739,118,"Maps"
3602424,143,"Maps"
3603739,116,"General information about the region you were in"
3602424,146,"Accommodation in a different region"
3602424,141,"General information about the region you were in"
3603739,119,"Internet access"
3603739,120,"Directions"
3602424,144,"Internet access"
3602424,145,"Compare prices / find deals"
3603739,117,"Weather information"
3602424,142,"Weather information"
3603739,121,"Overview of NZ regions"
3603739,122,"Information about amenities/services for the town you were in"
3596595,143,"Internet access"
3602900,118,"General information about the region you were in"
3602900,119,"Internet access"
3596595,145,"Event information"
3602433,126,"Check/confirm existing travel plans"
3602433,128,"Attractions / Activities"
3602911,106,"Check/confirm existing travel plans"
3603756,126,"Check/confirm existing travel plans"
3602900,120,"Information about amenities/services for the town you were in"
3603756,127,"Weather information"
3596611,163,"Weather information"
3596611,161,"Check/confirm existing travel plans"
3596611,160,"General information about the region you were in"
3596595,142,"Maps"
3596595,144,"Accommodation in a different region"
3602902,109,"None of these"
3602433,127,"Maps"
3603756,128,"Maps"
3596611,162,"Access to resources to assist you to plan"
3596611,164,"Maps"
3596611,165,"Accommodation in a different region"
3602440,122,"Access to resources to assist you to plan"
3602440,124,"See ratings by other travellers"
3602440,126,"Accommodation in a different region"
3596611,166,"Suggested itineraries"
3602451,134,"Check/confirm existing travel plans"
3602440,123,"Internet access"
3602440,125,"Accommodation in the region you were in"
3602918,119,"Weather information"
3603757,119,"Weather information"
3602451,135,"Weather information"
3603757,123,"Accommodation in the region you were in"
3602451,133,"General information about the region you were in"
3603757,121,"Internet access"
3603757,124,"Suggested itineraries"
3602918,123,"Attractions / Activities"
3602451,141,"Attractions / Activities"
3603757,122,"Directions"
3602451,136,"Compare prices / find deals"
3602918,122,"Information about amenities/services for the town you were in"
3603758,139,"Check/confirm existing travel plans"
3603757,120,"Maps"
3602451,138,"See ratings by other travellers"
3602451,137,"Directions"
3602918,120,"Information about Maori culture / cultural activities"
3602465,130,"Attractions / Activities"
3602451,140,"Transport/ travel options around New Zealand"
3602465,131,"Suggested itineraries"
3603758,142,"Accommodation in the region you were in"
3602925,138,"Weather information"
3602451,139,"Accommodation in a different region"
3602465,128,"Maps"
3602465,129,"Accommodation in a different region"
3603758,140,"Maps"
3602925,137,"Access to resources to assist you to plan"
3602925,139,"Maps"
3603758,143,"Accommodation in a different region"
3603758,145,"Attractions / Activities"
3596628,104,"Accommodation in a different region"
3603772,122,"None of these"
3602918,121,"Directions"
3602925,136,"General information about the region you were in"
3603758,141,"Internet access"
3596628,102,"Internet access"
3602925,143,"General information about a different region"
3602925,140,"Internet access"
3602925,141,"Compare prices / find deals"
3603758,144,"Transport/ travel options around New Zealand"
3602925,146,"Attractions / Activities"
3602925,142,"Directions"
3596629,98,"Internet access"
3596628,103,"Accommodation in the region you were in"
3602467,135,"Flights within New Zealand"
3602925,145,"Accommodation in a different region"
3603775,101,"Directions"
3602941,122,"General information about the region you were in"
3602467,136,"Attractions / Activities"
3602934,118,"Event information"
3602934,119,"Suggested itineraries"
3596648,129,"Check/confirm existing travel plans"
3596629,97,"Maps"
3602467,134,"Accommodation in a different region"
3603775,100,"Maps"
3602934,117,"Access to resources to assist you to plan"
3602467,132,"Weather information"
3602467,133,"Information about amenities/services for the town you were in"
3602925,144,"Information about amenities/services for the town you were in"
3603775,99,"Weather information"
3603775,102,"Information about amenities/services for the town you were in"
3596648,130,"Weather information"
3602941,123,"Weather information"
3596648,131,"Maps"
3602941,124,"Maps"
3602941,127,"Attractions / Activities"
3603792,100,"Weather information"
3602941,126,"Information about amenities/services for the town you were in"
3602943,134,"Attractions / Activities"
3603792,101,"Maps"
3603792,103,"See ratings by other travellers"
3596678,148,"Check/confirm existing travel plans"
3602943,133,"Weather information"
3596678,150,"General information about a different region"
3596678,151,"Attractions / Activities"
3603792,104,"Information about amenities/services for the town you were in"
3602950,100,"None of these"
3602499,125,"Overview of NZ regions"
3602499,124,"Maps"
3603809,118,"Maps"
3596679,111,"Weather information"
3596678,152,"Suggested itineraries"
3596679,110,"Check/confirm existing travel plans"
3602941,125,"Directions"
3602492,135,"Internet access"
3596678,147,"General information about the region you were in"
3603792,102,"Internet access"
3602492,136,"Directions"
3596678,149,"Compare prices / find deals"
3596679,112,"Internet access"
3596679,113,"Compare prices / find deals"
3602499,126,"Attractions / Activities"
3602959,133,"Attractions / Activities"
3603874,127,"Attractions / Activities"
3602959,132,"Weather information"
3602508,111,"Weather information"
3603874,126,"Information about amenities/services for the town you were in"
3602508,114,"Information about amenities/services for the town you were in"
3602968,159,"Weather information"
3602501,144,"None of these"
3602968,158,"Access to resources to assist you to plan"
3602959,131,"General information about the region you were in"
3596696,164,"General information about the region you were in"
3602968,157,"General information about the region you were in"
3603874,125,"Compare prices / find deals"
3602508,112,"Internet access"
3602508,113,"Compare prices / find deals"
3602968,161,"Internet access"
3602968,169,"Event information"
3602968,160,"Maps"
3602968,164,"See ratings by other travellers"
3602968,165,"Information about amenities/services for the town you were in"
3602968,166,"Accommodation in the region you were in"
3602968,162,"Compare prices / find deals"
3602968,167,"Accommodation in a different region"
3602968,168,"Transport/ travel options around New Zealand"
3603876,137,"Weather information"
3602968,163,"Directions"
3603876,139,"Internet access"
3603876,138,"Maps"
3602510,119,"Accommodation in a different region"
3596696,167,"Weather information"
3596696,166,"Access to resources to assist you to plan"
3602510,118,"Directions"
3596696,169,"Internet access"
3602968,170,"Attractions / Activities"
3596696,171,"Accommodation in a different region"
3596696,165,"Check/confirm existing travel plans"
3596697,136,"None of these"
3596696,170,"Compare prices / find deals"
3596696,172,"Attractions / Activities"
3603889,103,"Maps"
3602975,140,"General information about a different region"
3603889,101,"Check/confirm existing travel plans"
3602526,140,"Maps"
3602526,142,"General information about a different region"
3602977,129,"Accommodation in a different region"
3603890,137,"Accommodation in a different region"
3602977,130,"Attractions / Activities"
3603889,104,"Internet access"
3596698,132,"Check/confirm existing travel plans"
3602526,144,"Attractions / Activities"
3603890,138,"Attractions / Activities"
3603889,105,"Directions"
3602526,141,"Directions"
3602977,127,"Internet access"
3603890,134,"General information about the region you were in"
3603890,135,"Internet access"
3596696,168,"To meet other travellers"
3603889,102,"Weather information"
3602526,139,"Weather information"
3602977,128,"Accommodation in the region you were in"
3603890,136,"Accommodation in the region you were in"
3602526,143,"Transport/ travel options around New Zealand"
3596698,133,"Weather information"
3596698,134,"Maps"
3596698,136,"See ratings by other travellers"
3602991,121,"Maps"
3603893,96,"None of these"
3602991,124,"Attractions / Activities"
3603002,160,"Check/confirm existing travel plans"
3603002,162,"Attractions / Activities"
3596698,135,"Directions"
3603002,159,"General information about the region you were in"
3602535,134,"Check/confirm existing travel plans"
3602535,133,"General information about the region you were in"
3602991,120,"Weather information"
3602991,122,"Information about amenities/services for the town you were in"
3602991,123,"Transport/ travel options around New Zealand"
3603002,161,"Weather information"
3602535,135,"Weather information"
3602535,136,"Overview of NZ regions"
3602535,137,"Transport/ travel options around New Zealand"
3602535,138,"Attractions / Activities"
3603009,110,"Check/confirm existing travel plans"
3602542,136,"Check/confirm existing travel plans"
3603924,122,"Check/confirm existing travel plans"
3596713,105,"Internet access"
3596713,103,"Weather information"
3596713,107,"Transport/ travel options around New Zealand"
3603025,131,"Weather information"
3602542,137,"Weather information"
3603025,132,"Overview of NZ regions"
3603025,133,"Information about amenities/services for the town you were in"
3603924,123,"Weather information"
3596713,106,"Directions"
3603924,125,"Directions"
3596713,104,"Maps"
3603924,124,"Maps"
3602542,138,"Directions"
3602549,159,"General information about the region you were in"
3602542,139,"Attractions / Activities"
3602549,164,"Internet access"
3603924,129,"Attractions / Activities"
3602549,165,"Information about Maori culture / cultural activities"
3602549,160,"Check/confirm existing travel plans"
3602549,166,"Compare prices / find deals"
3603924,126,"See ratings by other travellers"
3603924,128,"Accommodation in a different region"
3603077,101,"None of these"
3602549,161,"Access to resources to assist you to plan"
3602549,163,"Maps"
3602549,169,"General information about a different region"
3602549,172,"Accommodation in a different region"
3602549,173,"Event information"
3602549,174,"Attractions / Activities"
3603025,134,"Accommodation in the region you were in"
3603924,127,"Information about amenities/services for the town you were in"
3602549,162,"Weather information"
3602549,168,"Overview of NZ regions"
3602549,170,"Information about amenities/services for the town you were in"
3602549,171,"Accommodation in the region you were in"
3603926,137,"Maps"
3602551,132,"General information about a different region"
3602551,133,"Attractions / Activities"
3596730,128,"Check/confirm existing travel plans"
3603926,138,"Information about amenities/services for the town you were in"
3602551,131,"Overview of NZ regions"
3596730,129,"Weather information"
3602558,135,"Weather information"
3596730,130,"Maps"
3602558,136,"Maps"
3603100,136,"Transport/ travel options around New Zealand"
3602558,137,"Accommodation in the region you were in"
3602549,167,"Directions"
3596729,147,"Internet access"
3603943,100,"Weather information"
3603100,134,"Maps"
3603943,101,"Maps"
3603100,137,"Flights within New Zealand"
3602558,138,"Attractions / Activities"
3603100,138,"Event information"
3603943,99,"Check/confirm existing travel plans"
3596730,133,"Attractions / Activities"
3603109,132,"Maps"
3602574,109,"Maps"
3603109,130,"Check/confirm existing travel plans"
3596730,132,"Information about amenities/services for the town you were in"
3602551,130,"Compare prices / find deals"
3596730,131,"Directions"
3603100,135,"Internet access"
3603943,98,"General information about the region you were in"
3603109,131,"Weather information"
3603943,102,"Internet access"
3603943,103,"Directions"
3603109,133,"Internet access"
3602574,113,"Flights within New Zealand"
3603959,95,"Internet access"
3603109,135,"See ratings by other travellers"
3602574,112,"Accommodation in a different region"
3603973,125,"Maps"
3603973,127,"Accommodation in a different region"
3602574,110,"Internet access"
3603109,134,"Directions"
3602574,111,"Directions"
3603973,124,"General information about the region you were in"
3603973,126,"Directions"
3603111,107,"General information about the region you were in"
3603109,136,"Information about amenities/services for the town you were in"
3596762,156,"Weather information"
3603111,108,"Weather information"
3602574,114,"Event information"
3602574,115,"Suggested itineraries"
3596764,155,"Check/confirm existing travel plans"
3603974,146,"Suggested itineraries"
3603116,110,"Accommodation in a different region"
3596764,161,"Event information"
3596764,162,"Attractions / Activities"
3603136,142,"Check/confirm existing travel plans"
3596764,156,"Access to resources to assist you to plan"
3603134,131,"None of these"
3603974,145,"General information about a different region"
3603111,109,"Directions"
3596762,157,"Internet access"
3596764,154,"General information about the region you were in"
3603974,144,"Internet access"
3596764,158,"Internet access"
3603116,109,"Information about amenities/services for the town you were in"
3602585,121,"Weather information"
3602585,122,"Information about amenities/services for the town you were in"
3602585,123,"Accommodation in the region you were in"
3596764,157,"Weather information"
3596764,160,"Information about amenities/services for the town you were in"
3596764,159,"Directions"
3603136,144,"Compare prices / find deals"
3603136,145,"Event information"
3603136,146,"Attractions / Activities"
3603976,121,"Check/confirm existing travel plans"
3603976,122,"Attractions / Activities"
3603136,143,"Maps"
3602601,119,"General information about a different region"
3596779,128,"General information about the region you were in"
3602601,118,"Internet access"
3603990,119,"Directions"
3603145,116,"General information about the region you were in"
3603145,118,"Internet access"
3596779,132,"Internet access"
3603990,118,"Maps"
3603145,117,"Maps"
3596779,130,"Weather information"
3603990,117,"Weather information"
3596779,135,"Overview of NZ regions"
3603991,140,"Weather information"
3603991,143,"Transport/ travel options around New Zealand"
3596780,171,"Weather information"
3603168,123,"Weather information"
3596780,173,"Overview of NZ regions"
3596779,129,"Check/confirm existing travel plans"
3603145,119,"Attractions / Activities"
3596779,137,"Suggested itineraries"
3603991,139,"Check/confirm existing travel plans"
3603991,144,"Flights within New Zealand"
3603991,145,"Attractions / Activities"
3603993,110,"Weather information"
3596779,131,"Maps"
3596779,136,"General information about a different region"
3603991,141,"Maps"
3603991,142,"Accommodation in a different region"
3603993,109,"Check/confirm existing travel plans"
3596779,133,"Compare prices / find deals"
3603993,112,"To meet other travellers"
3596779,134,"Directions"
3596780,170,"General information about the region you were in"
3596781,126,"Weather information"
3602617,142,"General information about the region you were in"
3596781,128,"Internet access"
3602610,120,"Maps"
3596780,172,"Maps"
3603168,124,"Maps"
3603993,111,"Maps"
3596781,125,"Access to resources to assist you to plan"
3596781,127,"Maps"
3596781,129,"General information about a different region"
3603168,125,"Information about amenities/services for the town you were in"
3596795,135,"Weather information"
3602626,127,"Weather information"
3604008,96,"Weather information"
3602626,128,"Attractions / Activities"
3602658,119,"Flights within New Zealand"
3602626,126,"General information about the region you were in"
3604008,98,"Internet access"
3604008,99,"Compare prices / find deals"
3604008,97,"Maps"
3602658,118,"General information about a different region"
3602658,116,"Weather information"
3602658,117,"To meet other travellers"
3596798,177,"Weather information"
3603175,129,"Maps"
3596798,178,"Maps"
3596798,184,"Flights within New Zealand"
3603184,119,"Check/confirm existing travel plans"
3604009,139,"Accommodation in a different region"
3596798,182,"Information about amenities/services for the town you were in"
3604008,100,"Directions"
3596798,179,"Internet access"
3596798,183,"Accommodation in the region you were in"
3604009,136,"Weather information"
3596798,180,"Compare prices / find deals"
3603184,120,"Weather information"
3596798,181,"Directions"
3603184,118,"General information about the region you were in"
3604009,137,"Internet access"
3603184,124,"Event information"
3603184,125,"Attractions / Activities"
3602660,122,"Weather information"
3596812,133,"Check/confirm existing travel plans"
3603184,121,"Maps"
3602660,121,"Access to resources to assist you to plan"
3604009,138,"Directions"
3603184,122,"Information about Maori culture / cultural activities"
3603184,123,"Directions"
3602660,123,"Internet access"
3596812,132,"General information about the region you were in"
3602665,142,"Internet access"
3603193,144,"General information about the region you were in"
3604024,99,"Internet access"
3602665,143,"Information about amenities/services for the town you were in"
3603193,148,"Internet access"
3602665,144,"Transport/ travel options around New Zealand"
3603193,149,"Compare prices / find deals"
3603193,146,"Weather information"
3602665,141,"Maps"
3603193,147,"Maps"
3604040,139,"Weather information"
3603193,145,"Check/confirm existing travel plans"
3602676,137,"Attractions / Activities"
3603193,156,"Attractions / Activities"
3603193,157,"Suggested itineraries"
3603193,151,"General information about a different region"
3603193,153,"Information about amenities/services for the town you were in"
3602676,136,"Weather information"
3603193,152,"See ratings by other travellers"
3603193,154,"Accommodation in the region you were in"
3602676,135,"Access to resources to assist you to plan"
3603193,155,"Accommodation in a different region"
3603193,150,"Directions"
3604040,140,"Internet access"
3604040,141,"Compare prices / find deals"
3596812,140,"Attractions / Activities"
3602683,124,"Check/confirm existing travel plans"
3596812,139,"Information about amenities/services for the town you were in"
3603195,128,"Attractions / Activities"
3603211,121,"Flights within New Zealand"
3596812,134,"Access to resources to assist you to plan"
3596812,135,"Maps"
3602683,125,"Maps"
3603195,127,"Accommodation in a different region"
3603211,120,"Information about amenities/services for the town you were in"
3604040,142,"Directions"
3596812,136,"Internet access"
3596812,137,"Compare prices / find deals"
3596812,138,"Directions"
3603195,126,"Compare prices / find deals"
3603211,119,"Directions"
3604042,127,"Internet access"
3604042,128,"General information about a different region"
3596829,144,"Maps"
3596829,146,"General information about a different region"
3604042,130,"Attractions / Activities"
3602683,126,"Event information"
3602683,127,"Attractions / Activities"
3596829,145,"Directions"
3604075,121,"General information about the region you were in"
3604075,123,"Internet access"
3604075,124,"Compare prices / find deals"
3604042,129,"Accommodation in the region you were in"
3596829,143,"Weather information"
3596829,147,"Accommodation in the region you were in"
3604075,126,"Overview of NZ regions"
3596829,150,"Attractions / Activities"
3602685,123,"Event information"
3604091,126,"Event information"
3604091,127,"Attractions / Activities"
3596829,149,"Transport/ travel options around New Zealand"
3602690,114,"Weather information"
3604091,124,"Overview of NZ regions"
3604091,125,"Information about amenities/services for the town you were in"
3604075,125,"Directions"
3602685,122,"Directions"
3604091,123,"Directions"
3602690,115,"Internet access"
3604075,122,"Maps"
3596829,148,"Accommodation in a different region"
3602685,121,"Maps"
3596831,99,"None of these"
3596846,159,"Weather information"
3596846,163,"Information about amenities/services for the town you were in"
3604092,107,"Weather information"
3604091,122,"Maps"
3596846,162,"General information about a different region"
3604092,108,"Maps"
3602701,119,"Maps"
3603227,148,"Access to resources to assist you to plan"
3596846,158,"Check/confirm existing travel plans"
3603227,149,"Weather information"
3596846,164,"Attractions / Activities"
3596846,165,"Suggested itineraries"
3604092,111,"Attractions / Activities"
3604092,112,"Suggested itineraries"
3603227,147,"Check/confirm existing travel plans"
3596846,160,"Internet access"
3596846,161,"Directions"
3604092,109,"Internet access"
3604092,110,"Directions"
3603227,146,"General information about the region you were in"
3596848,146,"General information about the region you were in"
3602701,120,"Internet access"
3603227,151,"Internet access"
3603227,152,"Information about Maori culture / cultural activities"
3602701,121,"Information about Maori culture / cultural activities"
3603227,153,"Compare prices / find deals"
3603227,150,"Maps"
3596848,148,"Access to resources to assist you to plan"
3596848,147,"Check/confirm existing travel plans"
3604109,126,"Compare prices / find deals"
3603227,154,"General information about a different region"
3602701,122,"Event information"
3596848,151,"Internet access"
3604109,127,"General information about a different region"
3596848,152,"Compare prices / find deals"
3596848,154,"See ratings by other travellers"
3596848,157,"Accommodation in a different region"
3596848,149,"Weather information"
3596848,150,"To meet other travellers"
3596848,155,"Information about amenities/services for the town you were in"
3596848,156,"Accommodation in the region you were in"
3602724,124,"Weather information"
3602724,125,"Maps"
3604124,126,"Maps"
3596848,153,"Directions"
3604124,124,"General information about the region you were in"
3602733,154,"Maps"
3604124,129,"General information about a different region"
3596848,159,"Flights within New Zealand"
3596848,158,"Transport/ travel options around New Zealand"
3604124,127,"Information about Maori culture / cultural activities"
3596848,160,"Attractions / Activities"
3604124,125,"Weather information"
3596848,161,"Suggested itineraries"
3603250,130,"Directions"
3602733,152,"General information about the region you were in"
3603250,129,"Weather information"
3604124,130,"See ratings by other travellers"
3604124,128,"Directions"
3602733,155,"Internet access"
3602733,159,"Attractions / Activities"
3604124,133,"Attractions / Activities"
3602733,156,"Compare prices / find deals"
3602733,158,"General information about a different region"
3603250,131,"Information about amenities/services for the town you were in"
3603250,132,"Transport/ travel options around New Zealand"
3602733,153,"Weather information"
3602733,157,"Overview of NZ regions"
3604124,131,"Information about amenities/services for the town you were in"
3604124,132,"Accommodation in the region you were in"
3596863,130,"Weather information"
3596863,131,"Maps"
3603259,142,"None of these"
3604141,112,"Check/confirm existing travel plans"
3596882,139,"Weather information"
3604142,132,"Weather information"
3596882,138,"Check/confirm existing travel plans"
3596863,132,"Directions"
3602735,124,"General information about the region you were in"
3602735,125,"Internet access"
3604142,131,"General information about the region you were in"
3603270,101,"Internet access"
3604142,134,"Internet access"
3604142,135,"Information about Maori culture / cultural activities"
3604142,138,"Attractions / Activities"
3602740,151,"Flights within New Zealand"
3604142,133,"Maps"
3604142,136,"General information about a different region"
3604142,137,"Information about amenities/services for the town you were in"
3602740,152,"Event information"
3604157,101,"Check/confirm existing travel plans"
3602740,146,"Weather information"
3602740,150,"Transport/ travel options around New Zealand"
3602740,147,"General information about a different region"
3604157,102,"Weather information"
3604157,105,"Overview of NZ regions"
3602740,148,"See ratings by other travellers"
3596882,144,"Attractions / Activities"
3602740,145,"General information about the region you were in"
3604158,99,"Check/confirm existing travel plans"
3604157,104,"Internet access"
3604158,102,"Event information"
3603284,115,"Check/confirm existing travel plans"
3596882,140,"Compare prices / find deals"
3602749,116,"General information about the region you were in"
3602740,149,"Accommodation in a different region"
3596882,141,"Information about amenities/services for the town you were in"
3596882,142,"Accommodation in the region you were in"
3604158,100,"Weather information"
3604158,101,"Accommodation in the region you were in"
3603275,104,"Maps"
3604157,103,"Maps"
3596882,143,"Accommodation in a different region"
3603277,94,"None of these"
3602749,117,"Maps"
3603284,116,"Access to resources to assist you to plan"
3602749,119,"Attractions / Activities"
3596895,126,"Check/confirm existing travel plans"
3602751,118,"Attractions / Activities"
3602749,118,"Internet access"
3603284,118,"Compare prices / find deals"
3604160,116,"General information about the region you were in"
3602751,115,"Internet access"
3602751,116,"Directions"
3604160,119,"Internet access"
3596895,128,"Maps"
3602751,114,"Maps"
3604160,118,"Maps"
3603286,135,"Access to resources to assist you to plan"
3603286,137,"Internet access"
3602751,117,"General information about a different region"
3603286,136,"Maps"
3604160,121,"General information about a different region"
3603286,138,"Directions"
3604160,120,"Directions"
3603286,140,"General information about a different region"
3603284,117,"Weather information"
3603284,119,"Transport/ travel options around New Zealand"
3596895,127,"Weather information"
3602751,113,"Weather information"
3604160,117,"Weather information"
3603286,139,"Overview of NZ regions"
3603286,141,"Accommodation in the region you were in"
3603286,142,"Event information"
3603286,143,"Attractions / Activities"
3602765,122,"Check/confirm existing travel plans"
3603329,132,"Flights within New Zealand"
3602765,121,"General information about the region you were in"
3604174,95,"Internet access"
3603329,130,"Internet access"
3602769,124,"General information about the region you were in"
3596895,129,"Accommodation in the region you were in"
3602765,123,"Weather information"
3602765,126,"Attractions / Activities"
3604174,96,"Transport/ travel options around New Zealand"
3602769,126,"Weather information"
3602769,125,"Check/confirm existing travel plans"
3596896,119,"None of these"
3602765,124,"Maps"
3603329,131,"See ratings by other travellers"
3602765,125,"Accommodation in a different region"
3596897,126,"Maps"
3596897,127,"Accommodation in a different region"
3602769,131,"Attractions / Activities"
