"SurveyResponseID","AnswerNumber","iSiteUsage"
3604430,98,"Transport/ travel options around New Zealand"
3604430,99,"Event information"
3605844,87,"Accommodation in a different region"
3605844,88,"Transport/ travel options around New Zealand"
3604252,91,"Information about amenities/services for the town you were in"
3604325,72,"Maps"
3605883,102,"Weather information"
3604252,93,"Attractions / Activities"
3604455,97,"Compare prices / find deals"
3604455,98,"Overview of NZ regions"
3604455,100,"Attractions / Activities"
3605883,104,"Attractions / Activities"
3605883,103,"Maps"
3604457,89,"Weather information"
3604439,92,"General information about a different region"
3604457,87,"General information about the region you were in"
3604325,73,"Information about Maori culture / cultural activities"
3604457,88,"Check/confirm existing travel plans"
3604252,92,"Accommodation in the region you were in"
3605867,72,"Information about amenities/services for the town you were in"
3604455,99,"Accommodation in a different region"
3604299,86,"Transport/ travel options around New Zealand"
3604325,74,"Transport/ travel options around New Zealand"
3604457,91,"Information about amenities/services for the town you were in"
3604457,92,"Event information"
3605885,104,"Access to resources to assist you to plan"
3605899,106,"Access to resources to assist you to plan"
3604457,90,"Maps"
3605885,105,"Maps"
3604462,98,"Weather information"
3605899,107,"Weather information"
3605899,108,"Maps"
3604374,76,"Maps"
3604457,93,"Attractions / Activities"
3605885,103,"General information about the region you were in"
3604462,97,"General information about the region you were in"
3605885,106,"Overview of NZ regions"
3605885,107,"Attractions / Activities"
3604374,78,"Directions"
3604374,79,"Suggested itineraries"
3605899,110,"Directions"
3605899,115,"Suggested itineraries"
3605899,112,"Information about amenities/services for the town you were in"
3605899,113,"Transport/ travel options around New Zealand"
3604375,87,"Transport/ travel options around New Zealand"
3604374,75,"General information about the region you were in"
3604374,77,"Compare prices / find deals"
3605899,109,"Compare prices / find deals"
3605899,111,"Overview of NZ regions"
3605899,114,"Attractions / Activities"
3604375,88,"Attractions / Activities"
3604335,77,"Maps"
3604375,86,"Weather information"
3604462,100,"General information about a different region"
3604377,86,"Access to resources to assist you to plan"
3604377,88,"Directions"
3604351,78,"Directions"
3605924,93,"Directions"
3605924,94,"General information about a different region"
3605924,96,"Suggested itineraries"
3604462,101,"Information about amenities/services for the town you were in"
3604377,89,"Information about amenities/services for the town you were in"
3604377,90,"Transport/ travel options around New Zealand"
3604351,79,"Information about amenities/services for the town you were in"
3604351,80,"Accommodation in the region you were in"
3604351,81,"Transport/ travel options around New Zealand"
3604462,99,"Internet access"
3604623,91,"Access to resources to assist you to plan"
3604377,87,"Maps"
3604351,76,"Maps"
3605924,92,"Maps"
3604623,92,"Maps"
3604462,102,"Attractions / Activities"
3604351,77,"Compare prices / find deals"
3604377,91,"Attractions / Activities"
3605924,91,"General information about the region you were in"
3605924,95,"Attractions / Activities"
3604623,90,"General information about the region you were in"
3604351,82,"Attractions / Activities"
3604352,71,"General information about the region you were in"
3604630,91,"General information about the region you were in"
3604352,72,"Maps"
3604392,88,"Weather information"
3604630,92,"Check/confirm existing travel plans"
3604392,89,"Attractions / Activities"
3604630,94,"Compare prices / find deals"
3604630,93,"Maps"
3604424,93,"Weather information"
3604623,93,"Directions"
3604352,73,"General information about a different region"
3605967,110,"Directions"
3604424,96,"Directions"
3605967,112,"General information about a different region"
3604352,74,"Accommodation in a different region"
3605967,113,"Information about amenities/services for the town you were in"
3605967,114,"Accommodation in a different region"
3604352,75,"Attractions / Activities"
3605967,109,"Compare prices / find deals"
3605967,111,"Overview of NZ regions"
3605967,115,"Attractions / Activities"
3605967,108,"Maps"
3604424,94,"Maps"
3604424,95,"Internet access"
3604424,98,"Attractions / Activities"
3604630,98,"Attractions / Activities"
3604369,85,"Check/confirm existing travel plans"
3604425,86,"Weather information"
3604424,97,"Accommodation in the region you were in"
3604630,97,"Event information"
3604425,89,"Information about amenities/services for the town you were in"
3604425,90,"Event information"
3604425,87,"Maps"
3605992,84,"Internet access"
3604424,99,"Suggested itineraries"
3604630,95,"Directions"
3604630,96,"General information about a different region"
3604425,88,"Directions"
3604369,87,"Directions"
3604369,88,"General information about a different region"
3604666,91,"Maps"
3604671,95,"Maps"
3604382,88,"Transport/ travel options around New Zealand"
3604384,90,"Maps"
3604441,73,"Weather information"
3604384,91,"Internet access"
3604384,93,"Accommodation in the region you were in"
3605992,85,"Directions"
3604666,90,"Access to resources to assist you to plan"
3604382,86,"Information about Maori culture / cultural activities"
3604382,87,"Directions"
3604441,72,"Access to resources to assist you to plan"
3604384,89,"Access to resources to assist you to plan"
3604441,77,"Transport/ travel options around New Zealand"
3604441,78,"Event information"
3604441,75,"Directions"
3604441,76,"General information about a different region"
3604369,86,"Compare prices / find deals"
3605992,83,"General information about the region you were in"
3604666,89,"General information about the region you were in"
3604382,85,"General information about the region you were in"
3604384,88,"General information about the region you were in"
3604384,92,"Overview of NZ regions"
3604441,79,"Attractions / Activities"
3604441,80,"Suggested itineraries"
3604442,95,"Directions"
3604442,98,"Suggested itineraries"
3606067,121,"Access to resources to assist you to plan"
3606067,124,"General information about a different region"
3604441,74,"Maps"
3604673,83,"Weather information"
3604673,84,"Internet access"
3606067,122,"Weather information"
3604673,82,"General information about the region you were in"
3606067,120,"General information about the region you were in"
3604386,82,"Information about amenities/services for the town you were in"
3604673,85,"Information about amenities/services for the town you were in"
3604386,83,"Accommodation in the region you were in"
3604673,86,"Transport/ travel options around New Zealand"
3604442,96,"Information about amenities/services for the town you were in"
3604442,97,"Accommodation in the region you were in"
3606067,125,"Information about amenities/services for the town you were in"
3606067,126,"Accommodation in the region you were in"
3606067,127,"Accommodation in a different region"
3606067,128,"Attractions / Activities"
3604399,71,"General information about the region you were in"
3606067,123,"Maps"
3604399,73,"Weather information"
3604399,74,"Maps"
3604458,84,"Maps"
3604399,75,"Accommodation in the region you were in"
3606078,68,"Transport/ travel options around New Zealand"
3604458,83,"General information about the region you were in"
3604757,76,"Information about amenities/services for the town you were in"
3604399,76,"Attractions / Activities"
3604399,72,"Access to resources to assist you to plan"
3604764,90,"Transport/ travel options around New Zealand"
3604673,87,"Suggested itineraries"
3604417,105,"Accommodation in the region you were in"
3604458,85,"General information about a different region"
3604417,106,"Transport/ travel options around New Zealand"
3604399,77,"Suggested itineraries"
3604764,87,"Access to resources to assist you to plan"
3604757,75,"Maps"
3604764,88,"Maps"
3604417,108,"Suggested itineraries"
3604764,89,"Internet access"
3604474,100,"Maps"
3604417,104,"Maps"
3604458,86,"Attractions / Activities"
3604764,86,"General information about the region you were in"
3604764,91,"Attractions / Activities"
3604417,107,"Attractions / Activities"
3604789,76,"General information about the region you were in"
3604789,77,"Check/confirm existing travel plans"
3604474,101,"Overview of NZ regions"
3604789,80,"Overview of NZ regions"
3604789,79,"Information about Maori culture / cultural activities"
3604789,81,"General information about a different region"
3604789,82,"Accommodation in a different region"
3604474,102,"Information about amenities/services for the town you were in"
3604474,103,"Accommodation in the region you were in"
3606133,80,"Event information"
3604791,101,"Accommodation in a different region"
3604791,102,"Transport/ travel options around New Zealand"
3604418,93,"Access to resources to assist you to plan"
3604418,95,"General information about a different region"
3604798,77,"General information about a different region"
3604433,93,"Access to resources to assist you to plan"
3604476,105,"General information about a different region"
3604789,78,"Maps"
3604791,99,"Weather information"
3604476,106,"Suggested itineraries"
3604791,100,"Maps"
3604418,94,"Maps"
3604476,103,"Weather information"
3604476,104,"Maps"
3604433,94,"Maps"
3604791,98,"General information about the region you were in"
3606133,81,"Attractions / Activities"
3604418,92,"General information about the region you were in"
3604418,96,"Attractions / Activities"
3604798,76,"General information about the region you were in"
3604798,79,"Attractions / Activities"
3604830,97,"General information about the region you were in"
3604830,98,"Access to resources to assist you to plan"
3604830,101,"Directions"
3604433,95,"Information about Maori culture / cultural activities"
3604830,99,"Weather information"
3604830,100,"Maps"
3604832,84,"Maps"
3604798,78,"Information about amenities/services for the town you were in"
3606194,93,"Something else"
3604830,102,"Accommodation in the region you were in"
3604830,103,"Transport/ travel options around New Zealand"
3606219,90,"General information about the region you were in"
3606219,92,"Attractions / Activities"
3606219,91,"Maps"
3604449,95,"Weather information"
3604543,82,"Maps"
3606292,120,"Maps"
3606292,121,"Internet access"
3604433,96,"General information about a different region"
3604449,96,"Directions"
3604449,97,"General information about a different region"
3604449,100,"Suggested itineraries"
3604543,83,"Directions"
3606292,123,"General information about a different region"
3604449,99,"Attractions / Activities"
3604832,85,"Transport/ travel options around New Zealand"
3606292,119,"General information about the region you were in"
3604543,84,"Overview of NZ regions"
3606292,122,"Compare prices / find deals"
3604433,97,"Accommodation in the region you were in"
3604433,98,"Transport/ travel options around New Zealand"
3604433,99,"Event information"
3604449,98,"Information about amenities/services for the town you were in"
3606292,124,"Information about amenities/services for the town you were in"
3606292,125,"Accommodation in a different region"
3606312,105,"Information about amenities/services for the town you were in"
3604941,84,"General information about the region you were in"
3606312,106,"Attractions / Activities"
3604466,96,"General information about the region you were in"
3604941,85,"Weather information"
3606312,103,"Maps"
3606342,103,"Internet access"
3604466,97,"Weather information"
3604577,85,"Maps"
3604957,95,"Maps"
3606342,104,"Compare prices / find deals"
3604941,86,"General information about a different region"
3606342,105,"Flights within New Zealand"
3606312,104,"Directions"
3606312,107,"Suggested itineraries"
3606342,106,"Event information"
3604577,86,"Transport/ travel options around New Zealand"
3604957,96,"Accommodation in a different region"
3604577,84,"General information about the region you were in"
3604466,98,"Compare prices / find deals"
3604466,99,"Attractions / Activities"
3606342,107,"Attractions / Activities"
3604468,116,"General information about the region you were in"
3604468,119,"Attractions / Activities"
3604468,118,"Directions"
3606362,90,"Access to resources to assist you to plan"
3604550,88,"Access to resources to assist you to plan"
3604658,88,"Directions"
3606403,126,"Access to resources to assist you to plan"
3604468,117,"Maps"
3604966,89,"Weather information"
3604966,92,"Attractions / Activities"
3604966,90,"Maps"
3606362,91,"Maps"
3606362,89,"General information about the region you were in"
3606403,127,"Weather information"
3606403,124,"General information about the region you were in"
3606403,125,"Check/confirm existing travel plans"
3604550,87,"General information about the region you were in"
3606403,130,"Directions"
3604658,91,"Suggested itineraries"
3606403,131,"General information about a different region"
3604966,91,"Information about amenities/services for the town you were in"
3606362,92,"Event information"
3604658,89,"Accommodation in the region you were in"
3604658,90,"Transport/ travel options around New Zealand"
3606403,132,"Information about amenities/services for the town you were in"
3606403,133,"Accommodation in a different region"
3606403,136,"Suggested itineraries"
3604973,89,"Access to resources to assist you to plan"
3606403,128,"Maps"
3604973,90,"Weather information"
3604550,89,"Maps"
3604659,83,"Weather information"
3604973,91,"Directions"
3604659,87,"Suggested itineraries"
3604658,87,"General information about the region you were in"
3606403,129,"Compare prices / find deals"
3606403,135,"Attractions / Activities"
3604973,93,"Attractions / Activities"
3606419,109,"General information about the region you were in"
3606419,112,"Overview of NZ regions"
3604550,90,"Internet access"
3604980,77,"Weather information"
3606419,110,"Maps"
3604980,78,"Maps"
3604980,79,"To meet other travellers"
3606419,111,"Directions"
3604550,91,"Directions"
3604550,93,"Attractions / Activities"
3606403,134,"Transport/ travel options around New Zealand"
3604973,92,"Information about amenities/services for the town you were in"
3604659,84,"Accommodation in a different region"
3604659,85,"Transport/ travel options around New Zealand"
3604659,86,"Event information"
3604550,92,"Information about amenities/services for the town you were in"
3606419,113,"Event information"
3604980,80,"Internet access"
3604551,78,"Weather information"
3604551,79,"Maps"
3604982,95,"Weather information"
3604982,96,"Maps"
3604566,103,"Maps"
3604980,81,"Accommodation in the region you were in"
3604551,80,"Transport/ travel options around New Zealand"
3604566,102,"General information about the region you were in"
3606419,114,"Suggested itineraries"
3604758,83,"General information about the region you were in"
3604566,104,"Directions"
3604758,87,"Suggested itineraries"
3606469,126,"Directions"
3606469,127,"General information about a different region"
3606469,124,"General information about the region you were in"
3604758,84,"Compare prices / find deals"
3604758,85,"Overview of NZ regions"
3604758,86,"Attractions / Activities"
3606469,128,"Attractions / Activities"
3604566,105,"Attractions / Activities"
3604982,97,"Information about Maori culture / cultural activities"
3604760,81,"Information about Maori culture / cultural activities"
3606469,125,"Maps"
3604760,80,"Maps"
3604982,98,"Attractions / Activities"
3604760,79,"General information about the region you were in"
3604760,82,"Overview of NZ regions"
3604998,94,"General information about the region you were in"
3604760,86,"Attractions / Activities"
3604998,95,"Attractions / Activities"
3604584,80,"Attractions / Activities"
3606478,82,"Maps"
3604584,74,"Maps"
3604760,83,"Information about amenities/services for the town you were in"
3604760,84,"Accommodation in a different region"
3604584,73,"Access to resources to assist you to plan"
3604760,85,"Transport/ travel options around New Zealand"
3604584,75,"Information about Maori culture / cultural activities"
3604584,77,"Information about amenities/services for the town you were in"
3606485,79,"Weather information"
3604584,76,"General information about a different region"
3604584,78,"Accommodation in the region you were in"
3606485,80,"Maps"
3605000,79,"Maps"
3604762,79,"General information about the region you were in"
3604762,80,"Attractions / Activities"
3606485,83,"Attractions / Activities"
3604775,85,"General information about the region you were in"
3604762,81,"Suggested itineraries"
3605000,80,"Directions"
3605000,81,"General information about a different region"
3604584,79,"Accommodation in a different region"
3606485,81,"Transport/ travel options around New Zealand"
3606485,82,"Event information"
3605000,82,"Accommodation in the region you were in"
3605000,83,"Accommodation in a different region"
3605000,84,"Event information"
3604617,88,"Information about amenities/services for the town you were in"
3604775,87,"Transport/ travel options around New Zealand"
3604775,88,"Flights within New Zealand"
3604617,86,"Maps"
3604775,86,"Maps"
3606517,81,"Maps"
3604618,79,"Maps"
3604618,80,"Internet access"
3604777,93,"Accommodation in a different region"
3604617,89,"Attractions / Activities"
3604617,87,"Directions"
3604775,89,"Suggested itineraries"
3605000,86,"Suggested itineraries"
3606517,80,"Access to resources to assist you to plan"
3604618,78,"Access to resources to assist you to plan"
3604777,92,"Information about Maori culture / cultural activities"
3605000,85,"Attractions / Activities"
3605025,76,"Access to resources to assist you to plan"
3605025,79,"Information about Maori culture / cultural activities"
3604618,77,"General information about the region you were in"
3604777,91,"Check/confirm existing travel plans"
3604618,81,"Attractions / Activities"
3604777,94,"Attractions / Activities"
3605025,75,"General information about the region you were in"
3605025,80,"Compare prices / find deals"
3605025,81,"Directions"
3605025,83,"General information about a different region"
3604778,85,"Access to resources to assist you to plan"
3604778,86,"Directions"
3606521,125,"Access to resources to assist you to plan"
3604778,87,"General information about a different region"
3605025,82,"Overview of NZ regions"
3606521,130,"Attractions / Activities"
3605025,84,"See ratings by other travellers"
3605025,85,"Information about amenities/services for the town you were in"
3606521,128,"Information about amenities/services for the town you were in"
3604778,88,"Information about amenities/services for the town you were in"
3604778,89,"Event information"
3606521,129,"Event information"
3605025,86,"Transport/ travel options around New Zealand"
3605025,87,"Event information"
3606521,127,"Directions"
3605025,89,"Suggested itineraries"
3604636,81,"Information about amenities/services for the town you were in"
3604636,82,"Event information"
3605025,88,"Attractions / Activities"
3604636,83,"Attractions / Activities"
3606535,75,"General information about the region you were in"
3606535,76,"Access to resources to assist you to plan"
3605075,71,"General information about the region you were in"
3604794,84,"Overview of NZ regions"
3605025,77,"Weather information"
3605025,78,"Maps"
3606521,126,"Maps"
3604636,80,"Maps"
3604794,82,"Weather information"
3605075,73,"Overview of NZ regions"
3605089,77,"General information about the region you were in"
3605089,79,"Compare prices / find deals"
3604653,82,"General information about the region you were in"
3604794,85,"Accommodation in the region you were in"
3606542,79,"Check/confirm existing travel plans"
3604794,86,"Accommodation in a different region"
3604794,87,"Transport/ travel options around New Zealand"
3605089,80,"Information about amenities/services for the town you were in"
3606542,84,"Accommodation in the region you were in"
3605089,81,"Accommodation in the region you were in"
3606542,85,"Accommodation in a different region"
3604653,85,"Accommodation in a different region"
3604653,86,"Flights within New Zealand"
3606542,82,"Compare prices / find deals"
3604794,83,"Directions"
3606542,83,"General information about a different region"
3606542,86,"Attractions / Activities"
3606535,77,"Maps"
3605075,72,"Maps"
3604653,87,"Attractions / Activities"
3606542,87,"Suggested itineraries"
3605091,76,"General information about the region you were in"
3604795,92,"Attractions / Activities"
3604795,90,"Access to resources to assist you to plan"
3605089,78,"Maps"
3606542,80,"Weather information"
3605091,80,"Attractions / Activities"
3605091,79,"Accommodation in the region you were in"
3604669,75,"General information about the region you were in"
3604809,83,"Information about amenities/services for the town you were in"
3604669,77,"Accommodation in the region you were in"
3606542,81,"Maps"
3604653,83,"Maps"
3606546,91,"General information about the region you were in"
3604653,84,"Internet access"
3604669,78,"Attractions / Activities"
3605091,77,"Maps"
3604809,82,"Maps"
3604809,84,"Event information"
3604669,76,"Maps"
3605100,76,"Maps"
3604795,91,"Directions"
3605091,78,"Directions"
3605100,75,"General information about the region you were in"
3605100,79,"Event information"
3604669,79,"Suggested itineraries"
3606546,92,"Directions"
3605100,77,"Directions"
3606546,93,"Attractions / Activities"
3605100,78,"Overview of NZ regions"
3606551,107,"General information about the region you were in"
3605114,77,"General information about the region you were in"
3604812,85,"General information about the region you were in"
3605114,79,"Compare prices / find deals"
3605114,78,"Maps"
3606551,109,"Maps"
3604750,75,"Maps"
3604750,76,"Internet access"
3604812,86,"Directions"
3605114,80,"Directions"
3606551,108,"Access to resources to assist you to plan"
3605114,82,"Suggested itineraries"
3606551,110,"Directions"
3604750,77,"Directions"
3604750,74,"General information about the region you were in"
3604826,80,"General information about the region you were in"
3604826,82,"Overview of NZ regions"
3605114,81,"Transport/ travel options around New Zealand"
3604812,87,"Accommodation in the region you were in"
3606551,111,"Information about amenities/services for the town you were in"
3606551,112,"Accommodation in the region you were in"
3606551,113,"Accommodation in a different region"
3604750,78,"Accommodation in the region you were in"
3604826,83,"Information about amenities/services for the town you were in"
3605123,93,"General information about the region you were in"
3604826,81,"Maps"
3605123,94,"Maps"
3604752,82,"Maps"
3604859,78,"Weather information"
3604752,88,"Attractions / Activities"
3604859,80,"Attractions / Activities"
3606569,113,"General information about the region you were in"
3605123,95,"Directions"
3605123,96,"Suggested itineraries"
3604752,83,"Directions"
3604752,89,"Suggested itineraries"
3606569,115,"General information about a different region"
3604752,84,"See ratings by other travellers"
3604752,85,"Information about amenities/services for the town you were in"
3604752,86,"Accommodation in the region you were in"
3604752,87,"Event information"
3604859,79,"Accommodation in a different region"
3606569,116,"Information about amenities/services for the town you were in"
3606569,117,"Accommodation in the region you were in"
3606569,118,"Event information"
3605157,88,"General information about a different region"
3606571,87,"Suggested itineraries"
3606569,114,"Maps"
3605157,87,"Maps"
3606569,119,"Attractions / Activities"
3606571,86,"Attractions / Activities"
3604961,94,"General information about the region you were in"
3604961,95,"Check/confirm existing travel plans"
3605157,89,"Transport/ travel options around New Zealand"
3606571,84,"Information about amenities/services for the town you were in"
3606571,85,"Transport/ travel options around New Zealand"
3604961,96,"Maps"
3605209,74,"Maps"
3606576,92,"Weather information"
3604767,79,"Information about amenities/services for the town you were in"
3606576,93,"Maps"
3606576,94,"Internet access"
3606576,97,"Information about amenities/services for the town you were in"
3604767,77,"General information about the region you were in"
3606576,98,"Accommodation in the region you were in"
3606576,99,"Event information"
3605209,73,"General information about the region you were in"
3605209,77,"Attractions / Activities"
3606576,91,"Check/confirm existing travel plans"
3606576,96,"Overview of NZ regions"
3606576,100,"Attractions / Activities"
3604767,78,"Access to resources to assist you to plan"
3605214,129,"General information about the region you were in"
3605209,75,"Information about Maori culture / cultural activities"
3605209,76,"General information about a different region"
3604976,97,"Directions"
3606576,95,"Information about Maori culture / cultural activities"
3605214,132,"Attractions / Activities"
3605214,131,"Information about amenities/services for the town you were in"
3605214,133,"Suggested itineraries"
3604784,87,"Information about amenities/services for the town you were in"
3604784,86,"Directions"
3604784,89,"Suggested itineraries"
3604784,88,"Attractions / Activities"
3606585,79,"Access to resources to assist you to plan"
3606585,78,"Check/confirm existing travel plans"
3604978,84,"General information about the region you were in"
3604978,87,"Overview of NZ regions"
3604978,89,"Attractions / Activities"
3605214,130,"Maps"
3604978,85,"Maps"
3606585,80,"Internet access"
3604978,88,"Accommodation in a different region"
3606585,82,"Accommodation in a different region"
3606585,83,"Transport/ travel options around New Zealand"
3605216,85,"Information about amenities/services for the town you were in"
3604978,86,"Directions"
3605216,84,"Directions"
3606587,106,"Information about amenities/services for the town you were in"
3606587,107,"Accommodation in a different region"
3606587,108,"Transport/ travel options around New Zealand"
3604802,84,"Maps"
3605216,83,"Maps"
3606587,105,"Internet access"
3604802,83,"General information about the region you were in"
3606585,81,"Compare prices / find deals"
3604802,85,"Attractions / Activities"
3606585,84,"Attractions / Activities"
3605216,86,"Attractions / Activities"
3604993,73,"General information about the region you were in"
3605234,80,"General information about the region you were in"
3605234,82,"Directions"
3605234,86,"Suggested itineraries"
3605234,81,"Maps"
3604993,75,"Maps"
3604993,76,"Directions"
3604993,79,"Suggested itineraries"
3606644,110,"General information about a different region"
3605234,84,"Transport/ travel options around New Zealand"
3604993,77,"Information about amenities/services for the town you were in"
3604993,78,"Accommodation in a different region"
3605234,83,"Overview of NZ regions"
3604993,74,"Check/confirm existing travel plans"
3605234,85,"Attractions / Activities"
3606644,107,"General information about the region you were in"
3606644,108,"Check/confirm existing travel plans"
3606644,109,"Maps"
3605241,92,"Maps"
3606644,111,"Attractions / Activities"
3604820,86,"Access to resources to assist you to plan"
3605241,95,"Transport/ travel options around New Zealand"
3605241,91,"General information about the region you were in"
3605241,93,"Internet access"
3604820,85,"General information about the region you were in"
3605241,94,"Directions"
3604996,81,"Access to resources to assist you to plan"
3604996,86,"Accommodation in the region you were in"
3604820,88,"Attractions / Activities"
3606653,101,"Attractions / Activities"
3606662,109,"General information about the region you were in"
3606662,112,"Attractions / Activities"
3605264,85,"General information about the region you were in"
3605264,88,"Overview of NZ regions"
3604820,87,"Maps"
3604996,82,"Weather information"
3604934,79,"General information about the region you were in"
3604996,83,"Maps"
3604996,84,"Internet access"
3605264,86,"Weather information"
3605264,87,"Maps"
3604934,80,"Maps"
3604996,85,"General information about a different region"
3604996,87,"Transport/ travel options around New Zealand"
3605076,91,"General information about the region you were in"
3606662,110,"Directions"
3606662,113,"Suggested itineraries"
3605264,89,"General information about a different region"
3604934,81,"Information about Maori culture / cultural activities"
3605241,96,"Event information"
3606660,98,"Something else"
3606662,111,"Event information"
3605264,90,"Accommodation in the region you were in"
3605264,91,"Accommodation in a different region"
3606694,82,"Access to resources to assist you to plan"
3604934,82,"Information about amenities/services for the town you were in"
3604934,83,"Accommodation in a different region"
3604934,84,"Transport/ travel options around New Zealand"
3604934,86,"Attractions / Activities"
3604934,85,"Event information"
3605264,92,"Transport/ travel options around New Zealand"
3605076,93,"Overview of NZ regions"
3605076,94,"Information about amenities/services for the town you were in"
3605076,95,"Attractions / Activities"
3606694,84,"Overview of NZ regions"
3604952,91,"General information about the region you were in"
3604952,94,"Compare prices / find deals"
3605264,93,"Attractions / Activities"
3605078,85,"General information about the region you were in"
3605076,92,"Maps"
3604952,92,"Weather information"
3604952,93,"Maps"
3605078,87,"Maps"
3606694,85,"Transport/ travel options around New Zealand"
3606694,86,"Event information"
3604952,95,"Accommodation in the region you were in"
3606694,83,"Directions"
3606694,87,"Suggested itineraries"
3605078,86,"Access to resources to assist you to plan"
3605078,88,"Accommodation in a different region"
3606701,102,"General information about a different region"
3604952,96,"Transport/ travel options around New Zealand"
3606701,105,"Suggested itineraries"
3606701,103,"Information about amenities/services for the town you were in"
3605078,89,"Attractions / Activities"
3604952,97,"Attractions / Activities"
3606701,101,"General information about the region you were in"
3606701,104,"Attractions / Activities"
3605316,91,"Check/confirm existing travel plans"
3605316,93,"Directions"
3605316,97,"Suggested itineraries"
3605094,92,"Directions"
3605094,94,"General information about a different region"
3605316,92,"Maps"
3605094,91,"Maps"
3606755,73,"Maps"
3605398,106,"Maps"
3605316,94,"Accommodation in a different region"
3605316,95,"Transport/ travel options around New Zealand"
3605316,96,"Flights within New Zealand"
3604969,89,"Accommodation in a different region"
3605094,90,"General information about the region you were in"
3605094,93,"Overview of NZ regions"
3606755,74,"Attractions / Activities"
3604969,86,"General information about the region you were in"
3605398,107,"Attractions / Activities"
3604969,88,"Overview of NZ regions"
3604969,90,"Attractions / Activities"
3605409,89,"Check/confirm existing travel plans"
3604971,89,"General information about the region you were in"
3604971,91,"Accommodation in a different region"
3604971,93,"Attractions / Activities"
3604971,92,"Transport/ travel options around New Zealand"
3606776,149,"General information about the region you were in"
3605109,84,"General information about the region you were in"
3604969,87,"Directions"
3604971,94,"Suggested itineraries"
3606776,152,"Information about Maori culture / cultural activities"
3606776,154,"Directions"
3606776,156,"General information about a different region"
3606776,161,"Suggested itineraries"
3605409,90,"Maps"
3604971,90,"Maps"
3605409,91,"Internet access"
3606776,153,"Compare prices / find deals"
3606776,150,"Weather information"
3606776,155,"Overview of NZ regions"
3605109,86,"Compare prices / find deals"
3606776,151,"Maps"
3605109,85,"Maps"
3605109,88,"Attractions / Activities"
3606776,160,"Attractions / Activities"
3605109,87,"Accommodation in the region you were in"
3605409,92,"Compare prices / find deals"
3604985,83,"General information about the region you were in"
3606776,157,"Information about amenities/services for the town you were in"
3606776,158,"Transport/ travel options around New Zealand"
3606776,159,"Flights within New Zealand"
3605409,93,"Accommodation in a different region"
3605409,94,"Transport/ travel options around New Zealand"
3604986,85,"Maps"
3605113,101,"Maps"
3604986,82,"General information about the region you were in"
3604985,84,"Transport/ travel options around New Zealand"
3604986,84,"Access to resources to assist you to plan"
3604986,86,"See ratings by other travellers"
3605113,102,"General information about a different region"
3605113,103,"Event information"
3604986,83,"Check/confirm existing travel plans"
3606785,108,"Directions"
3606785,111,"Suggested itineraries"
3604986,87,"Accommodation in the region you were in"
3605113,100,"General information about the region you were in"
3606785,109,"Information about amenities/services for the town you were in"
3605418,91,"General information about the region you were in"
3606785,106,"General information about the region you were in"
3606785,110,"Event information"
3604986,88,"Attractions / Activities"
3605418,92,"Access to resources to assist you to plan"
3606785,107,"Maps"
3605418,93,"Maps"
3605418,95,"Compare prices / find deals"
3605418,94,"Internet access"
3605418,98,"Attractions / Activities"
3605418,97,"Information about amenities/services for the town you were in"
3605126,96,"General information about the region you were in"
3605126,97,"Maps"
3604987,85,"Maps"
3604987,84,"General information about the region you were in"
3606787,74,"General information about the region you were in"
3605126,98,"Overview of NZ regions"
3605418,96,"Directions"
3604987,86,"Information about Maori culture / cultural activities"
3606787,76,"Overview of NZ regions"
3606787,78,"Attractions / Activities"
3606787,77,"General information about a different region"
3605126,100,"Attractions / Activities"
3605423,92,"General information about the region you were in"
3606787,75,"Internet access"
3605423,93,"Maps"
3605127,102,"Internet access"
3606794,112,"Weather information"
3606794,113,"Internet access"
3605127,104,"General information about a different region"
3606794,114,"Information about Maori culture / cultural activities"
3606794,115,"Directions"
3605127,108,"Suggested itineraries"
3605002,107,"General information about a different region"
3605126,99,"Information about amenities/services for the town you were in"
3604987,87,"Accommodation in the region you were in"
3604987,88,"Accommodation in a different region"
3605127,105,"Accommodation in the region you were in"
3605127,106,"Accommodation in a different region"
3606794,116,"Information about amenities/services for the town you were in"
3605002,108,"Information about amenities/services for the town you were in"
3605002,109,"Transport/ travel options around New Zealand"
3605423,94,"Accommodation in the region you were in"
3606796,105,"Information about amenities/services for the town you were in"
3605002,110,"Suggested itineraries"
3605002,106,"Maps"
3606796,103,"Maps"
3605127,101,"General information about the region you were in"
3605127,103,"Overview of NZ regions"
3605127,107,"Attractions / Activities"
3606794,117,"Attractions / Activities"
3606796,106,"Attractions / Activities"
3605432,79,"General information about the region you were in"
3605432,81,"Attractions / Activities"
3605004,91,"General information about the region you were in"
3606796,104,"Directions"
3606830,79,"Access to resources to assist you to plan"
3606830,82,"Information about Maori culture / cultural activities"
3605432,80,"Maps"
3605004,92,"Weather information"
3606830,80,"Weather information"
3605146,83,"Something else"
3605004,93,"Compare prices / find deals"
3605004,94,"Accommodation in the region you were in"
3605178,104,"Information about amenities/services for the town you were in"
3605484,84,"Something else"
3606830,78,"General information about the region you were in"
3606830,85,"Accommodation in a different region"
3605178,103,"General information about the region you were in"
3606830,81,"Maps"
3605491,65,"Maps"
3605068,100,"Event information"
3605491,66,"Directions"
3605068,99,"Directions"
3605069,76,"General information about a different region"
