"SurveyResponseID","AnswerNumber","HobbitExpType"
3577898,135,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3577902,109,"The scenery"
3577902,110,"Wanted to see if the scenery was like it was in the film"
3577902,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3577902,112,"Wanted to see where the film was made"
3577902,113,"I wanted to visit Hobbiton"
3577911,96,"Not sure"
3577916,108,"The scenery"
3577916,109,"Wanted to see where the film was made"
3577916,110,"I wanted to visit Hobbiton"
3577926,119,"The scenery"
3577926,120,"Wanted to see if the scenery was like it was in the film"
3577926,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3577926,122,"Wanted to see where the film was made"
3577926,123,"I wanted to visit Hobbiton"
3577951,137,"The scenery"
3577951,138,"Wanted to see if the scenery was like it was in the film"
3577951,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3577958,170,"The scenery"
3577958,171,"Wanted to see if the scenery was like it was in the film"
3577958,172,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3577958,173,"Wanted to see where the film was made"
3577958,174,"I wanted to visit Hobbiton"
3577958,175,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3577964,110,"The scenery"
3577964,111,"Wanted to see if the scenery was like it was in the film"
3577964,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3577964,113,"Wanted to see where the film was made"
3577964,114,"I wanted to visit Hobbiton"
3577964,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3577986,88,"The scenery"
3577986,89,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3577986,90,"Wanted to see where the film was made"
3577986,91,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578008,116,"The scenery"
3578008,117,"Wanted to see if the scenery was like it was in the film"
3578008,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578015,197,"The scenery"
3578015,198,"Wanted to see if the scenery was like it was in the film"
3578015,199,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578044,102,"The scenery"
3578046,123,"Wanted to see if the scenery was like it was in the film"
3578046,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578046,125,"Wanted to see where the film was made"
3578046,126,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578062,143,"The scenery"
3578062,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578062,145,"I wanted to visit Hobbiton"
3578067,104,"The scenery"
3578067,105,"Wanted to see if the scenery was like it was in the film"
3578067,106,"I wanted to visit Hobbiton"
3578096,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578117,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578146,122,"The scenery"
3578146,123,"Wanted to see if the scenery was like it was in the film"
3578146,124,"Wanted to see where the film was made"
3578153,92,"Wanted to see if the scenery was like it was in the film"
3578153,93,"Wanted to see where the film was made"
3578156,93,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578162,108,"The scenery"
3578162,109,"Wanted to see if the scenery was like it was in the film"
3578162,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578162,111,"Wanted to see where the film was made"
3578162,112,"I wanted to visit Hobbiton"
3578174,112,"The scenery"
3578174,113,"Wanted to see if the scenery was like it was in the film"
3578174,114,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578192,115,"The scenery"
3578192,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578192,117,"Wanted to see where the film was made"
3578220,116,"The scenery"
3578220,117,"Wanted to see if the scenery was like it was in the film"
3578234,109,"Wanted to see if the scenery was like it was in the film"
3578234,110,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578253,142,"Wanted to see if the scenery was like it was in the film"
3578253,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578262,138,"Wanted to see if the scenery was like it was in the film"
3578262,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578269,99,"The scenery"
3578269,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578269,101,"Wanted to see where the film was made"
3578269,102,"I wanted to visit Hobbiton"
3578297,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578297,116,"I wanted to visit Hobbiton"
3578300,105,"The scenery"
3578300,106,"Wanted to see if the scenery was like it was in the film"
3578300,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578300,108,"Wanted to see where the film was made"
3578300,109,"I wanted to visit Hobbiton"
3578300,110,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578304,109,"Wanted to see where the film was made"
3578304,110,"I wanted to visit Hobbiton"
3578318,143,"The scenery"
3578318,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578318,145,"I wanted to visit Hobbiton"
3578337,97,"The scenery"
3578350,132,"The scenery"
3578350,133,"Wanted to see if the scenery was like it was in the film"
3578350,134,"Wanted to see where the film was made"
3578350,135,"I wanted to visit Hobbiton"
3578350,136,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578404,90,"The scenery"
3578411,97,"The scenery"
3578411,98,"Wanted to see if the scenery was like it was in the film"
3578411,99,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578414,128,"The scenery"
3578414,129,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578414,130,"Wanted to see where the film was made"
3578414,131,"I wanted to visit Hobbiton"
3578420,111,"The scenery"
3578420,112,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578436,142,"The scenery"
3578472,115,"The scenery"
3578472,116,"Wanted to see if the scenery was like it was in the film"
3578472,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578472,118,"Wanted to see where the film was made"
3578472,119,"I wanted to visit Hobbiton"
3578472,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578481,109,"The scenery"
3578481,110,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578497,113,"The scenery"
3578497,114,"Wanted to see if the scenery was like it was in the film"
3578497,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578523,136,"The scenery"
3578523,137,"Wanted to see if the scenery was like it was in the film"
3578523,138,"Wanted to see where the film was made"
3578523,139,"I wanted to visit Hobbiton"
3578523,140,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578530,123,"The scenery"
3578530,124,"Wanted to see if the scenery was like it was in the film"
3578530,125,"I wanted to visit Hobbiton"
3578539,108,"The scenery"
3578539,109,"Wanted to see if the scenery was like it was in the film"
3578539,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578539,111,"Wanted to see where the film was made"
3578539,112,"I wanted to visit Hobbiton"
3578540,110,"The scenery"
3578540,111,"Wanted to see if the scenery was like it was in the film"
3578540,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578540,113,"Wanted to see where the film was made"
3578540,114,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578562,164,"The scenery"
3578562,165,"Wanted to see if the scenery was like it was in the film"
3578562,166,"I wanted to visit Hobbiton"
3578578,133,"Wanted to see if the scenery was like it was in the film"
3578583,104,"Wanted to see if the scenery was like it was in the film"
3578583,105,"Wanted to see where the film was made"
3578592,153,"The scenery"
3578592,154,"Wanted to see if the scenery was like it was in the film"
3578592,155,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578592,156,"Wanted to see where the film was made"
3578592,157,"I wanted to visit Hobbiton"
3578592,158,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578613,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578631,143,"The scenery"
3578631,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578631,145,"I wanted to visit Hobbiton"
3578631,146,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578667,116,"The scenery"
3578667,117,"Wanted to see if the scenery was like it was in the film"
3578667,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578667,119,"I wanted to visit Hobbiton"
3578667,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3578734,107,"Wanted to see if the scenery was like it was in the film"
3578752,114,"The scenery"
3578752,115,"Wanted to see if the scenery was like it was in the film"
3578752,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3578937,103,"The scenery"
3578937,104,"Wanted to see where the film was made"
3578959,118,"The scenery"
3578959,119,"Wanted to see where the film was made"
3578959,120,"I wanted to visit Hobbiton"
3579009,95,"The scenery"
3579114,106,"Wanted to see if the scenery was like it was in the film"
3579114,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579238,114,"The scenery"
3579238,115,"Wanted to see if the scenery was like it was in the film"
3579645,124,"The scenery"
3579652,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579652,99,"I wanted to visit Hobbiton"
3579654,115,"The scenery"
3579654,116,"Wanted to see if the scenery was like it was in the film"
3579654,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579654,118,"Wanted to see where the film was made"
3579654,119,"I wanted to visit Hobbiton"
3579654,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579676,108,"The scenery"
3579676,109,"I wanted to visit Hobbiton"
3579684,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579692,121,"The scenery"
3579692,122,"Wanted to see if the scenery was like it was in the film"
3579692,123,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579700,109,"The scenery"
3579700,110,"Wanted to see where the film was made"
3579702,143,"The scenery"
3579702,144,"Wanted to see if the scenery was like it was in the film"
3579702,145,"I wanted to visit Hobbiton"
3579728,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579728,108,"Wanted to see where the film was made"
3579728,109,"I wanted to visit Hobbiton"
3579732,122,"The scenery"
3579732,123,"Wanted to see if the scenery was like it was in the film"
3579732,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579732,125,"Wanted to see where the film was made"
3579732,126,"I wanted to visit Hobbiton"
3579762,119,"The scenery"
3579763,111,"The scenery"
3579763,112,"Wanted to see if the scenery was like it was in the film"
3579763,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579763,114,"Wanted to see where the film was made"
3579763,115,"I wanted to visit Hobbiton"
3579763,116,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579768,137,"Wanted to see where the film was made"
3579768,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579773,102,"I wanted to visit Hobbiton"
3579792,135,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579792,136,"Wanted to see where the film was made"
3579792,137,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579808,109,"The scenery"
3579808,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579808,111,"I wanted to visit Hobbiton"
3579816,143,"The scenery"
3579816,144,"Wanted to see if the scenery was like it was in the film"
3579816,145,"Wanted to see where the film was made"
3579816,146,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579829,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579829,140,"Wanted to see where the film was made"
3579829,141,"I wanted to visit Hobbiton"
3579846,129,"The scenery"
3579846,130,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579848,136,"The scenery"
3579848,137,"Wanted to see where the film was made"
3579848,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579873,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579879,114,"The scenery"
3579879,115,"Wanted to see if the scenery was like it was in the film"
3579879,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579879,117,"Wanted to see where the film was made"
3579879,118,"I wanted to visit Hobbiton"
3579879,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579880,106,"The scenery"
3579880,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3579880,108,"I wanted to visit Hobbiton"
3579890,115,"I wanted to visit Hobbiton"
3579914,127,"The scenery"
3579914,128,"I wanted to visit Hobbiton"
3579914,129,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3579922,148,"The scenery"
3579922,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
