"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3605001,107,"NZ environment","More effort to preserve natural environment requir"
3604441,99,"Maori activities experienced","Good staff"
3605001,105,"Maori activities experienced","Entertaining"
3604441,100,"Maori activities experienced","Well organised"
3605002,124,"Accommodation","Poor/old facilities"
3605002,127,"Maori activities experienced","Entertaining"
3604987,108,"i-Sites","Not a lot of choices available"
3605002,126,"Maori activities experienced","Informative"
3603418,100,"Accommodation","Poor/old facilities"
3603418,101,"Accommodation","No free internet"
3602978,89,"Activities experienced","Did not live up to expectations"
3605002,125,"Maori activities experienced","Learnt about a new culture"
3603418,102,"Accommodation","Another reason"
3605004,109,"Maori activities experienced","Learnt about a new culture"
3603418,107,"Maori activities experienced","Learnt about a new culture"
3605004,111,"NZ environment","No reason"
3603418,104,"Commercial transport","Poor customer service"
3602978,92,"Customer service","Another reason"
3603418,105,"Commercial transport","Inconvenient public transportation"
3602978,90,"Maori activities experienced","Informative"
3604442,114,"Food & beverage outlets","Poor food quality"
3602978,93,"i-Sites","Pushed certain activities"
3604442,113,"Food & beverage outlets","Too expensive"
3605004,110,"Maori activities experienced","Good staff"
3602978,88,"Accommodation","No reason"
3603418,103,"Commercial transport","Expensive"
3603418,106,"Commercial transport","Another reason"
3602978,91,"Maori activities experienced","Good staff"
3604442,115,"Food & beverage outlets","Alcohol too expensive"
3604442,116,"Maori activities experienced","Good quality/standard"
3604443,90,"Maori activities experienced","Learnt about a new culture"
3604443,93,"Maori activities experienced","Well organised"
3604443,89,"Food & beverage outlets","No reason"
3604443,92,"Maori activities experienced","Did not live up to expectations"
3604443,91,"Maori activities experienced","Informative"
3603418,109,"Maori activities experienced","Good staff"
3604444,114,"Food & beverage outlets","Poor service"
3603445,97,"Accommodation","Another reason"
3603418,110,"Maori activities experienced","Well organised"
3604444,115,"Maori activities experienced","Good quality/standard"
3603418,108,"Maori activities experienced","Entertaining"
3603445,98,"Maori activities experienced","Another reason"
3604458,101,"Maori activities experienced","Learnt about a new culture"
3604458,102,"Maori activities experienced","Entertaining"
3603454,90,"Accommodation","No free internet"
3603454,92,"Food & beverage outlets","Too expensive"
3603454,91,"Accommodation","Another reason"
3603454,95,"Maori activities experienced","Learnt about a new culture"
3603454,94,"Food & beverage outlets","Poor food quality"
3603454,93,"Food & beverage outlets","Limited choices"
3603454,96,"Maori activities experienced","Informative"
3603454,98,"Customer service","Another reason"
3603454,97,"Maori activities experienced","Entertaining"
3603504,99,"Activities experienced","Have to cancel the activity due to weather/road  c"
3603504,102,"Maori activities experienced","Entertaining"
3604458,103,"Maori activities experienced","Good staff"
3603504,100,"Maori activities experienced","Learnt about a new culture"
3603504,103,"Maori activities experienced","Good staff"
3603504,101,"Maori activities experienced","Informative"
3603504,104,"Maori activities experienced","Well organised"
3602999,94,"Activities experienced","No reason"
3603008,99,"Activities experienced","Too expensive"
3605068,116,"Food & beverage outlets","Poor food quality"
3602999,96,"Maori activities experienced","Good quality/standard"
3605068,115,"Food & beverage outlets","Limited choices"
3605068,117,"Maori activities experienced","No reason"
3605069,94,"Maori activities experienced","Learnt about a new culture"
3602999,95,"Maori activities experienced","Learnt about a new culture"
3602999,93,"Commercial transport","Another reason"
3605069,93,"Commercial transport","Inconvenient public transportation"
3603008,101,"Maori activities experienced","Informative"
3603008,100,"Maori activities experienced","Learnt about a new culture"
3603008,102,"Maori activities experienced","Well organised"
3604460,109,"Maori activities experienced","Informative"
3604460,112,"Sense of safety","Felt unsafe"
3604458,104,"Maori activities experienced","Well organised"
3603028,98,"Activities experienced","Poor service"
3603028,99,"Activities experienced","Not very exciting/boring"
3604460,110,"Maori activities experienced","Entertaining"
3604458,105,"i-Sites","No reason"
3603035,96,"Maori activities experienced","Learnt about a new culture"
3604460,111,"Maori activities experienced","Well organised"
3603028,100,"Maori activities experienced","Entertaining"
3603028,101,"Maori activities experienced","Good staff"
3605069,95,"Maori activities experienced","Informative"
3604461,96,"Maori activities experienced","Entertaining"
3605069,96,"Maori activities experienced","Entertaining"
3604461,94,"Food & beverage outlets","Alcohol too expensive"
3604461,99,"Customer service","Slow"
3604461,100,"Customer service","Another reason"
3604461,98,"Customer service","Staff seemed rushed"
3604460,113,"Sense of safety","No safety barriers"
3605069,97,"Maori activities experienced","Good quality/standard"
3604461,95,"Maori activities experienced","Informative"
3604474,120,"Commercial transport","Poor customer service"
3603504,105,"i-Sites","Too busy/long queues"
3604474,118,"Food & beverage outlets","Too expensive"
3603035,97,"Maori activities experienced","Informative"
3604474,121,"Maori activities experienced","Learnt about a new culture"
3604474,119,"Food & beverage outlets","Limited choices"
3604474,123,"Maori activities experienced","Good quality/standard"
3603058,87,"Food & beverage outlets","Too expensive"
3604474,124,"Maori activities experienced","Good staff"
3603058,88,"Food & beverage outlets","Alcohol too expensive"
3603527,111,"Maori activities experienced","Learnt about a new culture"
3603527,114,"Maori activities experienced","Well organised"
3604475,106,"Maori activities experienced","Learnt about a new culture"
3603527,112,"Maori activities experienced","Good quality/standard"
3603527,110,"Accommodation","Poor standard of cleanliness/dirty"
3603527,113,"Maori activities experienced","Good staff"
3603559,99,"Food & beverage outlets","Poor food quality"
3603559,102,"Customer service","Staff didn't care"
3603559,98,"Food & beverage outlets","Not as good as you get overseas"
3603069,105,"Maori activities experienced","Informative"
3603559,101,"Maori activities experienced","Entertaining"
3603561,94,"Food & beverage outlets","Not as good as you get overseas"
3604475,108,"Maori activities experienced","Entertaining"
3603076,110,"Food & beverage outlets","Limited choices"
3603069,106,"Maori activities experienced","Good staff"
3604475,109,"Maori activities experienced","Good quality/standard"
3604476,120,"Maori activities experienced","Informative"
3604461,97,"Maori activities experienced","Good staff"
3603035,98,"Maori activities experienced","Entertaining"
3604474,122,"Maori activities experienced","Entertaining"
3604474,125,"i-Sites","No reason"
3604475,107,"Maori activities experienced","Informative"
3603069,104,"Maori activities experienced","Learnt about a new culture"
3603559,100,"Activities experienced","Not very exciting/boring"
3603561,93,"Food & beverage outlets","Poor service"
3603076,111,"Food & beverage outlets","Not as good as you get overseas"
3603561,97,"Maori activities experienced","Good quality/standard"
3603561,100,"Customer service","No reason"
3603092,107,"Maori activities experienced","Entertaining"
3604476,121,"Maori activities experienced","Entertaining"
3603561,96,"Maori activities experienced","Learnt about a new culture"
3603092,108,"Maori activities experienced","Good quality/standard"
3603092,110,"Maori activities experienced","Well organised"
3604476,124,"i-Sites","Another reason"
3603126,97,"Food & beverage outlets","Too expensive"
3603092,111,"Maori activities experienced","Another indifferent or poor aspect"
3603126,98,"Food & beverage outlets","Limited choices"
3604476,122,"Maori activities experienced","Poor quality/standard"
3603561,99,"Maori activities experienced","Well organised"
3603092,109,"Maori activities experienced","Good staff"
3603126,99,"Food & beverage outlets","Poor food quality"
3603126,101,"Commercial transport","Another reason"
3604476,123,"i-Sites","Shut too early/short opening hours"
3603561,95,"Food & beverage outlets","Supermarkets lack of variety"
3603561,98,"Maori activities experienced","Good staff"
3603561,101,"i-Sites","No reason"
3603570,99,"Activities experienced","Another reason"
3603092,106,"Maori activities experienced","Learnt about a new culture"
3603126,100,"Commercial transport","Poor customer service"
3603570,95,"Accommodation","Noisy"
3603570,98,"Food & beverage outlets","Supermarkets lack of variety"
3603126,102,"Maori activities experienced","Learnt about a new culture"
3603570,94,"Accommodation","Generally poor standard"
3603570,96,"Food & beverage outlets","Too expensive"
3603570,97,"Food & beverage outlets","Poor food quality"
3603126,104,"Maori activities experienced","Good staff"
3603570,101,"Maori activities experienced","Entertaining"
3603570,100,"Maori activities experienced","Learnt about a new culture"
3603126,103,"Maori activities experienced","Entertaining"
3604541,84,"Maori activities experienced","Entertaining"
3604541,85,"Maori activities experienced","Good staff"
3604542,88,"Food & beverage outlets","Supermarkets lack of variety"
3604542,91,"Maori activities experienced","Good staff"
3604542,87,"Food & beverage outlets","Poor food quality"
3604542,90,"Maori activities experienced","Learnt about a new culture"
3604542,86,"Food & beverage outlets","Limited choices"
3604542,89,"Commercial transport","Another reason"
3604542,85,"Food & beverage outlets","Too expensive"
3603135,107,"Maori activities experienced","Entertaining"
3603570,103,"Maori activities experienced","Good staff"
3603570,102,"Maori activities experienced","Good quality/standard"
3603135,105,"Maori activities experienced","Learnt about a new culture"
3603135,108,"Maori activities experienced","Good quality/standard"
3604543,101,"Food & beverage outlets","Poor service"
3603135,110,"Customer service","Staff not knowledgeable"
3604543,103,"Food & beverage outlets","Supermarkets lack of variety"
3603135,104,"Food & beverage outlets","Too expensive"
3604543,100,"Food & beverage outlets","Too expensive"
3603570,104,"Customer service","No reason"
3603135,106,"Maori activities experienced","Informative"
3603135,109,"Maori activities experienced","Well organised"
3604543,102,"Food & beverage outlets","Limited choices"
3603144,103,"Customer service","Staff seemed rushed"
3604543,104,"Maori activities experienced","Learnt about a new culture"
3603144,102,"Maori activities experienced","Informative"
3604543,106,"Maori activities experienced","Entertaining"
3604543,109,"Customer service","Staff not friendly"
3604544,93,"Sense of safety","Another reason"
3604543,105,"Maori activities experienced","Informative"
3604543,108,"Maori activities experienced","Well organised"
3603144,101,"Maori activities experienced","Learnt about a new culture"
3604543,107,"Maori activities experienced","Good staff"
3604544,91,"Maori activities experienced","Did not live up to expectations"
3603169,115,"Maori activities experienced","Learnt about a new culture"
3604558,89,"Accommodation","No free internet"
3603176,123,"Accommodation","Poor standard of cleanliness/dirty"
3603176,126,"Maori activities experienced","Informative"
3604558,88,"Accommodation","Poor/old facilities"
3603176,122,"Accommodation","Poor customer service"
3604543,110,"i-Sites","Lack of knowledge on free attractions"
3604544,92,"Maori activities experienced","Well organised"
3603176,124,"Accommodation","No free internet"
3603176,127,"Maori activities experienced","Entertaining"
3603176,130,"Customer service","Another reason"
3604558,91,"Maori activities experienced","Informative"
3603176,129,"Customer service","Staff didn't care"
3604544,90,"Maori activities experienced","Entertaining"
3603176,125,"Accommodation","Poor value for money"
3604558,90,"Activities experienced","No reason"
3603176,131,"Sense of safety","Felt unsafe"
3604558,92,"Maori activities experienced","Entertaining"
3603176,128,"Maori activities experienced","Good staff"
3604558,95,"NZ environment","Dull cities"
3604558,94,"Maori activities experienced","Another indifferent or poor aspect"
3604558,93,"Maori activities experienced","Well organised"
3604560,86,"Accommodation","Poor/old facilities"
3604560,87,"Accommodation","Noisy"
3604561,95,"Maori activities experienced","Learnt about a new culture"
3604560,90,"Maori activities experienced","Well organised"
3604561,93,"Food & beverage outlets","Poor food quality"
3604561,96,"Maori activities experienced","Entertaining"
3604560,89,"Maori activities experienced","Entertaining"
3604561,97,"Customer service","No reason"
3604561,94,"Commercial transport","No reason"
3604560,88,"Food & beverage outlets","Not as good as you get overseas"
3603192,126,"Maori activities experienced","Informative"
3604575,98,"Maori activities experienced","Good staff"
3603201,102,"Food & beverage outlets","Too expensive"
3604575,96,"Accommodation","No reason"
3604575,99,"Maori activities experienced","Well organised"
3604576,104,"Food & beverage outlets","Alcohol too expensive"
3603201,103,"Food & beverage outlets","Another reason"
3603192,125,"Maori activities experienced","Learnt about a new culture"
3604575,97,"Maori activities experienced","Informative"
3603577,80,"Accommodation","Poor/old facilities"
3603192,127,"Maori activities experienced","Poor quality/standard"
3604576,105,"Maori activities experienced","Learnt about a new culture"
3603595,103,"Activities experienced","Another reason"
3603595,102,"Commercial transport","Inconvenient public transportation"
3603212,95,"Commercial transport","Another reason"
3603212,94,"Commercial transport","Inconvenient public transportation"
3603577,82,"Accommodation","No air-conditioning/heating inadequate"
3603208,93,"Maori activities experienced","Learnt about a new culture"
3603577,81,"Accommodation","Generally poor standard"
3603208,94,"Maori activities experienced","Good quality/standard"
3603212,97,"Maori activities experienced","Good staff"
3604576,109,"Sense of safety","No safety barriers"
3604576,108,"Maori activities experienced","Good quality/standard"
3604576,106,"Maori activities experienced","Informative"
3604576,111,"Sense of safety","Another reason"
3604577,101,"Maori activities experienced","Learnt about a new culture"
3605071,107,"Maori activities experienced","No reason"
3603618,86,"Maori activities experienced","Informative"
3604577,104,"Sense of safety","Felt unsafe"
3603212,96,"Maori activities experienced","Entertaining"
3604576,107,"Maori activities experienced","Entertaining"
3604576,110,"Sense of safety","Crime/graffiti"
3603208,95,"Maori activities experienced","Good staff"
3605084,94,"Commercial transport","Poor customer service"
3605084,95,"Activities experienced","Too expensive"
3604577,103,"Maori activities experienced","Good staff"
3605071,110,"NZ environment","No reason"
3604577,102,"Maori activities experienced","Entertaining"
3605084,93,"Food & beverage outlets","No reason"
3603226,84,"Customer service","Staff didn't care"
3603226,85,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3604578,96,"Commercial transport","Inconvenient public transportation"
3604578,99,"Maori activities experienced","Good staff"
3604625,95,"Commercial transport","Another reason"
3605071,109,"i-Sites","Too busy/long queues"
3604578,98,"Maori activities experienced","Entertaining"
3604578,97,"Maori activities experienced","Learnt about a new culture"
3604578,100,"Maori activities experienced","Well organised"
3603228,99,"Commercial transport","Expensive"
3605071,108,"i-Sites","Poor customer service"
3604578,95,"Food & beverage outlets","No reason"
3603228,98,"Accommodation","Too expensive"
3604625,96,"Maori activities experienced","Learnt about a new culture"
3604625,99,"Maori activities experienced","Another indifferent or poor aspect"
3604625,97,"Maori activities experienced","Informative"
3604625,98,"Maori activities experienced","Good staff"
3603228,100,"Maori activities experienced","Learnt about a new culture"
3603228,101,"Maori activities experienced","Entertaining"
3603228,103,"Maori activities experienced","Well organised"
3603237,95,"Accommodation","No free internet"
3603228,102,"Maori activities experienced","Good staff"
3603228,104,"i-Sites","Hard to find"
3603618,87,"Maori activities experienced","Entertaining"
3603237,100,"Customer service","Staff not friendly"
3603627,85,"Accommodation","No free internet"
3603636,111,"Activities experienced","Too expensive"
3603636,110,"Commercial transport","No reason"
3603636,112,"Maori activities experienced","Learnt about a new culture"
3603237,96,"Accommodation","Poor value for money"
3603237,99,"Maori activities experienced","Well organised"
3603237,97,"Food & beverage outlets","Not as good as you get overseas"
3603237,98,"Maori activities experienced","Learnt about a new culture"
3603636,109,"Food & beverage outlets","No reason"
3603251,88,"Activities experienced","No reason"
3603251,92,"Customer service","No reason"
3603251,86,"Food & beverage outlets","Too expensive"
3603251,89,"Maori activities experienced","Learnt about a new culture"
3603251,91,"Maori activities experienced","Entertaining"
3604627,87,"Maori activities experienced","Learnt about a new culture"
3604627,88,"Maori activities experienced","Entertaining"
3604628,88,"Maori activities experienced","Entertaining"
3604628,90,"Maori activities experienced","Good staff"
3603258,86,"Food & beverage outlets","Too expensive"
3603251,87,"Food & beverage outlets","Poor service"
3604628,89,"Maori activities experienced","Good quality/standard"
3603251,90,"Maori activities experienced","Informative"
3604628,87,"Maori activities experienced","Learnt about a new culture"
3603258,88,"Food & beverage outlets","Supermarkets lack of variety"
3603636,115,"Maori activities experienced","Did not live up to expectations"
3603636,113,"Maori activities experienced","Informative"
3604641,91,"Accommodation","Poor/old facilities"
3603258,87,"Food & beverage outlets","Alcohol too expensive"
3603636,114,"Maori activities experienced","Entertaining"
3603301,90,"Commercial transport","Inconvenient public transportation"
3603301,91,"Commercial transport","Another reason"
3603645,91,"Maori activities experienced","Well organised"
3603645,89,"Accommodation","Another reason"
3603645,92,"Maori activities experienced","Another indifferent or poor aspect"
3603294,87,"Accommodation","No reason"
3603645,90,"Maori activities experienced","Entertaining"
3603294,88,"Food & beverage outlets","Too expensive"
3603670,95,"Commercial transport","Poor customer service"
3603670,94,"Commercial transport","Rental car/company did not meet expectations"
3603328,113,"Maori activities experienced","Learnt about a new culture"
3603328,115,"Maori activities experienced","Good quality/standard"
3603328,112,"Food & beverage outlets","Poor food quality"
3605084,97,"Activities experienced","Not very exciting/boring"
3605084,96,"Activities experienced","Have to cancel the activity due to weather/road  c"
3603301,92,"Maori activities experienced","No reason"
3603328,111,"Food & beverage outlets","Not as good as you get overseas"
3603328,114,"Maori activities experienced","Entertaining"
3603328,116,"Maori activities experienced","Poor quality/standard"
3605084,100,"Maori activities experienced","Good quality/standard"
3605084,98,"Maori activities experienced","Learnt about a new culture"
3605084,99,"Maori activities experienced","Entertaining"
3603704,88,"Food & beverage outlets","Too expensive"
3605084,101,"Maori activities experienced","Good staff"
3604641,92,"Accommodation","No free internet"
3604642,93,"Food & beverage outlets","Too expensive"
3605084,102,"Maori activities experienced","Poor quality/standard"
3604641,93,"Maori activities experienced","Informative"
3603328,117,"Maori activities experienced","Well organised"
3604642,94,"Food & beverage outlets","Poor food quality"
3605084,104,"Sense of safety","Another reason"
3605084,103,"Sense of safety","Felt unsafe"
3604642,95,"Maori activities experienced","Learnt about a new culture"
3603337,89,"Commercial transport","No reason"
3603704,89,"Food & beverage outlets","Poor food quality"
3604642,97,"Maori activities experienced","Good staff"
3603704,91,"Maori activities experienced","Good quality/standard"
3605085,91,"Food & beverage outlets","Poor food quality"
3603337,92,"Maori activities experienced","Good quality/standard"
3604642,98,"Maori activities experienced","Well organised"
3603337,90,"Maori activities experienced","Learnt about a new culture"
3603337,93,"Maori activities experienced","Well organised"
3604643,90,"Maori activities experienced","Learnt about a new culture"
3605085,92,"Maori activities experienced","Learnt about a new culture"
3603713,111,"Maori activities experienced","Learnt about a new culture"
3603713,113,"Maori activities experienced","Good staff"
3604643,92,"Maori activities experienced","Good quality/standard"
3603713,110,"Commercial transport","Expensive"
3605085,93,"Maori activities experienced","Entertaining"
3605085,95,"Maori activities experienced","Good staff"
3603713,114,"Maori activities experienced","Did not live up to expectations"
3605085,94,"Maori activities experienced","Good quality/standard"
3605085,97,"Maori activities experienced","Another indifferent or poor aspect"
3603704,90,"Commercial transport","Expensive"
3604642,96,"Maori activities experienced","Informative"
3603337,91,"Maori activities experienced","Entertaining"
3604643,91,"Maori activities experienced","Entertaining"
3603713,112,"Maori activities experienced","Good quality/standard"
3605085,96,"Maori activities experienced","Well organised"
3605086,87,"Activities experienced","Poor service"
3603779,152,"Maori activities experienced","Did not live up to expectations"
3605086,88,"Activities experienced","Hard to find/need better signage"
3603779,153,"Customer service","No reason"
3603720,97,"Maori activities experienced","Entertaining"
3603720,96,"Maori activities experienced","Informative"
3603779,151,"Maori activities experienced","Learnt about a new culture"
3603360,95,"Maori activities experienced","Learnt about a new culture"
3603720,95,"Maori activities experienced","Learnt about a new culture"
3605086,86,"Commercial transport","No reason"
3603788,94,"Sense of safety","No safety barriers"
3603360,96,"Maori activities experienced","Informative"
3603788,93,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3603360,98,"Maori activities experienced","Good quality/standard"
3603392,116,"Activities experienced","No reason"
3603362,96,"Food & beverage outlets","Too expensive"
3604644,89,"Activities experienced","No reason"
3603360,94,"Commercial transport","Rental car/company did not meet expectations"
3603818,86,"Commercial transport","Expensive"
3603362,97,"Activities experienced","Another reason"
3603392,119,"NZ environment","Weather"
3603360,97,"Maori activities experienced","Entertaining"
3603788,92,"Food & beverage outlets","Not as good as you get overseas"
3603392,117,"Maori activities experienced","Entertaining"
3604643,95,"Customer service","Staff didn't care"
3604644,88,"Commercial transport","Expensive"
3603392,120,"NZ environment","Dull cities"
3604644,91,"Maori activities experienced","Did not live up to expectations"
3604645,88,"Food & beverage outlets","Supermarkets lack of variety"
3604645,91,"Maori activities experienced","Entertaining"
3604643,93,"Maori activities experienced","Good staff"
3604644,90,"Maori activities experienced","Good staff"
3603818,91,"Sense of safety","No safety barriers"
3604645,93,"NZ environment","More effort to preserve natural environment requir"
3603818,88,"Maori activities experienced","Learnt about a new culture"
3603426,99,"Accommodation","No free internet"
3603392,118,"Maori activities experienced","Another indifferent or poor aspect"
3604643,94,"Maori activities experienced","Well organised"
3604645,87,"Food & beverage outlets","Not as good as you get overseas"
3604645,90,"Maori activities experienced","Informative"
3603426,98,"Accommodation","Poor/old facilities"
3603818,90,"Maori activities experienced","Another indifferent or poor aspect"
3605086,91,"Maori activities experienced","Well organised"
3605086,90,"Maori activities experienced","Good quality/standard"
3603836,87,"Maori activities experienced","Learnt about a new culture"
3603836,88,"Maori activities experienced","Good quality/standard"
3604658,108,"Customer service","Staff not friendly"
3605087,115,"Food & beverage outlets","Limited choices"
3604658,109,"Customer service","Another reason"
3605087,114,"Food & beverage outlets","Too expensive"
3604658,106,"Maori activities experienced","Informative"
3604660,93,"Food & beverage outlets","Too expensive"
3603818,87,"Commercial transport","Poor customer service"
3604645,89,"Maori activities experienced","Learnt about a new culture"
3603836,86,"Commercial transport","Inconvenient public transportation"
3604645,92,"Maori activities experienced","Well organised"
3603838,86,"Commercial transport","Inconvenient public transportation"
3603818,89,"Maori activities experienced","Entertaining"
3603426,100,"Accommodation","Poor value for money"
3605086,89,"Maori activities experienced","Learnt about a new culture"
3603838,85,"Food & beverage outlets","Poor food quality"
3604658,107,"Maori activities experienced","Well organised"
3604660,95,"Food & beverage outlets","Alcohol too expensive"
3605087,119,"Food & beverage outlets","Supermarkets lack of variety"
3605087,122,"Customer service","Slow"
3604660,98,"Customer service","Staff not friendly"
3605088,99,"Food & beverage outlets","No reason"
3604661,101,"Food & beverage outlets","No reason"
3604661,104,"Maori activities experienced","Good quality/standard"
3604658,110,"i-Sites","No reason"
3605087,116,"Food & beverage outlets","Not as good as you get overseas"
3604660,94,"Food & beverage outlets","Poor food quality"
3604660,97,"Maori activities experienced","Good quality/standard"
3604661,102,"Maori activities experienced","Learnt about a new culture"
3605087,118,"Food & beverage outlets","Alcohol too expensive"
3605087,121,"Customer service","Staff not friendly"
3604660,99,"Sense of safety","No reason"
3604661,103,"Maori activities experienced","Entertaining"
3605087,117,"Food & beverage outlets","Poor food quality"
3604660,96,"Food & beverage outlets","Supermarkets lack of variety"
3605087,120,"Maori activities experienced","Learnt about a new culture"
3603845,92,"Accommodation","Noisy"
3603845,94,"Maori activities experienced","Learnt about a new culture"
3603845,97,"Maori activities experienced","Good staff"
3603845,99,"Customer service","No reason"
3603845,96,"Maori activities experienced","Entertaining"
3604758,102,"Accommodation","Poor standard of cleanliness/dirty"
3604758,105,"Maori activities experienced","Learnt about a new culture"
3604758,103,"Food & beverage outlets","Supermarkets lack of variety"
3603845,95,"Maori activities experienced","Informative"
3603845,98,"Maori activities experienced","Well organised"
3604758,104,"Activities experienced","Another reason"
3604758,107,"Maori activities experienced","Entertaining"
3603845,100,"NZ environment","Another reason"
3604758,106,"Maori activities experienced","Informative"
3603845,93,"Commercial transport","Inconvenient public transportation"
3605101,100,"Activities experienced","Poor service"
3605088,100,"Maori activities experienced","Informative"
3605088,103,"Maori activities experienced","Good staff"
3604758,109,"Maori activities experienced","Good staff"
3604758,108,"Maori activities experienced","Good quality/standard"
3605088,101,"Maori activities experienced","Entertaining"
3604760,101,"Maori activities experienced","Learnt about a new culture"
3604760,100,"Food & beverage outlets","Limited choices"
3604760,103,"Maori activities experienced","Entertaining"
3605088,102,"Maori activities experienced","Good quality/standard"
3605101,101,"Maori activities experienced","Informative"
3605101,102,"Maori activities experienced","Entertaining"
3604760,102,"Maori activities experienced","Informative"
3605101,103,"Maori activities experienced","Good staff"
3604761,91,"Food & beverage outlets","Poor food quality"
3604761,90,"Food & beverage outlets","Too expensive"
3605101,104,"Maori activities experienced","Well organised"
3604761,89,"Accommodation","Another reason"
3604761,92,"Maori activities experienced","Entertaining"
3603847,91,"Activities experienced","Too expensive"
3603847,90,"Commercial transport","Poor customer service"
3605102,87,"Maori activities experienced","Good staff"
3605102,85,"Maori activities experienced","Learnt about a new culture"
3603847,89,"Food & beverage outlets","Alcohol too expensive"
3603847,92,"Maori activities experienced","Learnt about a new culture"
3605104,104,"Activities experienced","Not very exciting/boring"
3605104,103,"Activities experienced","Too expensive"
3605102,88,"Maori activities experienced","Did not live up to expectations"
3604762,95,"Accommodation","Poor/old facilities"
3605102,86,"Maori activities experienced","Entertaining"
3603847,88,"Food & beverage outlets","Poor food quality"
3605104,102,"Accommodation","No free internet"
3605104,105,"Maori activities experienced","Well organised"
3604762,98,"Accommodation","Another reason"
3605118,100,"Maori activities experienced","Learnt about a new culture"
3604762,101,"Maori activities experienced","Informative"
3605104,101,"Accommodation","Poor/old facilities"
3604762,96,"Accommodation","No free internet"
3604762,97,"Accommodation","Poor value for money"
3604762,100,"Maori activities experienced","Learnt about a new culture"
3605118,99,"Commercial transport","No reason"
3604762,99,"Commercial transport","Inconvenient public transportation"
3605118,101,"Maori activities experienced","Informative"
3604775,103,"Activities experienced","Did not live up to expectations"
3604762,104,"Customer service","Staff not friendly"
3605118,103,"Maori activities experienced","Well organised"
3604775,105,"Maori activities experienced","Entertaining"
3605118,102,"Maori activities experienced","Good quality/standard"
3604762,103,"Maori activities experienced","Another indifferent or poor aspect"
3604762,102,"Maori activities experienced","Entertaining"
3604775,104,"Maori activities experienced","Learnt about a new culture"
3604775,106,"Maori activities experienced","Well organised"
3605119,109,"Customer service","Staff not friendly"
3605119,106,"Food & beverage outlets","Not as good as you get overseas"
3604776,108,"Maori activities experienced","Entertaining"
3605119,108,"Maori activities experienced","Well organised"
3605119,107,"Maori activities experienced","Good staff"
3604776,107,"Maori activities experienced","Learnt about a new culture"
3604776,106,"Commercial transport","No reason"
3604776,105,"Accommodation","No free internet"
3604776,110,"Customer service","No reason"
3604776,109,"Maori activities experienced","Good quality/standard"
3603847,95,"i-Sites","No reason"
3603847,94,"Maori activities experienced","Good quality/standard"
3604777,109,"Accommodation","Too expensive"
3603847,93,"Maori activities experienced","Entertaining"
3604777,110,"Accommodation","Another reason"
3605120,117,"Commercial transport","No reason"
3605120,119,"Customer service","Staff not friendly"
3604777,111,"Maori activities experienced","Learnt about a new culture"
3604777,113,"Maori activities experienced","Good quality/standard"
3605120,116,"Food & beverage outlets","Poor food quality"
3604777,112,"Maori activities experienced","Entertaining"
3605120,115,"Food & beverage outlets","Too expensive"
3605120,118,"Maori activities experienced","Good staff"
3605121,108,"Activities experienced","Have to cancel the activity due to weather/road  c"
3605121,109,"Activities experienced","Another reason"
3604778,104,"Maori activities experienced","Entertaining"
3605121,112,"Maori activities experienced","Entertaining"
3604778,107,"Customer service","Another reason"
3605121,111,"Maori activities experienced","Informative"
3605121,107,"Food & beverage outlets","No reason"
3604778,106,"Customer service","Staff not friendly"
3605121,110,"Maori activities experienced","Learnt about a new culture"
3605121,113,"Maori activities experienced","Good quality/standard"
3605121,114,"NZ environment","No reason"
3604778,109,"NZ environment","No reason"
3603426,101,"Food & beverage outlets","Too expensive"
3604778,105,"Maori activities experienced","Good staff"
3604778,108,"i-Sites","No reason"
3603428,95,"Maori activities experienced","No reason"
3604792,99,"Food & beverage outlets","Alcohol too expensive"
3604792,100,"Activities experienced","Another reason"
3604793,97,"Maori activities experienced","Informative"
3604793,100,"Customer service","No reason"
3604792,98,"Food & beverage outlets","Poor food quality"
3604793,95,"Food & beverage outlets","Poor food quality"
3604793,98,"Maori activities experienced","Entertaining"
3604794,102,"Accommodation","Poor/old facilities"
3604794,105,"Customer service","Staff seemed rushed"
3603877,109,"Food & beverage outlets","Not as good as you get overseas"
3604794,103,"Maori activities experienced","Informative"
3604795,113,"Customer service","Staff not friendly"
3603877,110,"Maori activities experienced","Informative"
3604794,104,"Maori activities experienced","Well organised"
3604795,107,"Food & beverage outlets","Too expensive"
3604793,96,"Maori activities experienced","Learnt about a new culture"
3604809,98,"Maori activities experienced","No reason"
3604795,109,"Food & beverage outlets","Poor food quality"
3604795,112,"Maori activities experienced","Good staff"
3604809,100,"Customer service","Staff not knowledgeable"
3604810,108,"Food & beverage outlets","Alcohol too expensive"
3604810,111,"Maori activities experienced","Entertaining"
3604793,99,"Maori activities experienced","Good quality/standard"
3604795,108,"Food & beverage outlets","Poor service"
3603886,82,"Food & beverage outlets","Too expensive"
3604795,111,"Maori activities experienced","Entertaining"
3604809,99,"Customer service","Staff not friendly"
3604810,107,"Food & beverage outlets","Poor food quality"
3604810,110,"Maori activities experienced","Learnt about a new culture"
