"SurveyResponseID","AnswerNumber","TechnologyType"
3626121,137,"Wi-fi internet locations"
3629852,108,"Wi-fi internet locations"
3626121,138,"Your own laptop or iPad/tablet"
3626867,179,"Wi-fi internet locations"
3629854,93,"Smart phone"
3603341,123,"Smart phone"
3626139,108,"Smart phone"
3603356,117,"Smart phone"
3603339,109,"Wi-fi internet locations"
3603341,124,"Internet cafes"
3626130,103,"Wi-fi internet locations"
3629854,94,"Wi-fi internet locations"
3629854,95,"Your own laptop or iPad/tablet"
3626139,109,"Wi-fi internet locations"
3603308,108,"Other types of technology"
3603338,117,"Other types of technology"
3629872,105,"Smart phone"
3626910,126,"Smart phone"
3603356,118,"Wi-fi internet locations"
3603356,119,"Your own laptop or iPad/tablet"
3629872,106,"Wi-fi internet locations"
3626139,110,"Your own laptop or iPad/tablet"
3626910,127,"Wi-fi internet locations"
3603357,120,"Your own laptop or iPad/tablet"
3626141,169,"Smart phone"
3626915,155,"Smart phone"
3629889,154,"Smart phone"
3629904,113,"Smart phone"
3629886,118,"Your own laptop or iPad/tablet"
3626141,170,"Wi-fi internet locations"
3626141,171,"Your own laptop or iPad/tablet"
3603371,113,"Your own laptop or iPad/tablet"
3629889,155,"Wi-fi internet locations"
3629889,156,"Your own laptop or iPad/tablet"
3626148,95,"Smart phone"
3629905,137,"Smart phone"
3629904,114,"Internet cafes"
3629904,115,"Wi-fi internet locations"
3626146,100,"Wi-fi internet locations"
3626146,101,"Your own laptop or iPad/tablet"
3629905,138,"Wi-fi internet locations"
3629905,139,"Your own laptop or iPad/tablet"
3626155,108,"Smart phone"
3603407,119,"Smart phone"
3626915,156,"Internet cafes"
3626915,157,"Wi-fi internet locations"
3626155,109,"Wi-fi internet locations"
3626155,110,"Your own laptop or iPad/tablet"
3603407,120,"Wi-fi internet locations"
3603407,121,"Your own laptop or iPad/tablet"
3629906,125,"Your own laptop or iPad/tablet"
3629906,124,"Smart phone"
3626157,130,"Smart phone"
3603408,127,"Smart phone"
3626933,137,"Smart phone"
3626157,131,"Wi-fi internet locations"
3629936,137,"Wi-fi internet locations"
3603421,103,"Wi-fi internet locations"
3603421,104,"Your own laptop or iPad/tablet"
3629938,122,"Wi-fi internet locations"
3626166,127,"Wi-fi internet locations"
3629936,136,"Smart phone"
3603421,102,"Smart phone"
3629938,121,"Smart phone"
3626166,126,"Smart phone"
3629938,123,"Your own laptop or iPad/tablet"
3626951,133,"Wi-fi internet locations"
3626951,134,"Your own laptop or iPad/tablet"
3603438,93,"Wi-fi internet locations"
3603438,94,"Your own laptop or iPad/tablet"
3603439,109,"Wi-fi internet locations"
3626942,139,"None of these"
3629955,97,"Wi-fi internet locations"
3603439,110,"Your own laptop or iPad/tablet"
3626182,92,"Wi-fi internet locations"
3626967,121,"Wi-fi internet locations"
3603440,125,"Wi-fi internet locations"
3629956,98,"Wi-fi internet locations"
3626951,132,"Smart phone"
3626967,120,"Smart phone"
3629956,97,"Smart phone"
3626983,106,"Smart phone"
3629956,99,"Your own laptop or iPad/tablet"
3603441,113,"Wi-fi internet locations"
3603441,114,"Your own laptop or iPad/tablet"
3626191,129,"Your own laptop or iPad/tablet"
3626983,107,"Wi-fi internet locations"
3626983,108,"Your own laptop or iPad/tablet"
3629987,113,"Smart phone"
3626205,168,"Smart phone"
3626992,116,"Smart phone"
3630004,159,"Smart phone"
3603455,116,"Internet cafes"
3603455,117,"Wi-fi internet locations"
3603455,118,"Your own laptop or iPad/tablet"
3626992,117,"Wi-fi internet locations"
3626205,169,"Wi-fi internet locations"
3626992,118,"Your own laptop or iPad/tablet"
3630006,105,"Smart phone"
3627010,153,"Smart phone"
3603474,108,"None of these"
3630004,160,"Wi-fi internet locations"
3630004,161,"Your own laptop or iPad/tablet"
3626205,170,"Your own laptop or iPad/tablet"
3630006,106,"Wi-fi internet locations"
3630006,107,"Your own laptop or iPad/tablet"
3627010,154,"Your own laptop or iPad/tablet"
3630020,97,"Smart phone"
3626214,198,"Smart phone"
3603489,129,"Smart phone"
3630021,99,"Smart phone"
3626214,199,"Internet cafes"
3626214,200,"Wi-fi internet locations"
3603489,130,"Wi-fi internet locations"
3630021,100,"Your own laptop or iPad/tablet"
3630036,116,"Wi-fi internet locations"
3630036,117,"Your own laptop or iPad/tablet"
3627040,117,"Smart phone"
3630036,115,"Smart phone"
3627049,141,"Smart phone"
3603507,129,"Smart phone"
3627049,142,"Wi-fi internet locations"
3627049,143,"Your own laptop or iPad/tablet"
3603507,130,"Wi-fi internet locations"
3603507,131,"Your own laptop or iPad/tablet"
3626232,153,"Internet cafes"
3626232,154,"Wi-fi internet locations"
3626232,152,"Smart phone"
3630037,139,"Smart phone"
3627051,129,"Smart phone"
3603524,137,"Smart phone"
3603508,122,"Wi-fi internet locations"
3627051,130,"Wi-fi internet locations"
3626241,97,"Your own laptop or iPad/tablet"
3603524,138,"Wi-fi internet locations"
3603524,139,"Your own laptop or iPad/tablet"
3630054,124,"Wi-fi internet locations"
3630054,123,"Smart phone"
3627060,142,"Smart phone"
3630055,161,"Smart phone"
3626255,128,"Smart phone"
3603539,115,"Wi-fi internet locations"
3603539,116,"Your own laptop or iPad/tablet"
3627060,143,"Wi-fi internet locations"
3630055,162,"Wi-fi internet locations"
3630055,163,"Your own laptop or iPad/tablet"
3626255,129,"Wi-fi internet locations"
3626255,130,"Your own laptop or iPad/tablet"
3603540,118,"Your own laptop or iPad/tablet"
3630069,109,"Your own laptop or iPad/tablet"
3627092,97,"Wi-fi internet locations"
3603542,108,"Internet cafes"
3626266,119,"Wi-fi internet locations"
3603556,124,"Wi-fi internet locations"
3603540,117,"Smart phone"
3627092,96,"Smart phone"
3626266,120,"Your own laptop or iPad/tablet"
3626266,118,"Smart phone"
3627094,143,"Smart phone"
3627094,144,"Internet cafes"
3627094,145,"Wi-fi internet locations"
3627094,146,"Your own laptop or iPad/tablet"
3630071,124,"Wi-fi internet locations"
3630071,125,"Your own laptop or iPad/tablet"
3627101,93,"Your own laptop or iPad/tablet"
3630071,123,"Smart phone"
3603572,113,"Smart phone"
3630073,120,"None of these"
3626280,124,"Wi-fi internet locations"
3626280,125,"Your own laptop or iPad/tablet"
3627110,95,"Your own laptop or iPad/tablet"
3630086,125,"Your own laptop or iPad/tablet"
3603590,96,"Wi-fi internet locations"
3627117,116,"Wi-fi internet locations"
3626280,123,"Smart phone"
3627110,94,"Smart phone"
3630086,124,"Smart phone"
3627117,115,"Smart phone"
3603591,120,"Wi-fi internet locations"
3630087,133,"Wi-fi internet locations"
3603591,121,"Your own laptop or iPad/tablet"
3627133,131,"Wi-fi internet locations"
3603592,112,"Internet cafes"
3627135,113,"Wi-fi internet locations"
3630087,132,"Smart phone"
3627133,130,"Smart phone"
3627135,112,"Smart phone"
3630089,128,"Smart phone"
3627135,114,"Your own laptop or iPad/tablet"
3603592,113,"Wi-fi internet locations"
3630089,129,"Your own laptop or iPad/tablet"
3626307,117,"Smart phone"
3627142,123,"Smart phone"
3627142,124,"Wi-fi internet locations"
3627142,125,"Your own laptop or iPad/tablet"
3626314,135,"Smart phone"
3630103,140,"Smart phone"
3630087,134,"Other types of technology"
3626314,136,"Your own laptop or iPad/tablet"
3630103,141,"Your own laptop or iPad/tablet"
3627151,120,"Internet cafes"
3627151,121,"Wi-fi internet locations"
3603623,112,"Wi-fi internet locations"
3603623,113,"Your own laptop or iPad/tablet"
3627151,119,"Smart phone"
3626325,132,"Smart phone"
3627158,184,"Smart phone"
3630120,142,"Smart phone"
3603640,120,"Wi-fi internet locations"
3626325,133,"Wi-fi internet locations"
3603640,121,"Your own laptop or iPad/tablet"
3626325,134,"Your own laptop or iPad/tablet"
3627158,185,"Wi-fi internet locations"
3627158,186,"Your own laptop or iPad/tablet"
3630120,143,"Wi-fi internet locations"
3630120,144,"Your own laptop or iPad/tablet"
3627160,122,"Wi-fi internet locations"
3627160,123,"Your own laptop or iPad/tablet"
3630121,127,"Wi-fi internet locations"
3603655,126,"Wi-fi internet locations"
3627167,106,"Your own laptop or iPad/tablet"
3626341,104,"Your own laptop or iPad/tablet"
3627160,121,"Smart phone"
3630121,126,"Smart phone"
3626341,103,"Smart phone"
3630136,121,"Smart phone"
3603658,141,"Wi-fi internet locations"
3603658,142,"Your own laptop or iPad/tablet"
3626357,114,"Smart phone"
3630140,123,"Smart phone"
3627169,120,"Wi-fi internet locations"
3603673,112,"Wi-fi internet locations"
3603673,113,"Your own laptop or iPad/tablet"
3626355,106,"Wi-fi internet locations"
3603674,133,"Smart phone"
3627174,141,"Smart phone"
3626357,115,"Wi-fi internet locations"
3603674,134,"Wi-fi internet locations"
3603674,135,"Your own laptop or iPad/tablet"
3630140,124,"Wi-fi internet locations"
3627174,142,"Your own laptop or iPad/tablet"
3630140,125,"Your own laptop or iPad/tablet"
3626366,114,"Smart phone"
3630154,179,"Smart phone"
3627201,114,"Smart phone"
3603709,109,"Smart phone"
3603707,100,"Wi-fi internet locations"
3630154,180,"Wi-fi internet locations"
3603707,101,"Your own laptop or iPad/tablet"
3626366,115,"Wi-fi internet locations"
3627210,122,"Smart phone"
3626375,177,"Smart phone"
3603709,110,"Your own laptop or iPad/tablet"
3626373,106,"Wi-fi internet locations"
3626375,178,"Wi-fi internet locations"
3626375,179,"Your own laptop or iPad/tablet"
3627210,123,"Wi-fi internet locations"
3627210,124,"Your own laptop or iPad/tablet"
3603722,106,"Wi-fi internet locations"
3630156,126,"Your own laptop or iPad/tablet"
3603723,120,"Wi-fi internet locations"
3630156,125,"Smart phone"
3603739,114,"Smart phone"
3626380,195,"Smart phone"
3630171,135,"Smart phone"
3603723,121,"Your own laptop or iPad/tablet"
3626380,196,"Wi-fi internet locations"
3627219,124,"Wi-fi internet locations"
3627219,123,"Smart phone"
3603740,95,"None of these"
3626380,197,"Your own laptop or iPad/tablet"
3627219,125,"Your own laptop or iPad/tablet"
3630172,151,"Wi-fi internet locations"
3630172,152,"Your own laptop or iPad/tablet"
3626389,175,"Wi-fi internet locations"
3626389,176,"Your own laptop or iPad/tablet"
3627226,144,"Wi-fi internet locations"
3603756,123,"Wi-fi internet locations"
3630186,95,"Your own laptop or iPad/tablet"
3630172,150,"Smart phone"
3626389,174,"Smart phone"
3627226,143,"Smart phone"
3630186,94,"Smart phone"
3627258,112,"Smart phone"
3630189,107,"Smart phone"
3603756,124,"Your own laptop or iPad/tablet"
3626414,101,"Wi-fi internet locations"
3627258,113,"Internet cafes"
3627258,114,"Wi-fi internet locations"
3630189,108,"Wi-fi internet locations"
3630189,109,"Your own laptop or iPad/tablet"
3627267,97,"Other types of technology"
3603757,116,"Smart phone"
3627267,95,"Smart phone"
3603757,117,"Wi-fi internet locations"
3627267,96,"Your own laptop or iPad/tablet"
3630190,140,"Wi-fi internet locations"
3630190,141,"Your own laptop or iPad/tablet"
3630190,139,"Smart phone"
3626425,125,"Smart phone"
3630190,142,"Gaming console with Wi-fi capacity"
3626425,126,"Wi-fi internet locations"
3603758,136,"Smart phone"
3630205,127,"Smart phone"
3626425,127,"Your own laptop or iPad/tablet"
3603758,137,"Wi-fi internet locations"
3627292,133,"Wi-fi internet locations"
3630205,128,"Wi-fi internet locations"
3627292,134,"Your own laptop or iPad/tablet"
3627299,119,"Internet cafes"
3627292,132,"Smart phone"
3630222,110,"Smart phone"
3626439,148,"Smart phone"
3627301,122,"None of these"
3627299,120,"Wi-fi internet locations"
3603772,120,"Wi-fi internet locations"
3630222,111,"Wi-fi internet locations"
3630222,112,"Your own laptop or iPad/tablet"
3626439,149,"Wi-fi internet locations"
3626441,104,"Wi-fi internet locations"
3603775,97,"Smart phone"
3627303,141,"Smart phone"
3630239,99,"Smart phone"
3603792,97,"Smart phone"
3627303,142,"Wi-fi internet locations"
3630239,100,"Wi-fi internet locations"
3630239,101,"Your own laptop or iPad/tablet"
3603792,98,"Your own laptop or iPad/tablet"
3626450,91,"Wi-fi internet locations"
3603809,116,"Wi-fi internet locations"
3626450,90,"Smart phone"
3630240,111,"Smart phone"
3603809,115,"Smart phone"
3627319,104,"Smart phone"
3630255,108,"Wi-fi internet locations"
3630255,109,"Your own laptop or iPad/tablet"
3627326,109,"Wi-fi internet locations"
3627326,110,"Your own laptop or iPad/tablet"
3626459,158,"Wi-fi internet locations"
3630270,129,"Wi-fi internet locations"
3626457,131,"None of these"
3630255,107,"Smart phone"
3627326,108,"Smart phone"
3630256,98,"Smart phone"
3630270,128,"Smart phone"
3603839,115,"None of these"
3626475,105,"Wi-fi internet locations"
3626475,106,"Your own laptop or iPad/tablet"
3627351,98,"Your own laptop or iPad/tablet"
3626480,141,"Wi-fi internet locations"
3626473,100,"Smart phone"
3627344,132,"Smart phone"
3626480,142,"Your own laptop or iPad/tablet"
3630273,124,"Smart phone"
3627351,97,"Smart phone"
3627353,108,"Wi-fi internet locations"
3603841,123,"None of these"
3630289,125,"Wi-fi internet locations"
3627353,107,"Smart phone"
3626480,140,"Smart phone"
3630289,124,"Smart phone"
3627358,115,"Smart phone"
3603874,123,"Your own laptop or iPad/tablet"
3603876,135,"Your own laptop or iPad/tablet"
3626489,184,"Your own laptop or iPad/tablet"
3627367,109,"Wi-fi internet locations"
3627367,110,"Your own laptop or iPad/tablet"
3603889,98,"Wi-fi internet locations"
3626500,116,"Wi-fi internet locations"
3626500,117,"Your own laptop or iPad/tablet"
3603889,99,"Your own laptop or iPad/tablet"
3630338,118,"Your own laptop or iPad/tablet"
3627369,125,"Your own laptop or iPad/tablet"
3603890,132,"Wi-fi internet locations"
3603874,122,"Smart phone"
3626489,183,"Smart phone"
3627367,108,"Smart phone"
3603889,97,"Smart phone"
3626500,115,"Smart phone"
3630338,117,"Smart phone"
3627369,124,"Smart phone"
3627376,127,"Smart phone"
3627376,128,"Wi-fi internet locations"
3627376,129,"Your own laptop or iPad/tablet"
3627378,97,"Wi-fi internet locations"
3627378,98,"Your own laptop or iPad/tablet"
3630354,109,"Wi-fi internet locations"
3630354,108,"Smart phone"
3626514,129,"Smart phone"
3603893,94,"Your own laptop or iPad/tablet"
3627378,96,"Smart phone"
3626516,103,"Smart phone"
3626516,104,"Wi-fi internet locations"
3626516,105,"Your own laptop or iPad/tablet"
3627383,104,"Wi-fi internet locations"
3627383,103,"Smart phone"
3626523,130,"Smart phone"
3627383,105,"Your own laptop or iPad/tablet"
3630355,97,"Smart phone"
3627403,116,"Smart phone"
3630354,110,"Your own laptop or iPad/tablet"
3603924,118,"Smart phone"
3626534,112,"Smart phone"
3626523,131,"Your own laptop or iPad/tablet"
3630355,98,"Wi-fi internet locations"
3603924,119,"Wi-fi internet locations"
3603924,120,"Your own laptop or iPad/tablet"
3626534,113,"Wi-fi internet locations"
3603926,135,"Your own laptop or iPad/tablet"
3627419,141,"Wi-fi internet locations"
3630420,117,"Wi-fi internet locations"
3630420,118,"Your own laptop or iPad/tablet"
3603926,134,"Smart phone"
3627419,140,"Smart phone"
3630420,116,"Smart phone"
3603941,91,"None of these"
3626539,119,"Smart phone"
3627426,123,"Smart phone"
3603943,93,"Smart phone"
3630437,150,"Smart phone"
3626539,120,"Wi-fi internet locations"
3626539,121,"Your own laptop or iPad/tablet"
3627426,124,"Your own laptop or iPad/tablet"
3603943,94,"Internet cafes"
3603943,95,"Wi-fi internet locations"
3603943,96,"Your own laptop or iPad/tablet"
3603959,92,"Smart phone"
3626557,139,"Smart phone"
3630437,151,"Wi-fi internet locations"
3626550,94,"Wi-fi internet locations"
3627435,94,"Your own laptop or iPad/tablet"
3603959,93,"Your own laptop or iPad/tablet"
3603973,121,"Wi-fi internet locations"
3626557,140,"Internet cafes"
3627442,136,"Internet cafes"
3627442,137,"Wi-fi internet locations"
3603973,122,"Your own laptop or iPad/tablet"
3627442,140,"Other types of technology"
3627442,138,"Your own laptop or iPad/tablet"
3627442,139,"Gaming console with Wi-fi capacity"
3626557,141,"Wi-fi internet locations"
3627444,122,"Your own laptop or iPad/tablet"
3627442,135,"Smart phone"
3630440,93,"Smart phone"
3627444,121,"Smart phone"
3603974,141,"Smart phone"
3603974,142,"Wi-fi internet locations"
3630454,165,"Smart phone"
3627451,94,"Smart phone"
3626564,113,"Your own laptop or iPad/tablet"
3630455,95,"None of these"
3630454,166,"Internet cafes"
3630454,167,"Wi-fi internet locations"
3626584,129,"Smart phone"
3627458,145,"Smart phone"
3630454,168,"Your own laptop or iPad/tablet"
3627453,104,"Wi-fi internet locations"
3626584,130,"Wi-fi internet locations"
3603976,119,"Wi-fi internet locations"
3630457,94,"Your own laptop or iPad/tablet"
3627458,146,"Wi-fi internet locations"
3630457,93,"Smart phone"
3603990,114,"Smart phone"
3627460,123,"Smart phone"
3630487,134,"Smart phone"
3627458,147,"Your own laptop or iPad/tablet"
3603990,115,"Wi-fi internet locations"
3630487,135,"Wi-fi internet locations"
3626591,194,"Wi-fi internet locations"
3626591,195,"Your own laptop or iPad/tablet"
3603991,135,"Internet cafes"
3626591,193,"Smart phone"
3630488,127,"Smart phone"
3626598,120,"Smart phone"
3630489,104,"Smart phone"
3603991,136,"Wi-fi internet locations"
3603991,137,"Your own laptop or iPad/tablet"
3630488,128,"Wi-fi internet locations"
3626598,121,"Wi-fi internet locations"
3603993,105,"Smart phone"
3626609,101,"Smart phone"
3626598,122,"Your own laptop or iPad/tablet"
3627485,95,"Wi-fi internet locations"
3626609,102,"Your own laptop or iPad/tablet"
3630489,105,"Wi-fi internet locations"
3626598,123,"Other types of technology"
3603993,106,"Wi-fi internet locations"
3603993,107,"Your own laptop or iPad/tablet"
3627492,96,"Wi-fi internet locations"
3627492,95,"Smart phone"
3626614,126,"Smart phone"
3630504,95,"Wi-fi internet locations"
3604008,92,"Smart phone"
3630506,105,"Smart phone"
3626614,127,"Wi-fi internet locations"
