"SurveyResponseID","AnswerNumber","TechnologyType"
3618051,102,"Your own laptop or iPad/tablet"
3618051,103,"Gaming console with Wi-fi capacity"
3618780,144,"Wi-fi internet locations"
3618780,145,"Your own laptop or iPad/tablet"
3618782,130,"Wi-fi internet locations"
3611721,126,"Wi-fi internet locations"
3611705,117,"Smart phone"
3618051,100,"Smart phone"
3618780,143,"Smart phone"
3618058,111,"None of these"
3618782,131,"Your own laptop or iPad/tablet"
3610991,129,"Wi-fi internet locations"
3611736,167,"Wi-fi internet locations"
3610996,95,"Your own laptop or iPad/tablet"
3618798,130,"Wi-fi internet locations"
3618085,122,"Wi-fi internet locations"
3610991,128,"Smart phone"
3618074,96,"Smart phone"
3611736,166,"Smart phone"
3618076,91,"Smart phone"
3618799,98,"Your own laptop or iPad/tablet"
3618094,108,"Wi-fi internet locations"
3618094,109,"Your own laptop or iPad/tablet"
3618815,143,"Wi-fi internet locations"
3618815,144,"Your own laptop or iPad/tablet"
3611770,119,"Wi-fi internet locations"
3611753,107,"Smart phone"
3618085,121,"Smart phone"
3611754,102,"None of these"
3618094,107,"Smart phone"
3618815,142,"Smart phone"
3611770,118,"Smart phone"
3618108,158,"Smart phone"
3611050,106,"Internet cafes"
3618108,159,"Wi-fi internet locations"
3618108,160,"Your own laptop or iPad/tablet"
3611050,107,"Wi-fi internet locations"
3611050,108,"Your own laptop or iPad/tablet"
3611771,115,"Internet cafes"
3618830,107,"Wi-fi internet locations"
3618126,141,"Wi-fi internet locations"
3611066,118,"Wi-fi internet locations"
3618830,106,"Smart phone"
3611771,114,"Smart phone"
3611066,117,"Smart phone"
3618832,121,"Smart phone"
3611771,116,"Wi-fi internet locations"
3618135,102,"Smart phone"
3618833,101,"Smart phone"
3618832,122,"Your own laptop or iPad/tablet"
3611082,112,"Smart phone"
3618142,140,"Smart phone"
3618135,103,"Wi-fi internet locations"
3618833,102,"Wi-fi internet locations"
3611082,113,"Your own laptop or iPad/tablet"
3618847,137,"Wi-fi internet locations"
3618142,141,"Wi-fi internet locations"
3618142,142,"Your own laptop or iPad/tablet"
3611788,121,"Internet cafes"
3611788,122,"Wi-fi internet locations"
3611788,123,"Your own laptop or iPad/tablet"
3611100,133,"Your own laptop or iPad/tablet"
3611789,101,"Wi-fi internet locations"
3618849,140,"Wi-fi internet locations"
3618849,141,"Your own laptop or iPad/tablet"
3618144,120,"Wi-fi internet locations"
3611105,122,"Internet cafes"
3611105,123,"Wi-fi internet locations"
3611789,102,"Your own laptop or iPad/tablet"
3618850,155,"Your own laptop or iPad/tablet"
3611107,126,"Internet cafes"
3618864,147,"Wi-fi internet locations"
3618167,110,"Wi-fi internet locations"
3611789,100,"Smart phone"
3618144,119,"Smart phone"
3618849,139,"Smart phone"
3618864,146,"Smart phone"
3618167,109,"Smart phone"
3618865,132,"Smart phone"
3618865,133,"Wi-fi internet locations"
3611820,135,"Wi-fi internet locations"
3618176,157,"Wi-fi internet locations"
3611125,148,"Your own laptop or iPad/tablet"
3611822,115,"Internet cafes"
3611130,140,"Your own laptop or iPad/tablet"
3618183,126,"Your own laptop or iPad/tablet"
3611820,134,"Smart phone"
3611116,120,"None of these"
3618176,156,"Smart phone"
3618867,99,"Smart phone"
3611130,139,"Smart phone"
3618183,125,"Smart phone"
3618884,145,"Wi-fi internet locations"
3618884,146,"Your own laptop or iPad/tablet"
3611822,116,"Wi-fi internet locations"
3618185,101,"Internet cafes"
3611132,125,"Wi-fi internet locations"
3611132,126,"Your own laptop or iPad/tablet"
3611823,111,"Wi-fi internet locations"
3618199,101,"Wi-fi internet locations"
3618898,111,"Your own laptop or iPad/tablet"
3618884,144,"Smart phone"
3611823,110,"Smart phone"
3618898,110,"Smart phone"
3611836,103,"Smart phone"
3611837,116,"Smart phone"
3618914,170,"Smart phone"
3611836,104,"Your own laptop or iPad/tablet"
3611837,117,"Wi-fi internet locations"
3611837,118,"Your own laptop or iPad/tablet"
3611837,119,"Gaming console with Wi-fi capacity"
3618914,171,"Wi-fi internet locations"
3618914,172,"Your own laptop or iPad/tablet"
3611175,136,"Wi-fi internet locations"
3611175,137,"Your own laptop or iPad/tablet"
3618217,143,"Wi-fi internet locations"
3618217,144,"Your own laptop or iPad/tablet"
3611839,127,"Wi-fi internet locations"
3618914,173,"Other types of technology"
3611175,135,"Smart phone"
3618217,142,"Smart phone"
3611839,128,"Your own laptop or iPad/tablet"
3611853,136,"Wi-fi internet locations"
3611854,119,"Wi-fi internet locations"
3611855,108,"Wi-fi internet locations"
3611855,109,"Your own laptop or iPad/tablet"
3611839,126,"Smart phone"
3611180,104,"Smart phone"
3611853,135,"Smart phone"
3611854,118,"Smart phone"
3618226,151,"Smart phone"
3611855,107,"Smart phone"
3611191,139,"Your own laptop or iPad/tablet"
3611856,117,"Wi-fi internet locations"
3611870,95,"Wi-fi internet locations"
3611870,96,"Your own laptop or iPad/tablet"
3618934,105,"Wi-fi internet locations"
3611191,138,"Smart phone"
3611856,116,"Smart phone"
3611198,120,"Smart phone"
3611870,94,"Smart phone"
3611872,100,"Smart phone"
3618934,104,"Smart phone"
3611872,104,"Other types of technology"
3611872,101,"Internet cafes"
3611872,102,"Wi-fi internet locations"
3611872,103,"Your own laptop or iPad/tablet"
3611198,121,"Wi-fi internet locations"
3611198,122,"Your own laptop or iPad/tablet"
3611886,101,"Wi-fi internet locations"
3618947,119,"Smart phone"
3611886,100,"Smart phone"
3618949,102,"Wi-fi internet locations"
3618949,103,"Your own laptop or iPad/tablet"
3611886,102,"Your own laptop or iPad/tablet"
3618226,152,"Wi-fi internet locations"
3618226,153,"Your own laptop or iPad/tablet"
3611889,117,"Internet cafes"
3618949,101,"Smart phone"
3611200,121,"Smart phone"
3611904,115,"Smart phone"
3618983,137,"Smart phone"
3611889,118,"Wi-fi internet locations"
3611889,119,"Your own laptop or iPad/tablet"
3611200,122,"Your own laptop or iPad/tablet"
3611904,116,"Wi-fi internet locations"
3611904,117,"Your own laptop or iPad/tablet"
3618983,138,"Internet cafes"
3618983,139,"Wi-fi internet locations"
3611920,96,"Wi-fi internet locations"
3611216,125,"Your own laptop or iPad/tablet"
3611921,91,"Wi-fi internet locations"
3611921,92,"Your own laptop or iPad/tablet"
3611223,120,"Wi-fi internet locations"
3611920,95,"Smart phone"
3611223,119,"Smart phone"
3611223,121,"Your own laptop or iPad/tablet"
3618242,155,"Smart phone"
3618984,146,"Smart phone"
3618242,156,"Wi-fi internet locations"
3618984,147,"Wi-fi internet locations"
3611232,117,"Wi-fi internet locations"
3611936,93,"Wi-fi internet locations"
3611936,94,"Your own laptop or iPad/tablet"
3618998,122,"Internet cafes"
3618998,123,"Wi-fi internet locations"
3611232,116,"Smart phone"
3611923,92,"Smart phone"
3611936,92,"Smart phone"
3611239,132,"Smart phone"
3611239,133,"Your own laptop or iPad/tablet"
3611255,119,"Wi-fi internet locations"
3618251,115,"Wi-fi internet locations"
3611255,120,"Your own laptop or iPad/tablet"
3619001,125,"Internet cafes"
3619001,126,"Wi-fi internet locations"
3611938,94,"Smart phone"
3618260,108,"Smart phone"
3619017,100,"Smart phone"
3619032,95,"Smart phone"
3619001,127,"Your own laptop or iPad/tablet"
3611259,107,"Your own laptop or iPad/tablet"
3618260,109,"Your own laptop or iPad/tablet"
3611940,126,"Your own laptop or iPad/tablet"
3618242,157,"Other types of technology"
3611266,133,"Your own laptop or iPad/tablet"
3619017,101,"Your own laptop or iPad/tablet"
3611266,134,"Other types of technology"
3618269,159,"Internet cafes"
3618269,160,"Wi-fi internet locations"
3611280,156,"Wi-fi internet locations"
3611291,109,"Your own laptop or iPad/tablet"
3618269,158,"Smart phone"
3611953,125,"None of these"
3611280,155,"Smart phone"
3611971,94,"Smart phone"
3611972,94,"Smart phone"
3618301,117,"None of these"
3619081,147,"Wi-fi internet locations"
3611990,121,"Wi-fi internet locations"
3618303,138,"Wi-fi internet locations"
3618303,139,"Your own laptop or iPad/tablet"
3611307,121,"Wi-fi internet locations"
3611307,122,"Your own laptop or iPad/tablet"
3618308,139,"Other types of technology"
3611314,132,"Internet cafes"
3611314,133,"Your own laptop or iPad/tablet"
3618308,137,"Wi-fi internet locations"
3618308,138,"Your own laptop or iPad/tablet"
3612003,95,"Your own laptop or iPad/tablet"
3619084,164,"Wi-fi internet locations"
3611307,120,"Smart phone"
3619081,146,"Smart phone"
3618303,137,"Smart phone"
3618308,136,"Smart phone"
3619084,165,"Your own laptop or iPad/tablet"
3611316,130,"Wi-fi internet locations"
3611316,131,"Your own laptop or iPad/tablet"
3611316,132,"Gaming console with Wi-fi capacity"
3612004,97,"Wi-fi internet locations"
3612003,94,"Smart phone"
3619084,163,"Smart phone"
3612004,98,"Your own laptop or iPad/tablet"
3619098,99,"Wi-fi internet locations"
3619098,100,"Your own laptop or iPad/tablet"
3618333,117,"Wi-fi internet locations"
3611323,98,"Your own laptop or iPad/tablet"
3612005,101,"Wi-fi internet locations"
3612006,121,"Your own laptop or iPad/tablet"
3619117,106,"Internet cafes"
3612004,96,"Smart phone"
3612005,100,"Smart phone"
3619117,107,"Wi-fi internet locations"
3618351,141,"Your own laptop or iPad/tablet"
3611334,124,"Wi-fi internet locations"
3611334,125,"Your own laptop or iPad/tablet"
3612006,120,"Smart phone"
3611341,107,"Smart phone"
3612037,117,"Internet cafes"
3612037,118,"Wi-fi internet locations"
3619134,105,"Smart phone"
3619148,120,"Smart phone"
3611341,108,"Internet cafes"
3618378,101,"Wi-fi internet locations"
3611341,109,"Wi-fi internet locations"
3612055,114,"Internet cafes"
3612055,115,"Your own laptop or iPad/tablet"
3619134,106,"Wi-fi internet locations"
3619148,121,"Your own laptop or iPad/tablet"
3619149,149,"Internet cafes"
3611357,96,"None of these"
3618392,134,"Wi-fi internet locations"
3619149,150,"Wi-fi internet locations"
3619149,151,"Your own laptop or iPad/tablet"
3618401,136,"Wi-fi internet locations"
3612057,130,"Smart phone"
3618392,133,"Smart phone"
3619149,148,"Smart phone"
3611359,91,"Smart phone"
3618401,135,"Smart phone"
3619151,109,"Smart phone"
3618401,137,"Your own laptop or iPad/tablet"
3612073,138,"Wi-fi internet locations"
3612089,139,"Wi-fi internet locations"
3612089,140,"Your own laptop or iPad/tablet"
3618410,119,"Wi-fi internet locations"
3619168,135,"Wi-fi internet locations"
3611384,122,"Your own laptop or iPad/tablet"
3618419,130,"Your own laptop or iPad/tablet"
3612105,106,"Wi-fi internet locations"
3619199,133,"Wi-fi internet locations"
3619199,134,"Your own laptop or iPad/tablet"
3611398,140,"Wi-fi internet locations"
3612107,122,"Wi-fi internet locations"
3612073,137,"Smart phone"
3619168,134,"Smart phone"
3618419,129,"Smart phone"
3612105,105,"Smart phone"
3619199,132,"Smart phone"
3618426,92,"None of these"
3619215,130,"Wi-fi internet locations"
3618428,244,"Internet cafes"
3618428,245,"Wi-fi internet locations"
3618428,246,"Your own laptop or iPad/tablet"
3618428,247,"Gaming console with Wi-fi capacity"
3619218,138,"Wi-fi internet locations"
3611423,113,"Wi-fi internet locations"
3619215,129,"Smart phone"
3618428,243,"Smart phone"
3617170,121,"Smart phone"
3618437,102,"Smart phone"
3619218,137,"Smart phone"
3611423,112,"Smart phone"
3617170,122,"Internet cafes"
3617170,123,"Wi-fi internet locations"
3618444,131,"Your own laptop or iPad/tablet"
3619232,118,"Internet cafes"
3619232,119,"Wi-fi internet locations"
3619232,120,"Your own laptop or iPad/tablet"
3617171,120,"Wi-fi internet locations"
3618453,165,"Wi-fi internet locations"
3619233,174,"Wi-fi internet locations"
3618428,248,"Other types of technology"
3619232,117,"Smart phone"
3617171,119,"Smart phone"
3618453,166,"Your own laptop or iPad/tablet"
3618453,164,"Smart phone"
3617184,155,"Smart phone"
3617184,156,"Internet cafes"
3619233,175,"Your own laptop or iPad/tablet"
3617184,157,"Wi-fi internet locations"
3617184,158,"Your own laptop or iPad/tablet"
3619234,94,"Your own laptop or iPad/tablet"
3611450,116,"Your own laptop or iPad/tablet"
3611448,133,"Smart phone"
3619234,93,"Smart phone"
3619248,120,"Smart phone"
3611457,126,"Smart phone"
3619248,121,"Wi-fi internet locations"
3619248,122,"Your own laptop or iPad/tablet"
3611457,127,"Wi-fi internet locations"
3618467,173,"Internet cafes"
3618467,174,"Wi-fi internet locations"
3618467,175,"Your own laptop or iPad/tablet"
3617203,105,"Smart phone"
3618467,172,"Smart phone"
3619249,166,"Smart phone"
3617218,95,"Smart phone"
3619249,167,"Internet cafes"
3617218,96,"Wi-fi internet locations"
3611466,126,"Smart phone"
3617219,108,"Smart phone"
3619249,168,"Wi-fi internet locations"
3619249,169,"Your own laptop or iPad/tablet"
3617251,96,"Smart phone"
3619265,158,"Smart phone"
3611466,127,"Your own laptop or iPad/tablet"
3611473,130,"Wi-fi internet locations"
3619265,159,"Wi-fi internet locations"
3619265,160,"Your own laptop or iPad/tablet"
3618485,128,"Wi-fi internet locations"
3611473,131,"Your own laptop or iPad/tablet"
3611473,132,"Gaming console with Wi-fi capacity"
3617251,97,"Internet cafes"
3617251,98,"Wi-fi internet locations"
3617251,99,"Your own laptop or iPad/tablet"
3619266,124,"Wi-fi internet locations"
3619266,125,"Your own laptop or iPad/tablet"
3618492,94,"Wi-fi internet locations"
3617253,107,"Wi-fi internet locations"
3617253,108,"Your own laptop or iPad/tablet"
3611484,124,"Smart phone"
3617254,117,"Smart phone"
3611484,125,"Wi-fi internet locations"
3619267,139,"Wi-fi internet locations"
3619267,140,"Your own laptop or iPad/tablet"
3617254,118,"Wi-fi internet locations"
3617254,119,"Your own laptop or iPad/tablet"
3611500,104,"Wi-fi internet locations"
3611500,105,"Your own laptop or iPad/tablet"
3611500,103,"Smart phone"
3619268,108,"Smart phone"
3619268,109,"Wi-fi internet locations"
3617270,132,"Smart phone"
3618517,149,"Smart phone"
3619268,110,"Your own laptop or iPad/tablet"
3617270,133,"Wi-fi internet locations"
3617270,134,"Your own laptop or iPad/tablet"
3618517,150,"Wi-fi internet locations"
3618517,151,"Your own laptop or iPad/tablet"
3619284,109,"Smart phone"
3617285,118,"Smart phone"
3611509,110,"Wi-fi internet locations"
3611509,111,"Your own laptop or iPad/tablet"
3617285,119,"Your own laptop or iPad/tablet"
3617286,119,"Your own laptop or iPad/tablet"
3611514,115,"Wi-fi internet locations"
3619298,125,"Wi-fi internet locations"
3617286,118,"Smart phone"
3611514,114,"Smart phone"
3611514,116,"Other types of technology"
3617287,132,"Internet cafes"
3617287,133,"Wi-fi internet locations"
3617287,134,"Your own laptop or iPad/tablet"
3618535,107,"Wi-fi internet locations"
3619300,120,"Your own laptop or iPad/tablet"
3611518,100,"Wi-fi internet locations"
3619298,124,"Smart phone"
3617287,131,"Smart phone"
3618535,106,"Smart phone"
3611525,107,"Smart phone"
3611518,101,"Your own laptop or iPad/tablet"
3611525,108,"Your own laptop or iPad/tablet"
3619315,125,"Your own laptop or iPad/tablet"
3611532,126,"Wi-fi internet locations"
3617301,118,"Wi-fi internet locations"
3617301,119,"Your own laptop or iPad/tablet"
3618551,142,"Smart phone"
3617301,117,"Smart phone"
3619316,111,"Smart phone"
3618560,107,"None of these"
3611532,127,"Your own laptop or iPad/tablet"
3619316,112,"Wi-fi internet locations"
3617303,130,"Wi-fi internet locations"
3617303,131,"Your own laptop or iPad/tablet"
3617304,103,"Your own laptop or iPad/tablet"
3618567,103,"Your own laptop or iPad/tablet"
3619332,102,"Smart phone"
3618569,124,"Smart phone"
3619332,103,"Wi-fi internet locations"
3619332,104,"Your own laptop or iPad/tablet"
3611550,125,"Internet cafes"
3618569,125,"Wi-fi internet locations"
3611550,126,"Wi-fi internet locations"
3617319,123,"Wi-fi internet locations"
3617319,122,"Smart phone"
3619333,100,"Smart phone"
3611557,111,"None of these"
3617319,124,"Your own laptop or iPad/tablet"
3619333,101,"Wi-fi internet locations"
3617320,148,"Wi-fi internet locations"
3617320,149,"Your own laptop or iPad/tablet"
3618576,102,"Wi-fi internet locations"
3618576,103,"Your own laptop or iPad/tablet"
3619334,107,"Your own laptop or iPad/tablet"
3618594,118,"Wi-fi internet locations"
3611568,123,"Wi-fi internet locations"
3611568,124,"Your own laptop or iPad/tablet"
3617320,147,"Smart phone"
3611559,92,"Smart phone"
3617352,96,"Smart phone"
3618594,117,"Smart phone"
3611568,122,"Smart phone"
3619348,134,"Smart phone"
3619348,135,"Wi-fi internet locations"
3611582,120,"Your own laptop or iPad/tablet"
3617369,94,"Your own laptop or iPad/tablet"
3618628,114,"Wi-fi internet locations"
3618628,115,"Your own laptop or iPad/tablet"
3619351,108,"Your own laptop or iPad/tablet"
3611609,107,"Wi-fi internet locations"
3618644,140,"Your own laptop or iPad/tablet"
3611609,108,"Your own laptop or iPad/tablet"
3619365,103,"Wi-fi internet locations"
3619365,104,"Your own laptop or iPad/tablet"
3611582,119,"Smart phone"
3617369,93,"Smart phone"
3618635,108,"Smart phone"
3619365,102,"Smart phone"
3617388,110,"Wi-fi internet locations"
3618646,126,"Wi-fi internet locations"
3611618,98,"Wi-fi internet locations"
3611618,99,"Your own laptop or iPad/tablet"
3619367,138,"Your own laptop or iPad/tablet"
3617388,109,"Smart phone"
3618646,125,"Smart phone"
3618651,132,"Wi-fi internet locations"
3619368,100,"Your own laptop or iPad/tablet"
3618660,101,"Wi-fi internet locations"
3617404,97,"Your own laptop or iPad/tablet"
3618667,120,"Wi-fi internet locations"
3618667,121,"Your own laptop or iPad/tablet"
3611618,97,"Smart phone"
3611632,98,"Smart phone"
3611641,129,"Smart phone"
3617418,140,"Smart phone"
3619399,136,"Wi-fi internet locations"
3619399,137,"Your own laptop or iPad/tablet"
3618669,141,"Wi-fi internet locations"
3611648,121,"Wi-fi internet locations"
3618669,142,"Your own laptop or iPad/tablet"
3617502,103,"Wi-fi internet locations"
3619401,156,"Wi-fi internet locations"
3617502,104,"Your own laptop or iPad/tablet"
3619401,157,"Your own laptop or iPad/tablet"
3611659,106,"Wi-fi internet locations"
3619399,135,"Smart phone"
3618669,140,"Smart phone"
3617502,102,"Smart phone"
3619401,155,"Smart phone"
3618676,91,"Smart phone"
3611659,105,"Smart phone"
3619416,138,"Wi-fi internet locations"
3619416,139,"Your own laptop or iPad/tablet"
3617536,130,"Wi-fi internet locations"
3611666,93,"Wi-fi internet locations"
3611666,94,"Your own laptop or iPad/tablet"
3618694,101,"Wi-fi internet locations"
3618694,102,"Your own laptop or iPad/tablet"
3617536,129,"Smart phone"
3611666,92,"Smart phone"
3618685,114,"Smart phone"
3619416,137,"Smart phone"
3618687,98,"Smart phone"
3619417,149,"Smart phone"
3611668,115,"None of these"
3619418,127,"Smart phone"
3611673,101,"Smart phone"
3611675,102,"Smart phone"
3619433,100,"Smart phone"
3617536,131,"Your own laptop or iPad/tablet"
3619418,128,"Wi-fi internet locations"
3618701,101,"Wi-fi internet locations"
3611675,103,"Wi-fi internet locations"
3619433,101,"Wi-fi internet locations"
3619433,102,"Your own laptop or iPad/tablet"
3611684,119,"Your own laptop or iPad/tablet"
3618703,134,"Wi-fi internet locations"
3617636,105,"Wi-fi internet locations"
3619434,122,"Internet cafes"
3619434,123,"Wi-fi internet locations"
3618719,128,"Wi-fi internet locations"
3618719,129,"Your own laptop or iPad/tablet"
3611684,118,"Smart phone"
3618703,133,"Smart phone"
3617636,104,"Smart phone"
3618719,127,"Smart phone"
3619451,154,"Wi-fi internet locations"
3619451,155,"Your own laptop or iPad/tablet"
3611723,115,"Wi-fi internet locations"
3617736,107,"Your own laptop or iPad/tablet"
3619468,149,"Wi-fi internet locations"
3619451,153,"Smart phone"
3611723,114,"Smart phone"
3611727,92,"Wi-fi internet locations"
3617736,106,"Smart phone"
3618721,126,"None of these"
3619468,148,"Smart phone"
3617769,128,"Smart phone"
3618746,152,"Smart phone"
3619483,111,"Smart phone"
3617769,129,"Wi-fi internet locations"
3618746,153,"Wi-fi internet locations"
3618746,154,"Your own laptop or iPad/tablet"
3611732,136,"Wi-fi internet locations"
3611732,137,"Your own laptop or iPad/tablet"
3618753,140,"Internet cafes"
3619483,112,"Wi-fi internet locations"
3619483,113,"Your own laptop or iPad/tablet"
3617836,155,"Wi-fi internet locations"
3618753,141,"Wi-fi internet locations"
3617836,156,"Your own laptop or iPad/tablet"
3618753,142,"Your own laptop or iPad/tablet"
3611743,133,"Wi-fi internet locations"
3611743,134,"Your own laptop or iPad/tablet"
3617836,154,"Smart phone"
3611741,94,"None of these"
3611748,90,"Smart phone"
3618762,101,"None of these"
3619500,122,"Smart phone"
3618054,117,"Smart phone"
3611748,91,"Wi-fi internet locations"
3619500,123,"Wi-fi internet locations"
3618053,128,"Internet cafes"
3618053,129,"Wi-fi internet locations"
3611750,145,"Internet cafes"
3611750,146,"Wi-fi internet locations"
3611750,147,"Your own laptop or iPad/tablet"
3619516,116,"Wi-fi internet locations"
3619516,117,"Your own laptop or iPad/tablet"
3618054,118,"Wi-fi internet locations"
3611752,141,"Internet cafes"
3618794,98,"Your own laptop or iPad/tablet"
3618801,148,"Wi-fi internet locations"
3619519,121,"Wi-fi internet locations"
3619519,122,"Your own laptop or iPad/tablet"
3618071,150,"Wi-fi internet locations"
3611766,112,"Your own laptop or iPad/tablet"
3611750,144,"Smart phone"
3619516,115,"Smart phone"
3611752,140,"Smart phone"
3618801,147,"Smart phone"
3619519,120,"Smart phone"
3611766,111,"Smart phone"
3618071,149,"Smart phone"
3618803,97,"Smart phone"
3618071,151,"Your own laptop or iPad/tablet"
3618803,98,"Your own laptop or iPad/tablet"
3619533,133,"Wi-fi internet locations"
3618087,131,"Wi-fi internet locations"
3618087,132,"Your own laptop or iPad/tablet"
3611782,118,"Wi-fi internet locations"
3618828,131,"Wi-fi internet locations"
3618828,132,"Your own laptop or iPad/tablet"
3619552,141,"Internet cafes"
3619552,142,"Wi-fi internet locations"
3619552,143,"Your own laptop or iPad/tablet"
3618087,130,"Smart phone"
3611777,103,"None of these"
3618826,138,"Smart phone"
3611782,117,"Smart phone"
3618828,130,"Smart phone"
3619552,140,"Smart phone"
3618088,131,"None of these"
3618835,114,"Wi-fi internet locations"
3619567,118,"Wi-fi internet locations"
3611793,94,"Your own laptop or iPad/tablet"
3618089,152,"Internet cafes"
3611802,110,"Wi-fi internet locations"
3618844,143,"Your own laptop or iPad/tablet"
3618089,153,"Wi-fi internet locations"
3618835,113,"Smart phone"
3619567,117,"Smart phone"
3618089,151,"Smart phone"
3611802,109,"Smart phone"
3618844,142,"Smart phone"
3619582,107,"Smart phone"
3619583,123,"Wi-fi internet locations"
3618846,115,"Wi-fi internet locations"
3611816,135,"Wi-fi internet locations"
3618853,122,"Wi-fi internet locations"
3618853,123,"Your own laptop or iPad/tablet"
3611818,162,"Wi-fi internet locations"
3611818,163,"Your own laptop or iPad/tablet"
3619586,153,"Wi-fi internet locations"
3619586,154,"Your own laptop or iPad/tablet"
3618104,97,"Wi-fi internet locations"
3618105,104,"Your own laptop or iPad/tablet"
3611825,93,"Your own laptop or iPad/tablet"
3619583,122,"Smart phone"
3618846,114,"Smart phone"
3618853,121,"Smart phone"
3618104,96,"Smart phone"
3618869,127,"Smart phone"
3611818,161,"Smart phone"
3618876,174,"Wi-fi internet locations"
3618876,175,"Your own laptop or iPad/tablet"
3619601,119,"Your own laptop or iPad/tablet"
3611834,126,"Internet cafes"
3618121,109,"Wi-fi internet locations"
3618121,110,"Your own laptop or iPad/tablet"
3611834,127,"Wi-fi internet locations"
3618894,198,"Your own laptop or iPad/tablet"
3619602,184,"Wi-fi internet locations"
3619602,185,"Your own laptop or iPad/tablet"
3618105,103,"Smart phone"
3618876,173,"Smart phone"
3618878,96,"None of these"
3619602,183,"Smart phone"
3618894,197,"Smart phone"
3618896,196,"Smart phone"
3619618,105,"Smart phone"
3618121,111,"Gaming console with Wi-fi capacity"
3618896,197,"Internet cafes"
3618896,198,"Wi-fi internet locations"
3618896,199,"Your own laptop or iPad/tablet"
3619618,106,"Wi-fi internet locations"
3611852,106,"Your own laptop or iPad/tablet"
3611852,105,"Smart phone"
3611859,98,"Smart phone"
3619618,107,"Your own laptop or iPad/tablet"
3618154,108,"Wi-fi internet locations"
3618154,109,"Your own laptop or iPad/tablet"
3611859,99,"Wi-fi internet locations"
3611859,100,"Your own laptop or iPad/tablet"
3618901,128,"Wi-fi internet locations"
3618901,127,"Smart phone"
3611866,93,"Smart phone"
3618157,115,"Smart phone"
3618905,191,"Smart phone"
3618901,129,"Your own laptop or iPad/tablet"
3619633,127,"Wi-fi internet locations"
3619633,128,"Your own laptop or iPad/tablet"
3618905,192,"Wi-fi internet locations"
3618905,193,"Your own laptop or iPad/tablet"
3611868,118,"Wi-fi internet locations"
3618170,112,"Smart phone"
3618910,130,"Smart phone"
3611868,119,"Gaming console with Wi-fi capacity"
3619635,146,"Wi-fi internet locations"
3618170,113,"Wi-fi internet locations"
3618910,131,"Wi-fi internet locations"
3618910,132,"Your own laptop or iPad/tablet"
3611875,97,"Wi-fi internet locations"
3611875,98,"Your own laptop or iPad/tablet"
3611875,96,"Smart phone"
3619652,98,"Smart phone"
3619650,142,"Wi-fi internet locations"
3619650,143,"Your own laptop or iPad/tablet"
3618173,103,"Your own laptop or iPad/tablet"
3618919,110,"Wi-fi internet locations"
3618919,111,"Your own laptop or iPad/tablet"
3611882,122,"Your own laptop or iPad/tablet"
3619652,100,"Other types of technology"
3619652,99,"Wi-fi internet locations"
3618930,106,"Internet cafes"
3611884,116,"Internet cafes"
3611884,117,"Wi-fi internet locations"
3618930,107,"Wi-fi internet locations"
3618930,108,"Your own laptop or iPad/tablet"
3611884,115,"Smart phone"
3618190,98,"Smart phone"
3619666,133,"None of these"
3618221,125,"Wi-fi internet locations"
3618221,126,"Your own laptop or iPad/tablet"
3611891,106,"Wi-fi internet locations"
3619667,120,"Wi-fi internet locations"
3619667,121,"Your own laptop or iPad/tablet"
3619669,108,"Wi-fi internet locations"
3618221,124,"Smart phone"
3611891,105,"Smart phone"
3619667,119,"Smart phone"
3611900,96,"Smart phone"
3619669,109,"Your own laptop or iPad/tablet"
3611900,97,"Wi-fi internet locations"
3618935,113,"Your own laptop or iPad/tablet"
3611900,98,"Your own laptop or iPad/tablet"
3618222,163,"Your own laptop or iPad/tablet"
3618937,121,"Wi-fi internet locations"
3618222,162,"Smart phone"
3619669,107,"Smart phone"
3618935,112,"Smart phone"
3618224,94,"Smart phone"
3618937,120,"Smart phone"
3619686,149,"Smart phone"
3611907,140,"Wi-fi internet locations"
3618944,122,"Internet cafes"
3619686,150,"Internet cafes"
3618944,123,"Wi-fi internet locations"
3618944,124,"Your own laptop or iPad/tablet"
3619686,151,"Wi-fi internet locations"
3618955,137,"Wi-fi internet locations"
3619686,152,"Your own laptop or iPad/tablet"
3611909,116,"Internet cafes"
3611909,117,"Wi-fi internet locations"
3618239,140,"Your own laptop or iPad/tablet"
3618960,136,"Wi-fi internet locations"
3618960,137,"Your own laptop or iPad/tablet"
3619700,126,"Wi-fi internet locations"
3619700,127,"Your own laptop or iPad/tablet"
3611927,120,"Wi-fi internet locations"
3611907,139,"Smart phone"
3618944,121,"Smart phone"
3618238,113,"None of these"
3611909,115,"Smart phone"
3618239,139,"Smart phone"
3619700,125,"Smart phone"
3618255,157,"Smart phone"
3618255,158,"Wi-fi internet locations"
3618255,159,"Your own laptop or iPad/tablet"
3618985,141,"Wi-fi internet locations"
3618985,142,"Your own laptop or iPad/tablet"
3611934,116,"None of these"
3618996,113,"Your own laptop or iPad/tablet"
3611907,141,"Other types of technology"
3618980,100,"None of these"
3619702,125,"Wi-fi internet locations"
3618985,140,"Smart phone"
3618996,112,"Smart phone"
3619702,126,"Your own laptop or iPad/tablet"
3618271,111,"Smart phone"
3611975,127,"None of these"
3618271,112,"Wi-fi internet locations"
3618271,113,"Your own laptop or iPad/tablet"
3611977,94,"Wi-fi internet locations"
