"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3596452,113,"Travel guides/books about New Zealand"
3596454,98,"Travel guides/books about New Zealand"
3596462,145,"Travel guides/books about New Zealand"
3596590,102,"Travel guides/books about New Zealand"
3596592,140,"Travel guides/books about New Zealand"
3596586,161,"Travel guides/books about New Zealand"
3596611,153,"Travel guides/books about New Zealand"
3596536,133,"Travel guides/books about New Zealand"
3596551,96,"Travel guides/books about New Zealand"
3596572,113,"Travel guides/books about New Zealand"
3596678,141,"Travel guides/books about New Zealand"
3596676,136,"Travel guides/books about New Zealand"
3596685,120,"Travel guides/books about New Zealand"
3596697,130,"Travel guides/books about New Zealand"
3596696,154,"Travel guides/books about New Zealand"
3596639,140,"Travel guides/books about New Zealand"
3596636,134,"Travel guides/books about New Zealand"
3596623,158,"Travel guides/books about New Zealand"
3596635,160,"Travel guides/books about New Zealand"
3596649,136,"Travel guides/books about New Zealand"
3596738,98,"Travel guides/books about New Zealand"
3596713,95,"Travel guides/books about New Zealand"
3596707,162,"Travel guides/books about New Zealand"
3596772,145,"Travel guides/books about New Zealand"
3596766,125,"Travel guides/books about New Zealand"
3596758,101,"Travel guides/books about New Zealand"
3596760,122,"Travel guides/books about New Zealand"
3596764,145,"Travel guides/books about New Zealand"
3596779,120,"Travel guides/books about New Zealand"
3596780,162,"Travel guides/books about New Zealand"
3596800,137,"Travel guides/books about New Zealand"
3596771,120,"Travel guides/books about New Zealand"
3596795,129,"Travel guides/books about New Zealand"
3596821,131,"Travel guides/books about New Zealand"
3596805,160,"Travel guides/books about New Zealand"
3596802,168,"Travel guides/books about New Zealand"
3596799,166,"Travel guides/books about New Zealand"
3596863,122,"Travel guides/books about New Zealand"
3596850,163,"Travel guides/books about New Zealand"
3596856,151,"Travel guides/books about New Zealand"
3596883,149,"Travel guides/books about New Zealand"
3596882,132,"Travel guides/books about New Zealand"
3596844,135,"Travel guides/books about New Zealand"
3596846,148,"Travel guides/books about New Zealand"
3596848,133,"Travel guides/books about New Zealand"
3596839,109,"Travel guides/books about New Zealand"
3596925,124,"Travel guides/books about New Zealand"
3596917,122,"Travel guides/books about New Zealand"
3596922,101,"Travel guides/books about New Zealand"
3596920,109,"Travel guides/books about New Zealand"
3596910,112,"Travel guides/books about New Zealand"
3596892,149,"Travel guides/books about New Zealand"
3596890,161,"Travel guides/books about New Zealand"
3596895,121,"Travel guides/books about New Zealand"
3596897,121,"Travel guides/books about New Zealand"
3596932,120,"Travel guides/books about New Zealand"
3596954,149,"Travel guides/books about New Zealand"
3596993,131,"Travel guides/books about New Zealand"
3596988,123,"Travel guides/books about New Zealand"
3597039,132,"Travel guides/books about New Zealand"
3597047,112,"Travel guides/books about New Zealand"
3597043,136,"Travel guides/books about New Zealand"
3597037,136,"Travel guides/books about New Zealand"
3597054,116,"Travel guides/books about New Zealand"
3597003,115,"Travel guides/books about New Zealand"
3597008,112,"Travel guides/books about New Zealand"
3597018,128,"Travel guides/books about New Zealand"
3597025,106,"Travel guides/books about New Zealand"
3597030,106,"Travel guides/books about New Zealand"
3597090,127,"Travel guides/books about New Zealand"
3597092,106,"Travel guides/books about New Zealand"
3597103,168,"Travel guides/books about New Zealand"
3597101,131,"Travel guides/books about New Zealand"
3597098,123,"Travel guides/books about New Zealand"
3597082,152,"Travel guides/books about New Zealand"
3597070,103,"Travel guides/books about New Zealand"
3597071,120,"Travel guides/books about New Zealand"
3597072,138,"Travel guides/books about New Zealand"
3597215,136,"Travel guides/books about New Zealand"
3597201,130,"Travel guides/books about New Zealand"
3597242,140,"Travel guides/books about New Zealand"
3597236,103,"Travel guides/books about New Zealand"
3597241,135,"Travel guides/books about New Zealand"
3597123,132,"Travel guides/books about New Zealand"
3597128,115,"Travel guides/books about New Zealand"
3597131,119,"Travel guides/books about New Zealand"
3597111,122,"Travel guides/books about New Zealand"
3597110,149,"Travel guides/books about New Zealand"
3597177,123,"Travel guides/books about New Zealand"
3597157,151,"Travel guides/books about New Zealand"
3597141,132,"Travel guides/books about New Zealand"
3597337,110,"Travel guides/books about New Zealand"
3597348,165,"Travel guides/books about New Zealand"
3597389,145,"Travel guides/books about New Zealand"
3597367,150,"Travel guides/books about New Zealand"
3597365,95,"Travel guides/books about New Zealand"
3597355,108,"Travel guides/books about New Zealand"
3597362,135,"Travel guides/books about New Zealand"
3597290,117,"Travel guides/books about New Zealand"
3597314,111,"Travel guides/books about New Zealand"
3597316,143,"Travel guides/books about New Zealand"
3597287,161,"Travel guides/books about New Zealand"
3597301,119,"Travel guides/books about New Zealand"
3597313,114,"Travel guides/books about New Zealand"
3597277,101,"Travel guides/books about New Zealand"
3597282,131,"Travel guides/books about New Zealand"
3597263,118,"Travel guides/books about New Zealand"
3597255,161,"Travel guides/books about New Zealand"
3597265,126,"Travel guides/books about New Zealand"
3597417,117,"Travel guides/books about New Zealand"
3597406,138,"Travel guides/books about New Zealand"
3597405,137,"Travel guides/books about New Zealand"
3597400,113,"Travel guides/books about New Zealand"
3597394,149,"Travel guides/books about New Zealand"
3597461,147,"Travel guides/books about New Zealand"
3597459,125,"Travel guides/books about New Zealand"
3597553,142,"Travel guides/books about New Zealand"
3597546,126,"Travel guides/books about New Zealand"
3597473,129,"Travel guides/books about New Zealand"
3597478,145,"Travel guides/books about New Zealand"
3597664,113,"Travel guides/books about New Zealand"
3597657,151,"Travel guides/books about New Zealand"
3597642,128,"Travel guides/books about New Zealand"
3597643,138,"Travel guides/books about New Zealand"
3597695,146,"Travel guides/books about New Zealand"
3597704,120,"Travel guides/books about New Zealand"
3597689,131,"Travel guides/books about New Zealand"
3597673,99,"Travel guides/books about New Zealand"
3597677,149,"Travel guides/books about New Zealand"
3597628,131,"Travel guides/books about New Zealand"
3597633,134,"Travel guides/books about New Zealand"
3597611,113,"Travel guides/books about New Zealand"
3597603,149,"Travel guides/books about New Zealand"
3597602,142,"Travel guides/books about New Zealand"
3597599,125,"Travel guides/books about New Zealand"
3597563,122,"Travel guides/books about New Zealand"
3597557,135,"Travel guides/books about New Zealand"
3597577,158,"Travel guides/books about New Zealand"
3597592,118,"Travel guides/books about New Zealand"
3597589,140,"Travel guides/books about New Zealand"
3597735,112,"Travel guides/books about New Zealand"
3597742,100,"Travel guides/books about New Zealand"
3597728,147,"Travel guides/books about New Zealand"
3597715,132,"Travel guides/books about New Zealand"
3597744,135,"Travel guides/books about New Zealand"
3597755,148,"Travel guides/books about New Zealand"
3597746,145,"Travel guides/books about New Zealand"
3597766,144,"Travel guides/books about New Zealand"
3597761,120,"Travel guides/books about New Zealand"
3597769,110,"Travel guides/books about New Zealand"
3597776,93,"Travel guides/books about New Zealand"
3597838,124,"Travel guides/books about New Zealand"
3597829,122,"Travel guides/books about New Zealand"
3597851,133,"Travel guides/books about New Zealand"
3597840,110,"Travel guides/books about New Zealand"
3597841,198,"Travel guides/books about New Zealand"
3597820,147,"Travel guides/books about New Zealand"
3597818,120,"Travel guides/books about New Zealand"
3597802,139,"Travel guides/books about New Zealand"
3597878,213,"Travel guides/books about New Zealand"
3597864,161,"Travel guides/books about New Zealand"
3597909,128,"Travel guides/books about New Zealand"
3597914,123,"Travel guides/books about New Zealand"
3597928,140,"Travel guides/books about New Zealand"
3597917,115,"Travel guides/books about New Zealand"
3597946,108,"Travel guides/books about New Zealand"
3597939,147,"Travel guides/books about New Zealand"
3597938,122,"Travel guides/books about New Zealand"
3597948,118,"Travel guides/books about New Zealand"
3597959,125,"Travel guides/books about New Zealand"
3597943,162,"Travel guides/books about New Zealand"
3597961,135,"Travel guides/books about New Zealand"
3597971,130,"Travel guides/books about New Zealand"
3597984,112,"Travel guides/books about New Zealand"
3597993,146,"Travel guides/books about New Zealand"
3597989,122,"Travel guides/books about New Zealand"
3598047,151,"Travel guides/books about New Zealand"
3598045,129,"Travel guides/books about New Zealand"
3598051,105,"Travel guides/books about New Zealand"
3598050,129,"Travel guides/books about New Zealand"
3598014,143,"Travel guides/books about New Zealand"
3598092,137,"Travel guides/books about New Zealand"
3598096,112,"Travel guides/books about New Zealand"
3598106,163,"Travel guides/books about New Zealand"
3598099,125,"Travel guides/books about New Zealand"
3598113,114,"Travel guides/books about New Zealand"
3598107,152,"Travel guides/books about New Zealand"
3598076,131,"Travel guides/books about New Zealand"
3598075,124,"Travel guides/books about New Zealand"
3598061,134,"Travel guides/books about New Zealand"
3598077,119,"Travel guides/books about New Zealand"
3598079,130,"Travel guides/books about New Zealand"
3598080,153,"Travel guides/books about New Zealand"
3598084,135,"Travel guides/books about New Zealand"
3598142,116,"Travel guides/books about New Zealand"
3598139,147,"Travel guides/books about New Zealand"
3598145,110,"Travel guides/books about New Zealand"
3598124,173,"Travel guides/books about New Zealand"
3598133,140,"Travel guides/books about New Zealand"
3598183,150,"Travel guides/books about New Zealand"
3598150,139,"Travel guides/books about New Zealand"
3598151,131,"Travel guides/books about New Zealand"
3598201,134,"Travel guides/books about New Zealand"
3598192,153,"Travel guides/books about New Zealand"
3598181,142,"Travel guides/books about New Zealand"
3598194,147,"Travel guides/books about New Zealand"
3598198,140,"Travel guides/books about New Zealand"
3598214,130,"Travel guides/books about New Zealand"
3598209,161,"Travel guides/books about New Zealand"
3598206,155,"Travel guides/books about New Zealand"
3598237,143,"Travel guides/books about New Zealand"
3598233,116,"Travel guides/books about New Zealand"
3598215,138,"Travel guides/books about New Zealand"
3598228,147,"Travel guides/books about New Zealand"
3598236,134,"Travel guides/books about New Zealand"
3598239,129,"Travel guides/books about New Zealand"
3598270,118,"Travel guides/books about New Zealand"
3598263,106,"Travel guides/books about New Zealand"
3598247,143,"Travel guides/books about New Zealand"
3598309,129,"Travel guides/books about New Zealand"
3598310,131,"Travel guides/books about New Zealand"
3598305,150,"Travel guides/books about New Zealand"
3598329,158,"Travel guides/books about New Zealand"
3598325,163,"Travel guides/books about New Zealand"
3598322,114,"Travel guides/books about New Zealand"
3598286,133,"Travel guides/books about New Zealand"
3598271,120,"Travel guides/books about New Zealand"
3598273,161,"Travel guides/books about New Zealand"
3598419,132,"Travel guides/books about New Zealand"
3598422,161,"Travel guides/books about New Zealand"
3598393,137,"Travel guides/books about New Zealand"
3598399,120,"Travel guides/books about New Zealand"
3598388,109,"Travel guides/books about New Zealand"
3598387,173,"Travel guides/books about New Zealand"
3598383,142,"Travel guides/books about New Zealand"
3598386,135,"Travel guides/books about New Zealand"
3598373,124,"Travel guides/books about New Zealand"
3598358,121,"Travel guides/books about New Zealand"
3598372,121,"Travel guides/books about New Zealand"
3598364,132,"Travel guides/books about New Zealand"
3598332,131,"Travel guides/books about New Zealand"
3598339,116,"Travel guides/books about New Zealand"
3598342,152,"Travel guides/books about New Zealand"
3598348,135,"Travel guides/books about New Zealand"
3598424,146,"Travel guides/books about New Zealand"
3598425,163,"Travel guides/books about New Zealand"
3598435,116,"Travel guides/books about New Zealand"
3598438,138,"Travel guides/books about New Zealand"
3598476,141,"Travel guides/books about New Zealand"
3598467,149,"Travel guides/books about New Zealand"
3598466,139,"Travel guides/books about New Zealand"
3598459,127,"Travel guides/books about New Zealand"
3598447,179,"Travel guides/books about New Zealand"
3598450,132,"Travel guides/books about New Zealand"
3598553,127,"Travel guides/books about New Zealand"
3598540,132,"Travel guides/books about New Zealand"
3598534,113,"Travel guides/books about New Zealand"
3598555,152,"Travel guides/books about New Zealand"
3598557,126,"Travel guides/books about New Zealand"
3598493,143,"Travel guides/books about New Zealand"
3598508,127,"Travel guides/books about New Zealand"
3598494,102,"Travel guides/books about New Zealand"
3598485,154,"Travel guides/books about New Zealand"
3598532,113,"Travel guides/books about New Zealand"
3598580,122,"Travel guides/books about New Zealand"
3598584,123,"Travel guides/books about New Zealand"
3598588,121,"Travel guides/books about New Zealand"
3598591,151,"Travel guides/books about New Zealand"
3598573,130,"Travel guides/books about New Zealand"
3598614,136,"Travel guides/books about New Zealand"
3598612,123,"Travel guides/books about New Zealand"
3598617,147,"Travel guides/books about New Zealand"
3598676,157,"Travel guides/books about New Zealand"
3598672,121,"Travel guides/books about New Zealand"
3598664,102,"Travel guides/books about New Zealand"
3598633,145,"Travel guides/books about New Zealand"
3598627,155,"Travel guides/books about New Zealand"
3598651,105,"Travel guides/books about New Zealand"
3598650,196,"Travel guides/books about New Zealand"
3598646,152,"Travel guides/books about New Zealand"
3598723,181,"Travel guides/books about New Zealand"
3598686,150,"Travel guides/books about New Zealand"
3598688,149,"Travel guides/books about New Zealand"
3598727,121,"Travel guides/books about New Zealand"
3598726,144,"Travel guides/books about New Zealand"
3598753,169,"Travel guides/books about New Zealand"
3598742,164,"Travel guides/books about New Zealand"
3598764,129,"Travel guides/books about New Zealand"
3598774,114,"Travel guides/books about New Zealand"
3598760,173,"Travel guides/books about New Zealand"
3598758,126,"Travel guides/books about New Zealand"
3598803,166,"Travel guides/books about New Zealand"
3598806,145,"Travel guides/books about New Zealand"
3598797,155,"Travel guides/books about New Zealand"
3598777,116,"Travel guides/books about New Zealand"
3598810,144,"Travel guides/books about New Zealand"
3598834,140,"Travel guides/books about New Zealand"
3598831,109,"Travel guides/books about New Zealand"
3598820,178,"Travel guides/books about New Zealand"
3598847,132,"Travel guides/books about New Zealand"
3598838,122,"Travel guides/books about New Zealand"
3598854,119,"Travel guides/books about New Zealand"
3598912,149,"Travel guides/books about New Zealand"
3598906,109,"Travel guides/books about New Zealand"
3598872,161,"Travel guides/books about New Zealand"
3598873,120,"Travel guides/books about New Zealand"
3598878,101,"Travel guides/books about New Zealand"
3598844,132,"Travel guides/books about New Zealand"
3598896,142,"Travel guides/books about New Zealand"
3598882,151,"Travel guides/books about New Zealand"
3599013,128,"Travel guides/books about New Zealand"
3599020,115,"Travel guides/books about New Zealand"
3599019,110,"Travel guides/books about New Zealand"
3599024,124,"Travel guides/books about New Zealand"
3599023,117,"Travel guides/books about New Zealand"
3599012,124,"Travel guides/books about New Zealand"
3599008,115,"Travel guides/books about New Zealand"
3599002,135,"Travel guides/books about New Zealand"
3598994,170,"Travel guides/books about New Zealand"
3598960,162,"Travel guides/books about New Zealand"
3598962,111,"Travel guides/books about New Zealand"
3598971,187,"Travel guides/books about New Zealand"
3598975,123,"Travel guides/books about New Zealand"
3598979,157,"Travel guides/books about New Zealand"
3598980,147,"Travel guides/books about New Zealand"
3598918,113,"Travel guides/books about New Zealand"
3598924,161,"Travel guides/books about New Zealand"
3598933,148,"Travel guides/books about New Zealand"
3598953,148,"Travel guides/books about New Zealand"
3598955,141,"Travel guides/books about New Zealand"
3599107,113,"Travel guides/books about New Zealand"
3599095,129,"Travel guides/books about New Zealand"
3599098,129,"Travel guides/books about New Zealand"
3599091,117,"Travel guides/books about New Zealand"
3599090,118,"Travel guides/books about New Zealand"
3599116,123,"Travel guides/books about New Zealand"
3599121,134,"Travel guides/books about New Zealand"
3599036,128,"Travel guides/books about New Zealand"
3599042,124,"Travel guides/books about New Zealand"
3599049,133,"Travel guides/books about New Zealand"
3599046,115,"Travel guides/books about New Zealand"
3599089,114,"Travel guides/books about New Zealand"
3599082,118,"Travel guides/books about New Zealand"
3599057,126,"Travel guides/books about New Zealand"
3599063,117,"Travel guides/books about New Zealand"
3599184,121,"Travel guides/books about New Zealand"
3599177,121,"Travel guides/books about New Zealand"
3599181,133,"Travel guides/books about New Zealand"
3599199,120,"Travel guides/books about New Zealand"
3599192,120,"Travel guides/books about New Zealand"
3599202,124,"Travel guides/books about New Zealand"
3599207,122,"Travel guides/books about New Zealand"
3599209,110,"Travel guides/books about New Zealand"
3599151,139,"Travel guides/books about New Zealand"
3599150,131,"Travel guides/books about New Zealand"
3599160,128,"Travel guides/books about New Zealand"
3599166,116,"Travel guides/books about New Zealand"
3599144,118,"Travel guides/books about New Zealand"
3599143,114,"Travel guides/books about New Zealand"
3599145,120,"Travel guides/books about New Zealand"
3599124,113,"Travel guides/books about New Zealand"
3599210,111,"Travel guides/books about New Zealand"
3599214,126,"Travel guides/books about New Zealand"
3599236,106,"Travel guides/books about New Zealand"
3599241,103,"Travel guides/books about New Zealand"
3599262,127,"Travel guides/books about New Zealand"
3599260,132,"Travel guides/books about New Zealand"
3599255,127,"Travel guides/books about New Zealand"
3599256,115,"Travel guides/books about New Zealand"
3599246,120,"Travel guides/books about New Zealand"
3599252,127,"Travel guides/books about New Zealand"
3599251,114,"Travel guides/books about New Zealand"
3599253,125,"Travel guides/books about New Zealand"
3599281,122,"Travel guides/books about New Zealand"
3599284,113,"Travel guides/books about New Zealand"
3599266,128,"Travel guides/books about New Zealand"
3599272,121,"Travel guides/books about New Zealand"
3599271,120,"Travel guides/books about New Zealand"
3599297,122,"Travel guides/books about New Zealand"
3599303,120,"Travel guides/books about New Zealand"
3599306,119,"Travel guides/books about New Zealand"
3599301,120,"Travel guides/books about New Zealand"
3599285,118,"Travel guides/books about New Zealand"
3599274,117,"Travel guides/books about New Zealand"
3599290,115,"Travel guides/books about New Zealand"
3599293,113,"Travel guides/books about New Zealand"
3599360,127,"Travel guides/books about New Zealand"
3599331,127,"Travel guides/books about New Zealand"
3599345,114,"Travel guides/books about New Zealand"
3599348,110,"Travel guides/books about New Zealand"
3599317,138,"Travel guides/books about New Zealand"
3599316,119,"Travel guides/books about New Zealand"
3599312,117,"Travel guides/books about New Zealand"
3599307,124,"Travel guides/books about New Zealand"
3599398,113,"Travel guides/books about New Zealand"
3599388,114,"Travel guides/books about New Zealand"
3599394,122,"Travel guides/books about New Zealand"
3599404,128,"Travel guides/books about New Zealand"
3599372,137,"Travel guides/books about New Zealand"
3599365,120,"Travel guides/books about New Zealand"
3599364,125,"Travel guides/books about New Zealand"
3599367,117,"Travel guides/books about New Zealand"
3599385,117,"Travel guides/books about New Zealand"
3599373,111,"Travel guides/books about New Zealand"
3599376,116,"Travel guides/books about New Zealand"
3599420,109,"Travel guides/books about New Zealand"
3599422,111,"Travel guides/books about New Zealand"
3599431,118,"Travel guides/books about New Zealand"
3599418,117,"Travel guides/books about New Zealand"
3599414,109,"Travel guides/books about New Zealand"
3599408,127,"Travel guides/books about New Zealand"
3599438,118,"Travel guides/books about New Zealand"
3599434,116,"Travel guides/books about New Zealand"
3599443,101,"Travel guides/books about New Zealand"
3599459,119,"Travel guides/books about New Zealand"
3599452,121,"Travel guides/books about New Zealand"
3599466,128,"Travel guides/books about New Zealand"
3599467,103,"Travel guides/books about New Zealand"
3599470,115,"Travel guides/books about New Zealand"
3599494,119,"Travel guides/books about New Zealand"
3599510,122,"Travel guides/books about New Zealand"
3599506,120,"Travel guides/books about New Zealand"
3599539,127,"Travel guides/books about New Zealand"
3599529,122,"Travel guides/books about New Zealand"
3599560,148,"Travel guides/books about New Zealand"
3599580,131,"Travel guides/books about New Zealand"
3599522,117,"Travel guides/books about New Zealand"
3599520,114,"Travel guides/books about New Zealand"
3599614,133,"Travel guides/books about New Zealand"
3599626,118,"Travel guides/books about New Zealand"
3599612,108,"Travel guides/books about New Zealand"
3599591,128,"Travel guides/books about New Zealand"
3599607,122,"Travel guides/books about New Zealand"
3599603,122,"Travel guides/books about New Zealand"
3599585,132,"Travel guides/books about New Zealand"
3599714,123,"Travel guides/books about New Zealand"
3599709,163,"Travel guides/books about New Zealand"
3599708,137,"Travel guides/books about New Zealand"
3599706,128,"Travel guides/books about New Zealand"
3599697,144,"Travel guides/books about New Zealand"
3599752,141,"Travel guides/books about New Zealand"
3599726,115,"Travel guides/books about New Zealand"
3599743,115,"Travel guides/books about New Zealand"
3599745,171,"Travel guides/books about New Zealand"
3599663,113,"Travel guides/books about New Zealand"
3599666,158,"Travel guides/books about New Zealand"
3599668,107,"Travel guides/books about New Zealand"
3599689,108,"Travel guides/books about New Zealand"
3599686,127,"Travel guides/books about New Zealand"
3599685,154,"Travel guides/books about New Zealand"
3599643,119,"Travel guides/books about New Zealand"
3599649,136,"Travel guides/books about New Zealand"
3599654,121,"Travel guides/books about New Zealand"
3599808,108,"Travel guides/books about New Zealand"
3599804,91,"Travel guides/books about New Zealand"
3599800,137,"Travel guides/books about New Zealand"
3599841,128,"Travel guides/books about New Zealand"
3599846,144,"Travel guides/books about New Zealand"
3599838,104,"Travel guides/books about New Zealand"
3599820,106,"Travel guides/books about New Zealand"
3599747,104,"Travel guides/books about New Zealand"
3599784,121,"Travel guides/books about New Zealand"
3599792,144,"Travel guides/books about New Zealand"
3599883,136,"Travel guides/books about New Zealand"
3599881,120,"Travel guides/books about New Zealand"
3599873,110,"Travel guides/books about New Zealand"
3599879,118,"Travel guides/books about New Zealand"
3599875,159,"Travel guides/books about New Zealand"
3599877,120,"Travel guides/books about New Zealand"
3599870,121,"Travel guides/books about New Zealand"
3599874,121,"Travel guides/books about New Zealand"
3599867,141,"Travel guides/books about New Zealand"
3599852,137,"Travel guides/books about New Zealand"
3599850,104,"Travel guides/books about New Zealand"
3599913,133,"Travel guides/books about New Zealand"
3599921,137,"Travel guides/books about New Zealand"
3599903,100,"Travel guides/books about New Zealand"
3599926,145,"Travel guides/books about New Zealand"
3599972,107,"Travel guides/books about New Zealand"
3599959,156,"Travel guides/books about New Zealand"
3599930,121,"Travel guides/books about New Zealand"
3599935,124,"Travel guides/books about New Zealand"
3599952,118,"Travel guides/books about New Zealand"
3599950,133,"Travel guides/books about New Zealand"
3600021,126,"Travel guides/books about New Zealand"
3600028,112,"Travel guides/books about New Zealand"
3600020,115,"Travel guides/books about New Zealand"
3600011,134,"Travel guides/books about New Zealand"
3600014,114,"Travel guides/books about New Zealand"
3600010,145,"Travel guides/books about New Zealand"
3600006,129,"Travel guides/books about New Zealand"
3600004,108,"Travel guides/books about New Zealand"
3599979,93,"Travel guides/books about New Zealand"
3599985,140,"Travel guides/books about New Zealand"
3599977,106,"Travel guides/books about New Zealand"
3599984,149,"Travel guides/books about New Zealand"
3600049,131,"Travel guides/books about New Zealand"
3600046,151,"Travel guides/books about New Zealand"
3600055,145,"Travel guides/books about New Zealand"
3600039,98,"Travel guides/books about New Zealand"
3600040,127,"Travel guides/books about New Zealand"
3600038,130,"Travel guides/books about New Zealand"
3600057,114,"Travel guides/books about New Zealand"
3600088,195,"Travel guides/books about New Zealand"
3600065,177,"Travel guides/books about New Zealand"
3600067,107,"Travel guides/books about New Zealand"
3600103,103,"Travel guides/books about New Zealand"
3600111,124,"Travel guides/books about New Zealand"
3600110,105,"Travel guides/books about New Zealand"
3600112,107,"Travel guides/books about New Zealand"
3600098,152,"Travel guides/books about New Zealand"
3600094,103,"Travel guides/books about New Zealand"
3600096,141,"Travel guides/books about New Zealand"
3600101,159,"Travel guides/books about New Zealand"
3600263,159,"Travel guides/books about New Zealand"
3600269,116,"Travel guides/books about New Zealand"
3600272,156,"Travel guides/books about New Zealand"
3600284,133,"Travel guides/books about New Zealand"
3600232,108,"Travel guides/books about New Zealand"
3600237,113,"Travel guides/books about New Zealand"
3600220,111,"Travel guides/books about New Zealand"
3600218,122,"Travel guides/books about New Zealand"
3600222,115,"Travel guides/books about New Zealand"
3600159,123,"Travel guides/books about New Zealand"
3600167,159,"Travel guides/books about New Zealand"
3600165,108,"Travel guides/books about New Zealand"
3600139,125,"Travel guides/books about New Zealand"
3600146,106,"Travel guides/books about New Zealand"
3600142,171,"Travel guides/books about New Zealand"
3600180,138,"Travel guides/books about New Zealand"
3600170,146,"Travel guides/books about New Zealand"
3600202,105,"Travel guides/books about New Zealand"
3600398,108,"Travel guides/books about New Zealand"
3600393,103,"Travel guides/books about New Zealand"
3600392,94,"Travel guides/books about New Zealand"
3600405,140,"Travel guides/books about New Zealand"
3600402,106,"Travel guides/books about New Zealand"
3600415,155,"Travel guides/books about New Zealand"
3600355,140,"Travel guides/books about New Zealand"
3600365,138,"Travel guides/books about New Zealand"
3600345,141,"Travel guides/books about New Zealand"
3600341,188,"Travel guides/books about New Zealand"
3600335,106,"Travel guides/books about New Zealand"
3600364,162,"Travel guides/books about New Zealand"
3600312,142,"Travel guides/books about New Zealand"
3600331,119,"Travel guides/books about New Zealand"
3600313,114,"Travel guides/books about New Zealand"
3600275,96,"Travel guides/books about New Zealand"
3600295,121,"Travel guides/books about New Zealand"
3600298,93,"Travel guides/books about New Zealand"
3600455,161,"Travel guides/books about New Zealand"
3600496,139,"Travel guides/books about New Zealand"
3600471,111,"Travel guides/books about New Zealand"
3600491,126,"Travel guides/books about New Zealand"
3600504,128,"Travel guides/books about New Zealand"
3600507,102,"Travel guides/books about New Zealand"
3600511,93,"Travel guides/books about New Zealand"
3600510,166,"Travel guides/books about New Zealand"
3600531,106,"Travel guides/books about New Zealand"
3600521,94,"Travel guides/books about New Zealand"
3600526,108,"Travel guides/books about New Zealand"
3600530,140,"Travel guides/books about New Zealand"
3600569,126,"Travel guides/books about New Zealand"
3600571,91,"Travel guides/books about New Zealand"
3600564,144,"Travel guides/books about New Zealand"
3600562,121,"Travel guides/books about New Zealand"
3600551,105,"Travel guides/books about New Zealand"
3600556,96,"Travel guides/books about New Zealand"
3600545,118,"Travel guides/books about New Zealand"
3600572,105,"Travel guides/books about New Zealand"
3600592,145,"Travel guides/books about New Zealand"
3600582,112,"Travel guides/books about New Zealand"
3600594,165,"Travel guides/books about New Zealand"
3600604,155,"Travel guides/books about New Zealand"
3600593,125,"Travel guides/books about New Zealand"
3600609,125,"Travel guides/books about New Zealand"
3600621,203,"Travel guides/books about New Zealand"
3600622,142,"Travel guides/books about New Zealand"
3600632,113,"Travel guides/books about New Zealand"
3600633,121,"Travel guides/books about New Zealand"
3600643,107,"Travel guides/books about New Zealand"
3600652,171,"Travel guides/books about New Zealand"
3600688,126,"Travel guides/books about New Zealand"
3600663,212,"Travel guides/books about New Zealand"
3600738,106,"Travel guides/books about New Zealand"
3600736,112,"Travel guides/books about New Zealand"
3600743,160,"Travel guides/books about New Zealand"
3600702,126,"Travel guides/books about New Zealand"
3600716,112,"Travel guides/books about New Zealand"
3600701,172,"Travel guides/books about New Zealand"
3600775,166,"Travel guides/books about New Zealand"
3600765,134,"Travel guides/books about New Zealand"
3600748,137,"Travel guides/books about New Zealand"
3600762,117,"Travel guides/books about New Zealand"
3600799,147,"Travel guides/books about New Zealand"
3600800,171,"Travel guides/books about New Zealand"
3600774,113,"Travel guides/books about New Zealand"
3600754,119,"Travel guides/books about New Zealand"
3600821,163,"Travel guides/books about New Zealand"
3600823,110,"Travel guides/books about New Zealand"
3600836,135,"Travel guides/books about New Zealand"
3600824,108,"Travel guides/books about New Zealand"
3600841,102,"Travel guides/books about New Zealand"
3600865,135,"Travel guides/books about New Zealand"
3600855,140,"Travel guides/books about New Zealand"
3600927,151,"Travel guides/books about New Zealand"
3600903,116,"Travel guides/books about New Zealand"
3600833,116,"Travel guides/books about New Zealand"
3600871,105,"Travel guides/books about New Zealand"
3600891,109,"Travel guides/books about New Zealand"
3600896,106,"Travel guides/books about New Zealand"
3600882,97,"Travel guides/books about New Zealand"
3601003,105,"Travel guides/books about New Zealand"
3600986,138,"Travel guides/books about New Zealand"
3600995,104,"Travel guides/books about New Zealand"
3600945,117,"Travel guides/books about New Zealand"
3600981,97,"Travel guides/books about New Zealand"
3600983,161,"Travel guides/books about New Zealand"
3600979,148,"Travel guides/books about New Zealand"
3600974,109,"Travel guides/books about New Zealand"
3600943,120,"Travel guides/books about New Zealand"
3601034,96,"Travel guides/books about New Zealand"
3601038,142,"Travel guides/books about New Zealand"
3601047,178,"Travel guides/books about New Zealand"
3601055,113,"Travel guides/books about New Zealand"
3601068,198,"Travel guides/books about New Zealand"
3601053,119,"Travel guides/books about New Zealand"
3601052,127,"Travel guides/books about New Zealand"
3601207,108,"Travel guides/books about New Zealand"
3601197,129,"Travel guides/books about New Zealand"
3601176,163,"Travel guides/books about New Zealand"
3601195,107,"Travel guides/books about New Zealand"
3601194,115,"Travel guides/books about New Zealand"
3601210,110,"Travel guides/books about New Zealand"
3601230,110,"Travel guides/books about New Zealand"
