"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3627481,185,"None of these","During trip to NZ"
3607021,150,"Facebook","During trip to NZ"
3607021,151,"Facebook","After trip to NZ"
3607012,134,"None of these","Planning trip to NZ"
3607021,145,"Twitter","Planning trip to NZ"
3627481,186,"None of these","After trip to NZ"
3627496,185,"Instagram","After trip to NZ"
3629023,134,"Facebook","During trip to NZ"
3627496,184,"Facebook","After trip to NZ"
3607028,113,"Facebook","During trip to NZ"
3607021,148,"Google+","Planning trip to NZ"
3607021,147,"Pinterest","Planning trip to NZ"
3607010,108,"None of these","After trip to NZ"
3628998,164,"None of these","After trip to NZ"
3627481,184,"None of these","Planning trip to NZ"
3607021,146,"Instagram","Planning trip to NZ"
3629023,135,"Facebook","After trip to NZ"
3627496,183,"Instagram","During trip to NZ"
3607028,114,"Facebook","After trip to NZ"
3607021,149,"Wechat","Planning trip to NZ"
3607030,111,"None of these","During trip to NZ"
3627496,182,"Instagram","Planning trip to NZ"
3629023,133,"Google+","Planning trip to NZ"
3607030,110,"None of these","Planning trip to NZ"
3629032,152,"None of these","Planning trip to NZ"
3607028,112,"None of these","Planning trip to NZ"
3627497,182,"Instagram","During trip to NZ"
3629032,153,"None of these","During trip to NZ"
3627497,180,"Facebook","During trip to NZ"
3627497,183,"None of these","After trip to NZ"
3607030,112,"None of these","After trip to NZ"
3607037,115,"Facebook","During trip to NZ"
3627497,181,"Twitter","During trip to NZ"
3629032,154,"None of these","After trip to NZ"
3627512,96,"None of these","During trip to NZ"
3629037,100,"Facebook","During trip to NZ"
3607037,116,"Facebook","After trip to NZ"
3627512,97,"None of these","After trip to NZ"
3629037,101,"Twitter","During trip to NZ"
3607044,120,"Facebook","After trip to NZ"
3629037,102,"Google+","During trip to NZ"
3607044,119,"Facebook","During trip to NZ"
3627512,95,"Google+","Planning trip to NZ"
3629037,103,"None of these","After trip to NZ"
3607037,114,"Facebook","Planning trip to NZ"
3629037,99,"None of these","Planning trip to NZ"
3607044,118,"Facebook","Planning trip to NZ"
3627515,143,"Google+","During trip to NZ"
3627515,142,"Instagram","During trip to NZ"
3627515,145,"Instagram","After trip to NZ"
3607053,123,"None of these","After trip to NZ"
3629041,119,"None of these","During trip to NZ"
3627530,157,"Facebook","During trip to NZ"
3627529,103,"None of these","After trip to NZ"
3607055,123,"None of these","After trip to NZ"
3627515,141,"Google+","Planning trip to NZ"
3629041,118,"None of these","Planning trip to NZ"
3607053,121,"None of these","Planning trip to NZ"
3627529,101,"None of these","Planning trip to NZ"
3607055,121,"Google+","Planning trip to NZ"
3627530,156,"None of these","Planning trip to NZ"
3627497,179,"None of these","Planning trip to NZ"
3627515,140,"Facebook","Planning trip to NZ"
3627515,144,"Facebook","After trip to NZ"
3629046,148,"Facebook","Planning trip to NZ"
3609829,147,"Facebook","Planning trip to NZ"
3607053,122,"None of these","During trip to NZ"
3627531,152,"Pinterest","Planning trip to NZ"
3609811,140,"None of these","After trip to NZ"
3629057,125,"None of these","Planning trip to NZ"
3627529,102,"None of these","During trip to NZ"
3629041,120,"None of these","After trip to NZ"
3607055,122,"Google+","During trip to NZ"
3609811,138,"None of these","Planning trip to NZ"
3627530,158,"None of these","After trip to NZ"
3629046,150,"Facebook","After trip to NZ"
3627531,153,"Facebook","During trip to NZ"
3627531,155,"Facebook","After trip to NZ"
3609829,149,"None of these","During trip to NZ"
3627531,156,"Instagram","After trip to NZ"
3629057,127,"None of these","After trip to NZ"
3629057,126,"Twitter","During trip to NZ"
3609829,150,"None of these","After trip to NZ"
3629064,112,"None of these","After trip to NZ"
3629064,111,"Google+","During trip to NZ"
3609838,132,"Facebook","After trip to NZ"
3627564,162,"Wechat","After trip to NZ"
3627531,151,"Instagram","Planning trip to NZ"
3609811,139,"None of these","During trip to NZ"
3629089,117,"None of these","After trip to NZ"
3629046,149,"None of these","During trip to NZ"
3627549,126,"Facebook","After trip to NZ"
3629089,116,"None of these","During trip to NZ"
3609838,130,"Google+","Planning trip to NZ"
3627531,154,"Instagram","During trip to NZ"
3627564,160,"Wechat","Planning trip to NZ"
3627549,125,"Google+","During trip to NZ"
3609838,131,"Facebook","During trip to NZ"
3627564,161,"Wechat","During trip to NZ"
3627581,111,"None of these","After trip to NZ"
3629064,110,"Google+","Planning trip to NZ"
3629089,115,"None of these","Planning trip to NZ"
3609845,168,"Weibu","During trip to NZ"
3609845,171,"Wechat","After trip to NZ"
3609845,169,"Wechat","During trip to NZ"
3627581,110,"None of these","During trip to NZ"
3629116,111,"None of these","During trip to NZ"
3609861,147,"Weibu","After trip to NZ"
3629116,112,"None of these","After trip to NZ"
3609861,146,"Weibu","During trip to NZ"
3609845,166,"Weibu","Planning trip to NZ"
3609868,220,"Instagram","During trip to NZ"
3627598,121,"None of these","Planning trip to NZ"
3629121,97,"None of these","After trip to NZ"
3627598,122,"None of these","During trip to NZ"
3627581,109,"None of these","Planning trip to NZ"
3629116,110,"None of these","Planning trip to NZ"
3629121,96,"None of these","During trip to NZ"
3609868,221,"Facebook","After trip to NZ"
3609829,148,"Google+","Planning trip to NZ"
3627549,124,"Google+","Planning trip to NZ"
3609845,170,"Weibu","After trip to NZ"
3627598,123,"None of these","After trip to NZ"
3609845,167,"Wechat","Planning trip to NZ"
3609861,145,"Weibu","Planning trip to NZ"
3609868,219,"Facebook","During trip to NZ"
3627613,111,"Facebook","During trip to NZ"
3609877,131,"None of these","After trip to NZ"
3629141,139,"Facebook","During trip to NZ"
3629141,142,"Google+","After trip to NZ"
3609868,218,"None of these","Planning trip to NZ"
3627613,110,"None of these","Planning trip to NZ"
3629132,232,"Facebook","Planning trip to NZ"
3629132,234,"Facebook","After trip to NZ"
3627613,113,"None of these","After trip to NZ"
3609877,130,"Google+","During trip to NZ"
3609879,190,"Facebook","Planning trip to NZ"
3627614,131,"None of these","Planning trip to NZ"
3629141,140,"Instagram","During trip to NZ"
3629141,138,"Facebook","Planning trip to NZ"
3629141,141,"Facebook","After trip to NZ"
3609879,192,"Facebook","After trip to NZ"
3627615,156,"Facebook","During trip to NZ"
3629155,126,"Google+","Planning trip to NZ"
3609879,191,"Facebook","During trip to NZ"
3627615,155,"Facebook","Planning trip to NZ"
3629148,141,"Wechat","After trip to NZ"
3627614,132,"None of these","During trip to NZ"
3629148,139,"None of these","Planning trip to NZ"
3627615,157,"Facebook","After trip to NZ"
3629121,95,"None of these","Planning trip to NZ"
3609868,222,"Instagram","After trip to NZ"
3609888,210,"Facebook","Planning trip to NZ"
3629132,233,"Facebook","During trip to NZ"
3609877,129,"None of these","Planning trip to NZ"
3629164,135,"Google+","Planning trip to NZ"
3627613,112,"Instagram","During trip to NZ"
3628515,165,"None of these","Planning trip to NZ"
3627614,133,"None of these","After trip to NZ"
3629155,128,"None of these","After trip to NZ"
3609888,211,"Facebook","During trip to NZ"
3628515,166,"Instagram","During trip to NZ"
3629164,136,"Google+","During trip to NZ"
3609897,143,"Google+","After trip to NZ"
3628515,169,"Pinterest","After trip to NZ"
3628515,168,"Twitter","After trip to NZ"
3629173,103,"None of these","During trip to NZ"
3609897,142,"Google+","During trip to NZ"
3628515,171,"Wechat","After trip to NZ"
3629173,102,"None of these","Planning trip to NZ"
3629148,140,"Wechat","During trip to NZ"
3629155,127,"Google+","During trip to NZ"
3628516,114,"None of these","Planning trip to NZ"
3609888,212,"Facebook","After trip to NZ"
3629164,137,"None of these","After trip to NZ"
3628515,167,"Facebook","After trip to NZ"
3628515,170,"Google+","After trip to NZ"
3609897,141,"Google+","Planning trip to NZ"
3629173,104,"None of these","After trip to NZ"
3609902,152,"None of these","During trip to NZ"
3609904,142,"Google+","During trip to NZ"
3628516,115,"None of these","During trip to NZ"
3609902,153,"None of these","After trip to NZ"
3609904,143,"Google+","After trip to NZ"
3629198,146,"None of these","During trip to NZ"
3628518,142,"Wechat","During trip to NZ"
3629198,147,"None of these","After trip to NZ"
3609913,178,"Facebook","After trip to NZ"
3628516,116,"None of these","After trip to NZ"
3609913,177,"Facebook","During trip to NZ"
3609918,210,"Facebook","After trip to NZ"
3609913,176,"Facebook","Planning trip to NZ"
3629198,145,"None of these","Planning trip to NZ"
3628518,141,"Wechat","Planning trip to NZ"
3609918,208,"Facebook","Planning trip to NZ"
3629230,99,"None of these","After trip to NZ"
3628518,143,"Wechat","After trip to NZ"
3609902,151,"Facebook","Planning trip to NZ"
3609918,209,"Facebook","During trip to NZ"
3609904,141,"None of these","Planning trip to NZ"
3629232,157,"Facebook","After trip to NZ"
3629232,155,"Facebook","During trip to NZ"
3629230,98,"None of these","During trip to NZ"
3629232,156,"Google+","During trip to NZ"
3628535,132,"Twitter","During trip to NZ"
3609920,157,"Facebook","During trip to NZ"
3628535,133,"Instagram","During trip to NZ"
3609920,158,"Google+","During trip to NZ"
3629230,97,"None of these","Planning trip to NZ"
3628535,130,"None of these","Planning trip to NZ"
3628535,131,"Facebook","During trip to NZ"
3609927,147,"Google+","Planning trip to NZ"
3629232,154,"Google+","Planning trip to NZ"
3628535,134,"None of these","After trip to NZ"
3609922,141,"None of these","Planning trip to NZ"
3609920,156,"Facebook","Planning trip to NZ"
3629241,111,"None of these","Planning trip to NZ"
3609920,159,"None of these","After trip to NZ"
3629241,112,"None of these","During trip to NZ"
3609922,143,"None of these","After trip to NZ"
3609927,150,"None of these","After trip to NZ"
3609927,149,"Facebook","During trip to NZ"
3629250,145,"Facebook","Planning trip to NZ"
3629255,125,"None of these","Planning trip to NZ"
3609922,142,"None of these","During trip to NZ"
3629241,113,"None of these","After trip to NZ"
3609929,176,"Facebook","Planning trip to NZ"
3628552,165,"None of these","Planning trip to NZ"
3629250,147,"Facebook","During trip to NZ"
3629255,126,"None of these","During trip to NZ"
3628552,166,"None of these","During trip to NZ"
3629250,148,"Facebook","After trip to NZ"
3609936,107,"Google+","During trip to NZ"
3629257,123,"Google+","During trip to NZ"
3628566,114,"Facebook","After trip to NZ"
3609929,178,"Facebook","After trip to NZ"
3609936,108,"None of these","After trip to NZ"
3629257,122,"Instagram","During trip to NZ"
3628566,112,"Google+","Planning trip to NZ"
3609954,133,"Facebook","After trip to NZ"
3609927,148,"Wechat","Planning trip to NZ"
3609961,134,"Google+","Planning trip to NZ"
3629250,146,"Google+","Planning trip to NZ"
3609929,177,"Facebook","During trip to NZ"
3629255,127,"None of these","After trip to NZ"
3609936,106,"Facebook","During trip to NZ"
3629273,116,"None of these","Planning trip to NZ"
3629257,120,"Facebook","Planning trip to NZ"
3609954,132,"None of these","During trip to NZ"
3628552,167,"None of these","After trip to NZ"
3609961,135,"Instagram","During trip to NZ"
3609936,105,"Google+","Planning trip to NZ"
3629273,117,"None of these","During trip to NZ"
3629257,121,"Google+","Planning trip to NZ"
3629257,124,"Google+","After trip to NZ"
3628566,113,"Google+","During trip to NZ"
3609954,131,"None of these","Planning trip to NZ"
3609961,136,"Google+","After trip to NZ"
3609963,150,"None of these","Planning trip to NZ"
3628583,158,"Facebook","During trip to NZ"
3629280,139,"None of these","Planning trip to NZ"
3609963,152,"None of these","After trip to NZ"
3628583,159,"None of these","After trip to NZ"
3629273,118,"None of these","After trip to NZ"
3629280,141,"Twitter","During trip to NZ"
3609970,129,"Facebook","After trip to NZ"
3609972,190,"None of these","After trip to NZ"
3629280,142,"None of these","After trip to NZ"
3629323,110,"None of these","During trip to NZ"
3609970,127,"None of these","Planning trip to NZ"
3628584,156,"Facebook","Planning trip to NZ"
3609972,188,"Facebook","Planning trip to NZ"
3609977,131,"None of these","During trip to NZ"
3629323,109,"None of these","Planning trip to NZ"
3628583,157,"Google+","Planning trip to NZ"
3609963,151,"None of these","During trip to NZ"
3629280,140,"Facebook","During trip to NZ"
3609972,189,"Facebook","During trip to NZ"
3628584,158,"Facebook","After trip to NZ"
3629323,111,"None of these","After trip to NZ"
3609977,132,"None of these","After trip to NZ"
3609970,128,"Facebook","During trip to NZ"
3628584,157,"Facebook","During trip to NZ"
3609977,130,"None of these","Planning trip to NZ"
3629325,101,"Facebook","Planning trip to NZ"
3609979,130,"None of these","Planning trip to NZ"
3629325,103,"Google+","Planning trip to NZ"
3629325,102,"Instagram","Planning trip to NZ"
3629325,105,"Instagram","During trip to NZ"
3629325,106,"Google+","During trip to NZ"
3629325,104,"Facebook","During trip to NZ"
3628601,119,"Google+","Planning trip to NZ"
3609979,131,"None of these","During trip to NZ"
3629325,109,"Google+","After trip to NZ"
3629325,108,"Instagram","After trip to NZ"
3628601,123,"Google+","After trip to NZ"
3629348,106,"None of these","Planning trip to NZ"
3628601,122,"Facebook","After trip to NZ"
3609995,117,"Facebook","After trip to NZ"
3629348,107,"Instagram","During trip to NZ"
3628601,120,"Facebook","During trip to NZ"
3628619,158,"Twitter","During trip to NZ"
3629325,107,"Facebook","After trip to NZ"
3609988,121,"None of these","Planning trip to NZ"
3628619,161,"Instagram","After trip to NZ"
3609988,123,"Facebook","After trip to NZ"
3628619,157,"Instagram","Planning trip to NZ"
3628619,160,"Twitter","After trip to NZ"
3609995,115,"Facebook","Planning trip to NZ"
3610004,179,"Facebook","During trip to NZ"
3628619,159,"Instagram","During trip to NZ"
3609979,132,"None of these","After trip to NZ"
3628601,121,"Google+","During trip to NZ"
3609988,122,"None of these","During trip to NZ"
3629348,108,"None of these","After trip to NZ"
3609995,116,"Facebook","During trip to NZ"
3628619,156,"Twitter","Planning trip to NZ"
3629366,120,"Wechat","Planning trip to NZ"
3610004,180,"Facebook","After trip to NZ"
3629366,122,"Wechat","After trip to NZ"
3610004,178,"Google+","Planning trip to NZ"
3629382,125,"Instagram","Planning trip to NZ"
3628666,128,"Google+","After trip to NZ"
3629366,121,"Wechat","During trip to NZ"
3610011,134,"Weibu","Planning trip to NZ"
3628666,127,"Google+","During trip to NZ"
3629382,128,"Google+","During trip to NZ"
3610020,142,"Wechat","During trip to NZ"
3628668,149,"Wechat","During trip to NZ"
3610011,137,"Weibu","After trip to NZ"
3610011,136,"None of these","During trip to NZ"
3629382,129,"Twitter","After trip to NZ"
3629391,110,"Facebook","After trip to NZ"
3629398,105,"None of these","After trip to NZ"
3629398,104,"None of these","During trip to NZ"
3629382,126,"Pinterest","Planning trip to NZ"
3628668,148,"Wechat","Planning trip to NZ"
3610020,141,"None of these","Planning trip to NZ"
3629391,108,"None of these","Planning trip to NZ"
3628669,146,"Facebook","After trip to NZ"
3628682,211,"Instagram","During trip to NZ"
3628669,143,"Instagram","Planning trip to NZ"
3610029,150,"None of these","Planning trip to NZ"
3610004,177,"Facebook","Planning trip to NZ"
3610011,135,"Google+","Planning trip to NZ"
3629391,109,"Facebook","During trip to NZ"
3628666,126,"Google+","Planning trip to NZ"
3629382,127,"Facebook","During trip to NZ"
3610029,151,"None of these","During trip to NZ"
3628669,147,"Instagram","After trip to NZ"
3629405,156,"None of these","Planning trip to NZ"
3610020,143,"Facebook","After trip to NZ"
3628682,210,"Instagram","Planning trip to NZ"
3628668,150,"Wechat","After trip to NZ"
3629407,156,"None of these","Planning trip to NZ"
3629398,103,"None of these","Planning trip to NZ"
3628669,142,"Facebook","Planning trip to NZ"
3628669,145,"Instagram","During trip to NZ"
3629405,158,"None of these","After trip to NZ"
3628669,144,"Facebook","During trip to NZ"
3610036,137,"None of these","Planning trip to NZ"
3628682,212,"Instagram","After trip to NZ"
3610038,114,"None of these","During trip to NZ"
3610038,113,"None of these","Planning trip to NZ"
3629407,157,"Facebook","During trip to NZ"
3629425,135,"Facebook","During trip to NZ"
3610036,139,"None of these","After trip to NZ"
3628684,150,"None of these","Planning trip to NZ"
3629407,158,"Instagram","During trip to NZ"
3628685,177,"Wechat","Planning trip to NZ"
3610045,134,"None of these","During trip to NZ"
3628685,178,"Google+","During trip to NZ"
3610047,124,"None of these","After trip to NZ"
3628700,127,"Facebook","During trip to NZ"
3610047,123,"None of these","During trip to NZ"
3628700,128,"Instagram","During trip to NZ"
3610029,152,"None of these","After trip to NZ"
3629405,157,"None of these","During trip to NZ"
3610038,115,"None of these","After trip to NZ"
3628684,151,"Facebook","During trip to NZ"
3629425,137,"Facebook","After trip to NZ"
3610045,133,"None of these","Planning trip to NZ"
3629425,134,"Google+","Planning trip to NZ"
3610036,138,"None of these","During trip to NZ"
3629407,159,"None of these","After trip to NZ"
3628684,152,"None of these","After trip to NZ"
3628685,179,"Wechat","After trip to NZ"
3629425,136,"Google+","During trip to NZ"
3629425,133,"Facebook","Planning trip to NZ"
3610045,135,"Facebook","After trip to NZ"
3610047,122,"None of these","Planning trip to NZ"
3628700,125,"Facebook","Planning trip to NZ"
3628700,126,"Instagram","Planning trip to NZ"
3610052,150,"Google+","Planning trip to NZ"
3610061,164,"None of these","Planning trip to NZ"
3629448,104,"None of these","Planning trip to NZ"
3628700,129,"Google+","During trip to NZ"
3629448,106,"None of these","After trip to NZ"
3629448,105,"None of these","During trip to NZ"
3628700,130,"None of these","After trip to NZ"
3610052,152,"None of these","After trip to NZ"
3610061,165,"Facebook","During trip to NZ"
3628717,130,"Facebook","During trip to NZ"
3629475,139,"Instagram","After trip to NZ"
3628717,129,"None of these","Planning trip to NZ"
3610061,166,"Instagram","During trip to NZ"
3610072,136,"Google+","Planning trip to NZ"
3628717,133,"Instagram","After trip to NZ"
3629475,138,"Facebook","After trip to NZ"
3629475,135,"None of these","Planning trip to NZ"
3610072,139,"None of these","After trip to NZ"
3629480,154,"Facebook","During trip to NZ"
3629480,155,"Facebook","After trip to NZ"
3628719,126,"None of these","After trip to NZ"
3610052,151,"None of these","During trip to NZ"
3610072,137,"Google+","During trip to NZ"
3628717,132,"Facebook","After trip to NZ"
3610072,135,"Facebook","Planning trip to NZ"
3629475,137,"Instagram","During trip to NZ"
3628719,125,"None of these","During trip to NZ"
3610061,167,"None of these","After trip to NZ"
3628733,108,"None of these","Planning trip to NZ"
3628717,131,"Instagram","During trip to NZ"
3610088,116,"None of these","After trip to NZ"
3610088,114,"None of these","Planning trip to NZ"
3629475,136,"Facebook","During trip to NZ"
3628734,128,"Facebook","Planning trip to NZ"
3610072,138,"Wechat","During trip to NZ"
3628733,110,"None of these","After trip to NZ"
3629480,153,"Facebook","Planning trip to NZ"
3628734,130,"Facebook","After trip to NZ"
3628719,124,"None of these","Planning trip to NZ"
3628733,109,"None of these","During trip to NZ"
3629500,143,"Facebook","Planning trip to NZ"
3628734,129,"Facebook","During trip to NZ"
3628735,124,"None of these","After trip to NZ"
3629516,210,"Wechat","After trip to NZ"
3610095,138,"None of these","Planning trip to NZ"
3629500,144,"Facebook","During trip to NZ"
3610095,140,"Facebook","After trip to NZ"
3628735,123,"None of these","During trip to NZ"
3629516,209,"Wechat","During trip to NZ"
3610097,141,"None of these","Planning trip to NZ"
3629516,208,"Wechat","Planning trip to NZ"
3610088,115,"None of these","During trip to NZ"
3629500,145,"Facebook","After trip to NZ"
3610095,139,"None of these","During trip to NZ"
3628735,122,"None of these","Planning trip to NZ"
3628736,145,"Facebook","During trip to NZ"
3628736,146,"Instagram","During trip to NZ"
3628749,102,"None of these","Planning trip to NZ"
3629523,153,"Facebook","After trip to NZ"
3628736,143,"Facebook","Planning trip to NZ"
3629523,149,"Facebook","Planning trip to NZ"
3629523,152,"Wechat","During trip to NZ"
3610097,142,"None of these","During trip to NZ"
3629523,150,"Facebook","During trip to NZ"
3628736,144,"Instagram","Planning trip to NZ"
3628749,103,"None of these","During trip to NZ"
3628751,137,"None of these","After trip to NZ"
3629530,137,"None of these","During trip to NZ"
3610145,128,"Facebook","After trip to NZ"
3629530,138,"Facebook","After trip to NZ"
3610097,143,"None of these","After trip to NZ"
3628736,147,"Instagram","After trip to NZ"
3629523,151,"Instagram","During trip to NZ"
3629523,154,"Instagram","After trip to NZ"
3628749,104,"None of these","After trip to NZ"
3610145,127,"Facebook","During trip to NZ"
3628751,136,"None of these","During trip to NZ"
3610147,143,"Wechat","During trip to NZ"
3628766,115,"Facebook","After trip to NZ"
3628766,114,"Instagram","During trip to NZ"
3629530,139,"Instagram","After trip to NZ"
3628766,113,"Facebook","During trip to NZ"
3628766,116,"Instagram","After trip to NZ"
3610147,144,"Wechat","After trip to NZ"
3629539,130,"Facebook","After trip to NZ"
3629539,128,"Facebook","During trip to NZ"
3629539,131,"Instagram","After trip to NZ"
3629539,127,"Facebook","Planning trip to NZ"
3610145,126,"None of these","Planning trip to NZ"
3628751,135,"None of these","Planning trip to NZ"
3629530,136,"None of these","Planning trip to NZ"
3610147,142,"Wechat","Planning trip to NZ"
3610154,123,"None of these","During trip to NZ"
3629539,129,"Instagram","During trip to NZ"
3628766,112,"None of these","Planning trip to NZ"
3610154,124,"None of these","After trip to NZ"
3628767,197,"None of these","After trip to NZ"
3628767,196,"Instagram","During trip to NZ"
3610161,134,"Google+","During trip to NZ"
3629541,177,"Facebook","After trip to NZ"
3610161,137,"Wechat","After trip to NZ"
3629541,175,"Facebook","During trip to NZ"
3629541,178,"Instagram","After trip to NZ"
3610161,135,"Facebook","After trip to NZ"
3629541,174,"Instagram","Planning trip to NZ"
3628768,172,"Instagram","During trip to NZ"
3610170,149,"Instagram","During trip to NZ"
3628768,173,"Facebook","After trip to NZ"
3629541,176,"Instagram","During trip to NZ"
3610161,136,"Google+","After trip to NZ"
3610161,133,"Google+","Planning trip to NZ"
3629541,173,"Facebook","Planning trip to NZ"
3629550,110,"Facebook","During trip to NZ"
3610170,150,"Google+","During trip to NZ"
3628768,170,"None of these","Planning trip to NZ"
3628767,195,"Facebook","Planning trip to NZ"
3610154,122,"None of these","Planning trip to NZ"
3610161,132,"Instagram","Planning trip to NZ"
3628768,171,"Facebook","During trip to NZ"
3629550,111,"Facebook","After trip to NZ"
3610170,151,"Facebook","After trip to NZ"
3628768,174,"Instagram","After trip to NZ"
3629557,98,"None of these","During trip to NZ"
3628769,130,"Facebook","During trip to NZ"
3629557,97,"None of these","Planning trip to NZ"
3629566,150,"None of these","Planning trip to NZ"
3629557,99,"None of these","After trip to NZ"
3629566,151,"None of these","During trip to NZ"
3628769,128,"Facebook","Planning trip to NZ"
3629550,109,"Facebook","Planning trip to NZ"
3628769,129,"Instagram","Planning trip to NZ"
3628769,132,"Facebook","After trip to NZ"
3610172,245,"Facebook","After trip to NZ"
3629566,152,"None of these","After trip to NZ"
3628769,133,"Instagram","After trip to NZ"
3610179,173,"None of these","During trip to NZ"
3610179,174,"None of these","After trip to NZ"
3628786,128,"None of these","After trip to NZ"
3628799,103,"Facebook","During trip to NZ"
3610172,243,"Facebook","Planning trip to NZ"
3629573,128,"None of these","Planning trip to NZ"
3610186,165,"None of these","During trip to NZ"
3629582,118,"Facebook","During trip to NZ"
3628799,105,"None of these","After trip to NZ"
3629573,129,"None of these","During trip to NZ"
3628786,127,"Facebook","During trip to NZ"
3610179,172,"None of these","Planning trip to NZ"
3610186,166,"None of these","After trip to NZ"
3628799,104,"Google+","During trip to NZ"
3629582,119,"None of these","After trip to NZ"
3610170,148,"None of these","Planning trip to NZ"
3610172,244,"Facebook","During trip to NZ"
3628769,131,"Instagram","During trip to NZ"
3629573,130,"None of these","After trip to NZ"
3628786,126,"None of these","Planning trip to NZ"
3628799,102,"None of these","Planning trip to NZ"
3610186,164,"None of these","Planning trip to NZ"
3610188,141,"Facebook","During trip to NZ"
3610188,142,"Google+","During trip to NZ"
3628802,117,"None of these","After trip to NZ"
3629598,125,"Google+","During trip to NZ"
3610197,137,"None of these","After trip to NZ"
3629598,126,"Facebook","After trip to NZ"
3629591,111,"None of these","During trip to NZ"
3628802,116,"None of these","During trip to NZ"
3610197,135,"Instagram","During trip to NZ"
3610188,143,"Wechat","After trip to NZ"
3629591,112,"None of these","After trip to NZ"
3610197,136,"Google+","During trip to NZ"
3610188,140,"None of these","Planning trip to NZ"
3628802,115,"None of these","Planning trip to NZ"
3629591,110,"None of these","Planning trip to NZ"
3610197,134,"None of these","Planning trip to NZ"
3628816,134,"Wechat","During trip to NZ"
3610213,153,"Wechat","During trip to NZ"
3610213,152,"Twitter","During trip to NZ"
3628816,135,"Wechat","After trip to NZ"
3629609,100,"None of these","During trip to NZ"
3628817,140,"Instagram","During trip to NZ"
3610222,118,"None of these","During trip to NZ"
3629582,117,"None of these","Planning trip to NZ"
3629598,124,"Google+","Planning trip to NZ"
3629598,127,"Google+","After trip to NZ"
3610213,151,"Facebook","During trip to NZ"
3610213,154,"Wechat","After trip to NZ"
3629609,101,"None of these","After trip to NZ"
3610222,119,"Facebook","After trip to NZ"
3628817,141,"Instagram","After trip to NZ"
3629623,126,"Google+","During trip to NZ"
3610213,150,"None of these","Planning trip to NZ"
3629609,99,"None of these","Planning trip to NZ"
3610222,117,"None of these","Planning trip to NZ"
3628817,139,"Instagram","Planning trip to NZ"
3628818,98,"Wechat","During trip to NZ"
3629632,105,"None of these","After trip to NZ"
3610236,149,"Facebook","During trip to NZ"
3628819,120,"None of these","During trip to NZ"
3610236,152,"Google+","During trip to NZ"
3629623,125,"Google+","Planning trip to NZ"
3629632,104,"Instagram","During trip to NZ"
3610231,136,"None of these","After trip to NZ"
3628818,99,"Wechat","After trip to NZ"
3629632,103,"Facebook","During trip to NZ"
3610236,150,"Twitter","During trip to NZ"
3610236,153,"Facebook","After trip to NZ"
3629634,99,"None of these","After trip to NZ"
3610231,134,"None of these","Planning trip to NZ"
3628834,108,"None of these","During trip to NZ"
3628818,96,"Wechat","Planning trip to NZ"
3628834,109,"None of these","After trip to NZ"
3629623,127,"Facebook","After trip to NZ"
3628816,133,"Wechat","Planning trip to NZ"
3610231,135,"Google+","During trip to NZ"
3628818,97,"Google+","During trip to NZ"
3628819,121,"None of these","After trip to NZ"
3610236,151,"Instagram","During trip to NZ"
3629634,98,"None of these","During trip to NZ"
3628819,119,"None of these","Planning trip to NZ"
3629632,102,"None of these","Planning trip to NZ"
3629634,97,"None of these","Planning trip to NZ"
3610238,184,"Instagram","During trip to NZ"
3610238,182,"None of these","Planning trip to NZ"
3610238,185,"Facebook","After trip to NZ"
3610256,188,"Facebook","During trip to NZ"
3629650,99,"None of these","After trip to NZ"
3628850,135,"None of these","During trip to NZ"
3610270,175,"Facebook","During trip to NZ"
3629664,103,"Facebook","During trip to NZ"
3610270,176,"Google+","During trip to NZ"
3629650,97,"None of these","Planning trip to NZ"
3628850,134,"None of these","Planning trip to NZ"
3610256,187,"None of these","Planning trip to NZ"
3610236,148,"Google+","Planning trip to NZ"
3610238,183,"Facebook","During trip to NZ"
3628834,107,"None of these","Planning trip to NZ"
3610238,186,"Instagram","After trip to NZ"
3629650,98,"None of these","During trip to NZ"
3610256,189,"Facebook","After trip to NZ"
3628850,136,"Facebook","After trip to NZ"
3629664,102,"Facebook","Planning trip to NZ"
3628852,111,"Wechat","Planning trip to NZ"
3629666,103,"None of these","After trip to NZ"
3628850,137,"Instagram","After trip to NZ"
3629666,102,"None of these","During trip to NZ"
3610272,139,"Twitter","During trip to NZ"
3610281,131,"Weibu","Planning trip to NZ"
3629684,105,"Facebook","After trip to NZ"
3629664,104,"Facebook","After trip to NZ"
3610272,137,"None of these","Planning trip to NZ"
3628852,112,"Wechat","During trip to NZ"
3610272,140,"None of these","After trip to NZ"
3628853,122,"Weibu","Planning trip to NZ"
3610281,132,"Google+","During trip to NZ"
3629684,103,"None of these","Planning trip to NZ"
3610281,133,"Weibu","After trip to NZ"
3610270,177,"Facebook","After trip to NZ"
3628853,123,"Wechat","Planning trip to NZ"
3610270,174,"Google+","Planning trip to NZ"
3629666,101,"None of these","Planning trip to NZ"
3628852,113,"Wechat","After trip to NZ"
3610272,138,"Facebook","During trip to NZ"
3629684,104,"Facebook","During trip to NZ"
3628853,124,"Weibu","During trip to NZ"
3610288,141,"None of these","During trip to NZ"
3628853,127,"Wechat","After trip to NZ"
3629707,140,"Facebook","After trip to NZ"
3610288,140,"Google+","Planning trip to NZ"
3628853,125,"Wechat","During trip to NZ"
